grapheme,ground_truth_phoneme,predicted_phoneme,model
antony,ˈæntəni,/ˈæntəni/,claude-3-5-haiku-20241022
antsy,ˈæntsi,/ˈænʦi/,claude-3-5-haiku-20241022
antwerp,ˈæntwɚp,/ˈæntˌwɝp/,claude-3-5-haiku-20241022
anythings,ˈɛniθˌɪŋz,/ˈɛniθɪŋz/,claude-3-5-haiku-20241022
apogee,ˈæpədʒˌi,/ˈæpəˌdʒi/,claude-3-5-haiku-20241022
appian,ˈæpiən,/ˈæpiən/,claude-3-5-haiku-20241022
apport,əpˈɔːɹt,/əˈpɔɹt/,claude-3-5-haiku-20241022
appreciable,əpɹˈiːʃəbəl,/əˈpɹiʃəbəl/,claude-3-5-haiku-20241022
apprehend,ˌæpɹɪhˈɛnd,/ˌæpɹɪˈhɛnd/,claude-3-5-haiku-20241022
apprehension,ˌæpɹɪhˈɛnʃən,/ˌæpɹɪˈhɛnʃən/,claude-3-5-haiku-20241022
approximation,əpɹˌɑksəmˈeɪʃən,/əpɹɑksəˈmeɪʃən/,claude-3-5-haiku-20241022
ard,ˈɑːɹd,/ɑɹd/,claude-3-5-haiku-20241022
arenas,ɚˈiːnəz,/əˈɹinəz/,claude-3-5-haiku-20241022
armagh,ˈɑːɹməg,/ɑɹˈmɑ/,claude-3-5-haiku-20241022
arouse,ɚˈaʊz,/əˈɹaʊz/,claude-3-5-haiku-20241022
aroused,ɚˈaʊzd,/əˈɹaʊzd/,claude-3-5-haiku-20241022
arousing,ɚˈaʊzɪŋ,/əˈɹaʊzɪŋ/,claude-3-5-haiku-20241022
arpanet,ˈɑːɹpənˌɛt,/ˈɑɹpənɛt/,claude-3-5-haiku-20241022
arraign,ɚˈeɪn,/əˈɹeɪn/,claude-3-5-haiku-20241022
arraigned,ɚˈeɪnd,/əˈɹeɪnd/,claude-3-5-haiku-20241022
arraigns,ɚˈeɪnz,/əˈɹeɪnz/,claude-3-5-haiku-20241022
arrears,ɚˈɪɹz,/əˈɹɪɹz/,claude-3-5-haiku-20241022
aseptic,əsˈɛptɪk,/əˈsɛptɪk/,claude-3-5-haiku-20241022
ashen,ˈæʃən,/ˈæʃən/,claude-3-5-haiku-20241022
asper,ˈæspɚ,/ˈæspɚ/,claude-3-5-haiku-20241022
assimilate,əsˈɪməlˌeɪt,/əˈsɪməleɪt/,claude-3-5-haiku-20241022
assize,əsˈaɪz,/əˈsaɪz/,claude-3-5-haiku-20241022
asswipe,əswˈaɪp,/ˈæswajp/,claude-3-5-haiku-20241022
assyrian,əsˈɪɹiən,/əˈsɪɹiən/,claude-3-5-haiku-20241022
astatine,ˈæstətˌin,/ˈæstətin/,claude-3-5-haiku-20241022
asynchronous,ˈeɪsˈɪŋkɹənəs,/eɪˈsɪŋkɹənəs/,claude-3-5-haiku-20241022
atavism,ˈætəvɪzəm,/ˈætəvɪzəm/,claude-3-5-haiku-20241022
athanor,ˈæθənɚ,/ˈæθənɔɹ/,claude-3-5-haiku-20241022
atheism,əθˈaɪsəm,/ˈeɪθiɪzəm/,claude-3-5-haiku-20241022
attacker,ətˈækɚ,/əˈtækɚ/,claude-3-5-haiku-20241022
atter,ˈætɚ,/ˈætɚ/,claude-3-5-haiku-20241022
atwitter,ˈætwˌɪtɚ,/əˈtwɪɾɚ/,claude-3-5-haiku-20241022
audax,ˈɔːdæks,/ˈɔdæks/,claude-3-5-haiku-20241022
audiology,ˌɔdiˈɑːlədʒi,/ˌɔdiˈɑlədʒi/,claude-3-5-haiku-20241022
augury,ˈɔːgɚi,/ˈɔɡjəɹi/,claude-3-5-haiku-20241022
auguste,ˈɔːgəst,/ɔˈɡʌst/,claude-3-5-haiku-20241022
auspice,ˈɔːspɪs,/ˈɔspɪs/,claude-3-5-haiku-20241022
austen,ˈɔːstɪn,/ˈɔstən/,claude-3-5-haiku-20241022
austinites,ˈɔːstənˌaɪts,/ˈɔstənaɪts/,claude-3-5-haiku-20241022
austronesian,ˌɔstɹənˈiːʒən,/ˌɔstɹoˈniʒən/,claude-3-5-haiku-20241022
authenticate,ɔθˈɛntəkˌeɪt,/ɔˈθɛntɪkeɪt/,claude-3-5-haiku-20241022
autocephalous,ˌɔtəsəfˈɛləs,/ɔtokəˈfæləs/,claude-3-5-haiku-20241022
aversion,əvˈɚʒən,/əˈvɝʒən/,claude-3-5-haiku-20241022
avestan,ˈævəstən,/əˈvɛstən/,claude-3-5-haiku-20241022
avital,əvˈiːtəl,/əˈvaɪtəl/,claude-3-5-haiku-20241022
avoirdupois,əvˈɔɪdɹəsˌup,/ˌævwɑɹdəˈpwɑz/,claude-3-5-haiku-20241022
avow,əvˈaʊ,/əˈvaʊ/,claude-3-5-haiku-20241022
avowed,əvˈaʊd,/əˈvaʊd/,claude-3-5-haiku-20241022
avril,ˈævɹɪl,/ˈævɹəl/,claude-3-5-haiku-20241022
azores,əzˈɔːɹz,/əˈzɔɹz/,claude-3-5-haiku-20241022
aztecs,ˈæztˌɛks,/ˈæztɛks/,claude-3-5-haiku-20241022
babygrow,bˈæbɪgɹu,/ˈbeɪbiɡɹoʊ/,claude-3-5-haiku-20241022
backer,bˈækɚ,/ˈbækɚ/,claude-3-5-haiku-20241022
backspace,bˈækspəs,/ˈbækspeɪs/,claude-3-5-haiku-20241022
backtrack,bˈæktɹˌæk,/ˈbæktɹæk/,claude-3-5-haiku-20241022
baddie,bˈædi,/ˈbædi/,claude-3-5-haiku-20241022
bailiffs,bˈeɪləfs,/ˈbeɪlɪfs/,claude-3-5-haiku-20241022
baillie,bˈeɪli,/ˈbeɪli/,claude-3-5-haiku-20241022
bajaj,bˈɑːʒˌeɪ,/bəˈdʒɑdʒ/,claude-3-5-haiku-20241022
bakelite,bˈeɪklˌaɪt,/ˈbeɪkəlaɪt/,claude-3-5-haiku-20241022
balancer,bˈælənsɚ,/ˈbælənsɚ/,claude-3-5-haiku-20241022
balkan,bˈɔːlkən,/ˈbɔːlkən/,claude-3-5-haiku-20241022
ballachulish,bˈæləkhˌaʊlɪtʃ,/ˌbæləˈkluːɪʃ/,claude-3-5-haiku-20241022
ballad,bˈæləd,/ˈbæləd/,claude-3-5-haiku-20241022
ballistics,bəlˈɪstɪks,/bəˈlɪstɪks/,claude-3-5-haiku-20241022
bamboozle,bˈæmboʊsl,/bæmˈbuzəl/,claude-3-5-haiku-20241022
bandarban,bˈændɚbˌæn,/ˌbændɚˈbæn/,claude-3-5-haiku-20241022
banishment,bˈænɪʃmənt,/ˈbænɪʃmənt/,claude-3-5-haiku-20241022
bannings,bˈænɪŋz,/ˈbænɪŋz/,claude-3-5-haiku-20241022
banoffee,bˈænəfi,/bəˈnɔfi/,claude-3-5-haiku-20241022
banter,bˈæntɚ,/ˈbæntɚ/,claude-3-5-haiku-20241022
barbarity,bɑɹbˈæɹəti,/bɑɹˈbɛɹəti/,claude-3-5-haiku-20241022
baritone,bˈɛɹətˌoʊn,/ˈbɛɹətoʊn/,claude-3-5-haiku-20241022
barkley,bˈɑːɹkli,/ˈbɑɹkli/,claude-3-5-haiku-20241022
barnabas,bˈɑːɹnəbəs,/ˈbɑɹnəbəs/,claude-3-5-haiku-20241022
baud,bˈɔːd,/bɔd/,claude-3-5-haiku-20241022
bawtry,bˈɔːtɹi,/ˈbɔtɹi/,claude-3-5-haiku-20241022
beaked,bˈiːkt,/ˈbikt/,claude-3-5-haiku-20241022
beaks,bˈiːks,/biks/,claude-3-5-haiku-20241022
beamish,bˈiːmɪʃ,/ˈbimɪʃ/,claude-3-5-haiku-20241022
beauchamp,bˈoʊʃˌɑmp,/ˈboʊtʃæmp/,claude-3-5-haiku-20241022
beavis,bˈiːvəs,/ˈbivɪs/,claude-3-5-haiku-20241022
beckoned,bˈɛkənd,/ˈbɛkənd/,claude-3-5-haiku-20241022
beckoning,bˈɛkənɪŋ,/ˈbɛkənɪŋ/,claude-3-5-haiku-20241022
beckons,bˈɛkənz,/ˈbɛkənz/,claude-3-5-haiku-20241022
bedecked,bɪdˈɛkt,/bɪˈdɛkt/,claude-3-5-haiku-20241022
bedhead,bˈɛdhˌɛd,/ˈbɛdhɛd/,claude-3-5-haiku-20241022
bedlam,bˈɛdləm,/ˈbɛdləm/,claude-3-5-haiku-20241022
beeb,bˈiːb,/bib/,claude-3-5-haiku-20241022
beeson,bˈiːzən,/ˈbisən/,claude-3-5-haiku-20241022
beet,bˈiːt,/bit/,claude-3-5-haiku-20241022
behest,bɪhˈɛst,/bɪˈhɛst/,claude-3-5-haiku-20241022
belemnite,bˈɛləmnˌaɪt,/ˈbɛləmnaɪt/,claude-3-5-haiku-20241022
beltrami,bˌɛltɹˈɑːmi,/bɛltˈɹɑmi/,claude-3-5-haiku-20241022
bends,bˈɛndz,/bɛndz/,claude-3-5-haiku-20241022
bengaline,bˈɛŋgəlˌin,/ˈbɛŋɡəliːn/,claude-3-5-haiku-20241022
beret,bˈɛɹət,/bəˈɹeɪ/,claude-3-5-haiku-20241022
berkhamsted,bˈɚkhˌæmstɪd,/ˈbɚkəmstɛd/,claude-3-5-haiku-20241022
betcha,bˈɛtʃə,/ˈbɛtʃə/,claude-3-5-haiku-20241022
bethsaida,bˌɛtshˈeɪdə,/bɛθˈseɪdə/,claude-3-5-haiku-20241022
bettor,bˈɛtɚ,/ˈbɛtɚ/,claude-3-5-haiku-20241022
bevor,bˈɛvɚ,/bɪˈvɔɹ/,claude-3-5-haiku-20241022
bewilderment,bɪwˈɪldɚmənt,/bɪˈwɪldɚmənt/,claude-3-5-haiku-20241022
biafra,biˈɑːfɹə,/biˈæfɹə/,claude-3-5-haiku-20241022
bicep,bˈaɪsˌɛp,/ˈbaɪsɛp/,claude-3-5-haiku-20241022
bigelow,bˈɪgəlˌoʊ,/ˈbɪdʒiloʊ/,claude-3-5-haiku-20241022
bilbao,bɪlbˈaʊ,/bɪlˈbaʊ/,claude-3-5-haiku-20241022
bilk,bˈɪlk,/bɪlk/,claude-3-5-haiku-20241022
biome,bˈaɪˌoʊm,/ˈbaɪoʊm/,claude-3-5-haiku-20241022
biostatistical,bˌaɪoʊstˌeɪstɪkˈeɪtəl,/ˌbaɪoʊstəˈtɪstɪkəl/,claude-3-5-haiku-20241022
bioweapon,bˌaɪoʊwˈeɪpiən,/ˌbaɪoʊˈwɛpən/,claude-3-5-haiku-20241022
bipod,bˈɪpoʊd,/ˈbaɪpɑd/,claude-3-5-haiku-20241022
bislama,bɪslˈɑːmə,/bɪˈslɑmə/,claude-3-5-haiku-20241022
bismuth,bˈɪzməθ,/ˈbɪzməθ/,claude-3-5-haiku-20241022
bitchy,bˈɪtʃi,/ˈbɪtʃi/,claude-3-5-haiku-20241022
bittersweet,bˈɪtɚswˌit,/ˈbɪtɚˌswit/,claude-3-5-haiku-20241022
blabber,blˈæbɚ,/ˈblæbɚ/,claude-3-5-haiku-20241022
blackadder,blˈækˌædɚ,/ˈblækædɚ/,claude-3-5-haiku-20241022
blacktop,blˈæktˌɑp,/ˈblæktɑp/,claude-3-5-haiku-20241022
blackwell,blˈækwˌɛl,/ˈblækwɛl/,claude-3-5-haiku-20241022
blaine,blˈeɪn,/bleɪn/,claude-3-5-haiku-20241022
blasphemy,blˈæsfəmi,/ˈblæsfəmi/,claude-3-5-haiku-20241022
blazar,blˈɑːzɚ,/ˈblæzɚ/,claude-3-5-haiku-20241022
bleakly,blˈiːkli,/ˈblikli/,claude-3-5-haiku-20241022
blitzed,blˈɪtst,/blɪtst/,claude-3-5-haiku-20241022
blitzes,blˈɪtsɪz,/ˈblɪtsɪz/,claude-3-5-haiku-20241022
blitzing,blˈɪtsɪŋ,/ˈblɪtsɪŋ/,claude-3-5-haiku-20241022
bloat,blˈoʊt,/bloʊt/,claude-3-5-haiku-20241022
bloated,blˈoʊtɪd,/ˈbloʊdɪd/,claude-3-5-haiku-20241022
bloating,blˈoʊtɪŋ,/ˈbloʊtɪŋ/,claude-3-5-haiku-20241022
bloats,blˈoʊts,/bloʊts/,claude-3-5-haiku-20241022
blooper,blˈuːpɚ,/ˈblupɚ/,claude-3-5-haiku-20241022
blucher,blˈuːtʃɚ,/ˈbluːʃɚ/,claude-3-5-haiku-20241022
blunder,blˈʌndɚ,/ˈblʌndɚ/,claude-3-5-haiku-20241022
blythe,blˈaɪð,/blaɪð/,claude-3-5-haiku-20241022
boarder,bˈɔːɹdɚ,/ˈbɔɹdɚ/,claude-3-5-haiku-20241022
boars,bˈɔːɹz,/bɔɹz/,claude-3-5-haiku-20241022
boggle,bˈɑːgəl,/ˈbɑɡəl/,claude-3-5-haiku-20241022
boink,bˈɔɪnk,/bɔɪŋk/,claude-3-5-haiku-20241022
bokeh,bˈoʊk,/ˈboʊkə/,claude-3-5-haiku-20241022
bolder,bˈoʊldɚ,/ˈboʊldɚ/,claude-3-5-haiku-20241022
boner,bˈoʊnɚ,/ˈboʊnɚ/,claude-3-5-haiku-20241022
bonham,bˈɑːnhəm,/ˈbɑnəm/,claude-3-5-haiku-20241022
booger,bˈuːgɚ,/ˈbugɚ/,claude-3-5-haiku-20241022
booky,bˈʊki,/ˈbʊki/,claude-3-5-haiku-20241022
boondoggle,bˌundˈɑːgəl,/ˈbundɑɡəl/,claude-3-5-haiku-20241022
bootsy,bˈuːtsi,/ˈbuti/,claude-3-5-haiku-20241022
bop,bˈɑːp,/bɑp/,claude-3-5-haiku-20241022
borneo,bˈɔːɹniˌoʊ,/ˈbɔɹniˌoʊ/,claude-3-5-haiku-20241022
botch,bˈɑːtʃ,/bɑtʃ/,claude-3-5-haiku-20241022
boykin,bˈɔɪkɪn,/ˈbɔɪkɪn/,claude-3-5-haiku-20241022
brampton,bɹˈæmptən,/ˈbɹæmptən/,claude-3-5-haiku-20241022
brassy,bɹˈæsi,/ˈbɹæsi/,claude-3-5-haiku-20241022
breakings,bɹˈeɪkɪŋz,/ˈbɹeɪkɪŋz/,claude-3-5-haiku-20241022
breakup,bɹˈeɪkˌʌp,/ˈbɹeɪkʌp/,claude-3-5-haiku-20241022
breezed,bɹˈiːzd,/bɹizd/,claude-3-5-haiku-20241022
breezes,bɹˈiːzɪz,/ˈbɹizɪz/,claude-3-5-haiku-20241022
breezing,bɹˈiːzɪŋ,/ˈbɹizɪŋ/,claude-3-5-haiku-20241022
bregenz,bɹˈiːgənz,/ˈbɹeɡənz/,claude-3-5-haiku-20241022
brest,bɹˈɛst,/bɹɛst/,claude-3-5-haiku-20241022
brews,bɹˈuːz,/bɹuz/,claude-3-5-haiku-20241022
briefer,bɹˈiːfɚ,/ˈbɹifɚ/,claude-3-5-haiku-20241022
brim,bɹˈɪm,/bɹɪm/,claude-3-5-haiku-20241022
brimmed,bɹˈɪmd,/bɹɪmd/,claude-3-5-haiku-20241022
brimming,bɹˈɪmɪŋ,/ˈbɹɪmɪŋ/,claude-3-5-haiku-20241022
brims,bɹˈɪmz,/bɹɪmz/,claude-3-5-haiku-20241022
brine,bɹˈaɪn,/bɹaɪn/,claude-3-5-haiku-20241022
brined,bɹˈaɪnd,/bɹaɪnd/,claude-3-5-haiku-20241022
brines,bɹˈaɪnz,/ˈbɹaɪnz/,claude-3-5-haiku-20241022
brining,bɹˈaɪnɪŋ,/ˈbɹaɪnɪŋ/,claude-3-5-haiku-20241022
brits,bɹˈɪts,/bɹɪts/,claude-3-5-haiku-20241022
broach,bɹˈoʊtʃ,/bɹoʊtʃ/,claude-3-5-haiku-20241022
brome,bɹˈoʊm,/bɹoʊm/,claude-3-5-haiku-20241022
bronco,bɹˈɑːŋkoʊ,/ˈbɹɑŋkoʊ/,claude-3-5-haiku-20241022
brooder,bɹˈuːdɚ,/ˈbɹudɚ/,claude-3-5-haiku-20241022
broody,bɹˈuːdi,/ˈbɹudi/,claude-3-5-haiku-20241022
brownie,bɹˈaʊni,/ˈbɹaʊni/,claude-3-5-haiku-20241022
brutus,bɹˈuːtəs,/ˈbɹutəs/,claude-3-5-haiku-20241022
brux,bɹˈʌks,/bɹʌks/,claude-3-5-haiku-20241022
buffon,bˈʌfən,/bʊˈfɑn/,claude-3-5-haiku-20241022
bulked,bˈʊlkt,/bʌlkt/,claude-3-5-haiku-20241022
bullock,bˈʊlək,/ˈbʊlək/,claude-3-5-haiku-20241022
bunco,bˈʌŋkoʊ,/ˈbʌŋkoʊ/,claude-3-5-haiku-20241022
buoyancy,bˈɔɪənsi,/ˈbɔɪənsi/,claude-3-5-haiku-20241022
burglary,bˈɚglɚi,/ˈbɝɡləɹi/,claude-3-5-haiku-20241022
burley,bˈɚli,/ˈbɚli/,claude-3-5-haiku-20241022
burra,bˈʊɹə,/ˈbɝɹə/,claude-3-5-haiku-20241022
busby,bˈʌzbi,/ˈbʌzbi/,claude-3-5-haiku-20241022
butthurt,bˈʌthɚt,/ˈbʌthɝt/,claude-3-5-haiku-20241022
byre,bˈaɪɹ,/ˈbaɪɹ/,claude-3-5-haiku-20241022
cabana,kəbˈænə,/kəˈbænə/,claude-3-5-haiku-20241022
cabby,kˈæbi,/ˈkæbi/,claude-3-5-haiku-20241022
caches,kˈæʃɪz,/ˈkæʃɪz/,claude-3-5-haiku-20241022
cachet,kˈæʃeɪ,/kæˈʃeɪ/,claude-3-5-haiku-20241022
cads,kˈæds,/kædz/,claude-3-5-haiku-20241022
cahokia,kəhˈoʊkiə,/kəˈhoʊkiə/,claude-3-5-haiku-20241022
calumet,kˌæljəmˈɛt,/ˈkæljəmɛt/,claude-3-5-haiku-20241022
campy,kˈæmpi,/ˈkæmpi/,claude-3-5-haiku-20241022
cana,kˈænə,/ˈkænə/,claude-3-5-haiku-20241022
canasta,kənˈæstə,/kəˈnæstə/,claude-3-5-haiku-20241022
cannock,kˈænək,"/ˈkænəK/

Note: The final /K/ represents a velar stop (either /k/ or /g/ depending on precise regional variation), and the second syllable uses the reduced schwa /ə/ typical of unstressed syllables in GAE.",claude-3-5-haiku-20241022
canola,kənˈoʊlə,/kəˈnoʊlə/,claude-3-5-haiku-20241022
cantrip,kˈæntɹɪp,/ˈkæntɹɪp/,claude-3-5-haiku-20241022
capsicum,kˈæpsɪkəm,/ˈkæpsɪkəm/,claude-3-5-haiku-20241022
caravel,kˈɛɹəvˌɛl,/ˈkɛɹəvɛl/,claude-3-5-haiku-20241022
carbimazole,kˌɑɹbəmˈɑːzəˌoʊ,/kɑɹˈbɪməzoʊl/,claude-3-5-haiku-20241022
carborundum,kˌɑɹbɚˈʌndəm,/kɑɹbəˈɹʌndəm/,claude-3-5-haiku-20241022
cardistry,kˈɑːɹdəstɹi,/ˈkɑɹdɪstɹi/,claude-3-5-haiku-20241022
carnaroli,kɑɹnɑɹˈoʊli,/kɑɹnəˈɹoʊli/,claude-3-5-haiku-20241022
carpetbagger,kˈɑːɹpətbˌægɚ,/ˈkɑɹpɪtˌbægɚ/,claude-3-5-haiku-20241022
carrageenan,kˌɑɹidʒˈiːnən,/ˌkæɹəˈdʒinən/,claude-3-5-haiku-20241022
casimir,kˈæsɪmˌiɹ,/ˈkæzəmɪɹ/,claude-3-5-haiku-20241022
cassie,kˈæsi,/ˈkæsi/,claude-3-5-haiku-20241022
castrato,kɑstɹˈɑːtoʊ,/kæˈstɹeɪtoʊ/,claude-3-5-haiku-20241022
castries,kˈæstɹiz,/ˈkæstriːz/,claude-3-5-haiku-20241022
cataclysm,kˈætəklˌɪsəm,/ˈkætəklɪzəm/,claude-3-5-haiku-20241022
catapult,kˈætəpˌʌlt,/ˈkætəpʌlt/,claude-3-5-haiku-20241022
catechumen,kˈætəkˌʌmbən,/ˌkætɪˈkjumən/,claude-3-5-haiku-20241022
caterwauling,kˈætɚwˌɔlɪŋ,/ˈkætɚwɔlɪŋ/,claude-3-5-haiku-20241022
cathepsin,kˈæθəpsən,/kæˈθɛpsɪn/,claude-3-5-haiku-20241022
cation,kˈæʃən,/ˈkæˌtaɪən/,claude-3-5-haiku-20241022
catnip,kˈætnɪp,/ˈkætnɪp/,claude-3-5-haiku-20241022
cattery,kˈætɚi,/ˈkætɚi/,claude-3-5-haiku-20241022
