grapheme,ground_truth_phoneme,predicted_phoneme,model
alliyah,əlˈaɪə,The General American English phonemic transcription for 'alliyah' is /əˈlaɪjə/.,gpt-3.5-turbo
allusion,əlˈuːʒən,The General American English phonemic transcription for 'allusion' is /əˈluʒən/.,gpt-3.5-turbo
alogliptin,ˌæləgˈɛtɪpən,The General American English phonemic transcription for 'alogliptin' is /əˈlɑɡlɪptɪn/.,gpt-3.5-turbo
alphabets,ˈælfəbˌɛts,The General American English phonemic transcription for 'alphabets' is /ˈælfəbɪts/.,gpt-3.5-turbo
altaic,æltˈeɪɪk,The General American English phonemic transcription for 'altaic' is /ˈæltɛɪk/.,gpt-3.5-turbo
alternately,ˈɔːltɚnətli,"Sure, the General American English phonemic transcription for 'alternately' is /ˈɔːltɚnətli/.",gpt-3.5-turbo
amharic,ˈæmhɚɪk,/ˈæmˌhɛɹɪk/,gpt-3.5-turbo
amigos,əmˈiːgˌoʊz,The General American English phonemic transcription for 'amigos' is /əˈmigˌoʊz/.,gpt-3.5-turbo
amigurumi,ˌæmgɪɹˈuːmi,The General American English phonemic transcription for 'amigurumi' is /ˌɑmɪˈɡʊɹəmi/.,gpt-3.5-turbo
ammonia,əmˈoʊnjə,The General American English phonemic transcription for 'ammonia' is /əˈmoʊniə/.,gpt-3.5-turbo
amped,ˈæmpt,The General American English phonemic transcription for 'amped' is /æmpt/.,gpt-3.5-turbo
amphibian,æmfˈɪbiən,/æmˈfɪbiən/,gpt-3.5-turbo
amping,ˈæmpɪŋ,/ˈæmpɪŋ/,gpt-3.5-turbo
amulets,ˈæmjələts,The General American English phonemic transcription for 'amulets' is /ˈæmjələts/.,gpt-3.5-turbo
amusingly,əmjˈuːzɪŋli,"Sure, the phonemic transcription for 'amusingly' in General American English is /əˈmjuːzɪŋli/.",gpt-3.5-turbo
anabolic,ˌænəbˈɑːlɪk,The General American English phonemic transcription for 'anabolic' is /əˈnæbəlɪk/.,gpt-3.5-turbo
androgyny,ændɹˈɔːdʒəni,"Sure, the General American English phonemic transcription for 'androgyny' is /ænˈdrɑdʒəni/.",gpt-3.5-turbo
anew,ənˈuː,The General American English phonemic transcription for 'anew' is /əˈnju/.,gpt-3.5-turbo
angioplasty,ˈændʒiəplˌæsti,"Sure, the General American English phonemic transcription for 'angioplasty' is /ˈændʒiəˌplæsti/.",gpt-3.5-turbo
animosity,ˌænəmˈɑːsəti,"Sure, the General American English phonemic transcription for 'animosity' is /əˌnɪˈmɑsəti/.",gpt-3.5-turbo
anion,ˈeɪniən,The General American English phonemic transcription for 'anion' is /ˈænjən/.,gpt-3.5-turbo
ankylosaurus,ˌæŋkələsˈɔːɹəs,"Sure, the General American English phonemic transcription for 'ankylosaurus' is /ˌæŋkəloʊˈsɔːrəs/.",gpt-3.5-turbo
annal,ˈænəl,The General American English phonemic transcription for 'annal' is /ˈænəl/.,gpt-3.5-turbo
annoyance,ənˈɔɪəns,"Sure, the phonemic transcription for 'annoyance' in General American English is /əˈnɔɪəns/.",gpt-3.5-turbo
anoint,ənˈɔɪnt,The General American English phonemic transcription for 'anoint' is /əˈnɔɪnt/.,gpt-3.5-turbo
anointed,ənˈɔɪntəd,"Sure, the General American English phonemic transcription for 'anointed' is /əˈnɔɪntɪd/.",gpt-3.5-turbo
anonymity,ˌænənˈɪmɪti,"Sure, the General American English phonemic transcription for 'anonymity' is /əˈnɑnəməti/.",gpt-3.5-turbo
anteroom,æntɚˈʊm,/ˈæntəˌɹum/,gpt-3.5-turbo
anthems,ˈænθəmz,"Sure, the phonemic transcription for 'anthems' in General American English is /ˈænˌθɛmz/.",gpt-3.5-turbo
anthropocentrism,ˌænθɹəpətɹˈɪsənz,"Sure, the General American English phonemic transcription for 'anthropocentrism' is /ˌænθɹoʊpoʊˈsɛntɹɪzəm/.",gpt-3.5-turbo
anthroposophy,ˌænθɹəpˈɑːzəpi,The General American English phonemic transcription for 'anthroposophy' is /ˌænθɹəˈpɑsəfi/.,gpt-3.5-turbo
antioch,ˈæntiˌɑk,The General American English phonemic transcription for 'antioch' is /ˈæntiˌɑk/.,gpt-3.5-turbo
antiope,ˈæntiˌoʊp,The General American English phonemic transcription for 'antiope' is /ˈæntiˌoʊpi/.,gpt-3.5-turbo
antiphon,ˈæntəfˌɑn,The General American English phonemic transcription for 'antiphon' is /ˈæntɪˌfɑn/.,gpt-3.5-turbo
antipodal,æntˈɪpədəl,The General American English phonemic transcription for 'antipodal' is /ˌænˈtɪpədəl/.,gpt-3.5-turbo
antipollution,ˌæntəpəlˈeɪʃəp,The General American English phonemic transcription for 'antipollution' is /ˌæntiˌpəˈluʃən/.,gpt-3.5-turbo
antiquities,æntˈɪkwətiz,"Sure, the General American English phonemic transcription for 'antiquities' is /ænˈtɪkwətiz/.",gpt-3.5-turbo
antler,ˈæntlɚ,The General American English phonemic transcription for 'antler' is /ˈænt.lɚ/.,gpt-3.5-turbo
antony,ˈæntəni,"Sure, the General American English phonemic transcription for 'antony' is /ˈæntəni/.",gpt-3.5-turbo
antsy,ˈæntsi,/ˈæntsi/,gpt-3.5-turbo
antwerp,ˈæntwɚp,/ˈæntwɜrp/,gpt-3.5-turbo
anythings,ˈɛniθˌɪŋz,The General American English phonemic transcription for 'anythings' is /ˈɛniˌθɪŋz/.,gpt-3.5-turbo
apogee,ˈæpədʒˌi,The General American English phonemic transcription for 'apogee' is /ˈæpəˌdʒi/.,gpt-3.5-turbo
appian,ˈæpiən,The General American English phonemic transcription for 'appian' is /ˈæpiən/.,gpt-3.5-turbo
apport,əpˈɔːɹt,The General American English phonemic transcription for 'apport' is /əˈpɔɹt/.,gpt-3.5-turbo
appreciable,əpɹˈiːʃəbəl,/əˈpɹiːʃiəbl/,gpt-3.5-turbo
apprehend,ˌæpɹɪhˈɛnd,The General American English phonemic transcription for 'apprehend' is /ˌæprɪˈhɛnd/.,gpt-3.5-turbo
apprehension,ˌæpɹɪhˈɛnʃən,The General American English phonemic transcription for 'apprehension' is /ˌæpɹɪˈhɛnʃən/.,gpt-3.5-turbo
approximation,əpɹˌɑksəmˈeɪʃən,"Sure, the phonemic transcription for 'approximation' in General American English is /əˌpɹɑk.səˈmeɪ.ʃən/.",gpt-3.5-turbo
ard,ˈɑːɹd,The General American English phonemic transcription for 'ard' is /ɑɹd/.,gpt-3.5-turbo
arenas,ɚˈiːnəz,/əˈɹinəz/,gpt-3.5-turbo
armagh,ˈɑːɹməg,The General American English phonemic transcription for 'armagh' is /ˈɑɹmə/.,gpt-3.5-turbo
arouse,ɚˈaʊz,"Sure, the General American English phonemic transcription for 'arouse' is /əˈɹaʊz/.",gpt-3.5-turbo
aroused,ɚˈaʊzd,/əˈɹaʊzd/,gpt-3.5-turbo
arousing,ɚˈaʊzɪŋ,"Sure, the General American English phonemic transcription for 'arousing' is /əˈɹaʊzɪŋ/.",gpt-3.5-turbo
arpanet,ˈɑːɹpənˌɛt,The General American English phonemic transcription for 'arpanet' is /ˈɑɹpənɛt/.,gpt-3.5-turbo
arraign,ɚˈeɪn,The General American English phonemic transcription for 'arraign' is /əˈreɪn/.,gpt-3.5-turbo
arraigned,ɚˈeɪnd,"Sure, the phonemic transcription for 'arraigned' in General American English is /əˈreɪnd/.",gpt-3.5-turbo
arraigns,ɚˈeɪnz,/əˈreɪnz/,gpt-3.5-turbo
arrears,ɚˈɪɹz,/əˈrɪɹz/,gpt-3.5-turbo
aseptic,əsˈɛptɪk,The General American English phonemic transcription for 'aseptic' is /əˈsɛptɪk/.,gpt-3.5-turbo
ashen,ˈæʃən,The General American English phonemic transcription for 'ashen' is /ˈæʃən/.,gpt-3.5-turbo
asper,ˈæspɚ,The General American English phonemic transcription for 'asper' is /ˈæspɚ/.,gpt-3.5-turbo
assimilate,əsˈɪməlˌeɪt,The General American English phonemic transcription for 'assimilate' is /əˈsɪməˌleɪt/.,gpt-3.5-turbo
assize,əsˈaɪz,The General American English phonemic transcription for 'assize' is /əˈsaɪz/.,gpt-3.5-turbo
asswipe,əswˈaɪp,The General American English phonemic transcription for 'asswipe' is /ˈæswaɪp/.,gpt-3.5-turbo
assyrian,əsˈɪɹiən,"Sure, the General American English phonemic transcription for 'assyrian' is /əˈsɪɹiən/.",gpt-3.5-turbo
astatine,ˈæstətˌin,The General American English phonemic transcription for 'astatine' is /ˈæstəˌtaɪn/.,gpt-3.5-turbo
asynchronous,ˈeɪsˈɪŋkɹənəs,"Sure, the General American English phonemic transcription for 'asynchronous' is /əˈsɪŋkrənəs/.",gpt-3.5-turbo
atavism,ˈætəvɪzəm,"Sure, the General American English phonemic transcription for 'atavism' is /ˈætəˌvɪzəm/.",gpt-3.5-turbo
athanor,ˈæθənɚ,The General American English phonemic transcription for 'athanor' is /ˈæθənɔɹ/.,gpt-3.5-turbo
atheism,əθˈaɪsəm,"Sure, the phonemic transcription for 'atheism' in General American English is /ˈeɪθiˌɪzəm/.",gpt-3.5-turbo
attacker,ətˈækɚ,/əˈtækəɹ/,gpt-3.5-turbo
atter,ˈætɚ,/ˈætəɹ/,gpt-3.5-turbo
atwitter,ˈætwˌɪtɚ,/əˈtwɪtəɹ/,gpt-3.5-turbo
audax,ˈɔːdæks,/ˈɔdæks/,gpt-3.5-turbo
audiology,ˌɔdiˈɑːlədʒi,"Sure, the General American English phonemic transcription for 'audiology' is /ɔˈdɪɑlədʒi/.",gpt-3.5-turbo
augury,ˈɔːgɚi,/ˈɔɡjəri/,gpt-3.5-turbo
auguste,ˈɔːgəst,The General American English phonemic transcription for 'auguste' is /ɔˈɡʌst/.,gpt-3.5-turbo
auspice,ˈɔːspɪs,The General American English phonemic transcription for 'auspice' is /ˈɔːspɪs/.,gpt-3.5-turbo
austen,ˈɔːstɪn,The General American English phonemic transcription for 'austen' is /ˈɔstən/.,gpt-3.5-turbo
austinites,ˈɔːstənˌaɪts,"Sure, the phonemic transcription for 'austinites' in General American English is /ɔːˈstɪn.aɪts/.",gpt-3.5-turbo
austronesian,ˌɔstɹənˈiːʒən,The General American English phonemic transcription for 'austronesian' is /ˌɔːstroʊˈniʒən/.,gpt-3.5-turbo
authenticate,ɔθˈɛntəkˌeɪt,"Sure, the General American English phonemic transcription for 'authenticate' is /əˈθɛntɪˌkeɪt/.",gpt-3.5-turbo
autocephalous,ˌɔtəsəfˈɛləs,The General American English phonemic transcription for 'autocephalous' is /ˌɔːtoʊˈsɛfələs/.,gpt-3.5-turbo
aversion,əvˈɚʒən,"Sure, the General American English phonemic transcription for 'aversion' is /əˈvɜːrʒən/.",gpt-3.5-turbo
avestan,ˈævəstən,The General American English phonemic transcription for 'avestan' is /ˈævɛstən/.,gpt-3.5-turbo
avital,əvˈiːtəl,The General American English phonemic transcription for 'avital' is /əˈvaɪtəl/.,gpt-3.5-turbo
avoirdupois,əvˈɔɪdɹəsˌup,The General American English phonemic transcription for 'avoirdupois' is /ˌævərdəˈpɔɪz/.,gpt-3.5-turbo
avow,əvˈaʊ,The General American English phonemic transcription for 'avow' is /əˈvaʊ/.,gpt-3.5-turbo
avowed,əvˈaʊd,The General American English phonemic transcription for 'avowed' is /əˈvaʊd/.,gpt-3.5-turbo
avril,ˈævɹɪl,The General American English phonemic transcription for 'avril' is /əˈvɹɪl/.,gpt-3.5-turbo
azores,əzˈɔːɹz,/əˈzɔɹz/,gpt-3.5-turbo
aztecs,ˈæztˌɛks,"Sure, the General American English phonemic transcription for 'aztecs' is /ˈæzˌtɛks/.",gpt-3.5-turbo
babygrow,bˈæbɪgɹu,The General American English phonemic transcription for 'babygrow' is /ˈbeɪbiɡɹoʊ/.,gpt-3.5-turbo
backer,bˈækɚ,The General American English phonemic transcription for 'backer' is /ˈbækəɹ/.,gpt-3.5-turbo
backspace,bˈækspəs,The General American English phonemic transcription for 'backspace' is /bækˈspeɪs/.,gpt-3.5-turbo
backtrack,bˈæktɹˌæk,The General American English phonemic transcription for 'backtrack' is /ˈbækˌtɹæk/.,gpt-3.5-turbo
baddie,bˈædi,The General American English phonemic transcription for 'baddie' is /ˈbædi/.,gpt-3.5-turbo
bailiffs,bˈeɪləfs,"Sure, the phonemic transcription for 'bailiffs' in General American English is /ˈbeɪlɪfs/.",gpt-3.5-turbo
baillie,bˈeɪli,The General American English phonemic transcription for 'baillie' is /ˈbeɪli/.,gpt-3.5-turbo
bajaj,bˈɑːʒˌeɪ,The General American English phonemic transcription for 'bajaj' is /bəˈdʒɑdʒ/.,gpt-3.5-turbo
bakelite,bˈeɪklˌaɪt,"Sure, the General American English phonemic transcription for 'bakelite' is /ˈbeɪkəˌlaɪt/.",gpt-3.5-turbo
balancer,bˈælənsɚ,The General American English phonemic transcription for 'balancer' is /ˈbælənsɚ/.,gpt-3.5-turbo
balkan,bˈɔːlkən,The General American English phonemic transcription for 'balkan' is /ˈbɔlkən/.,gpt-3.5-turbo
ballachulish,bˈæləkhˌaʊlɪtʃ,The General American English phonemic transcription for 'ballachulish' is /bəˈlækəlɪʃ/.,gpt-3.5-turbo
ballad,bˈæləd,The General American English phonemic transcription for 'ballad' is /ˈbæləd/.,gpt-3.5-turbo
ballistics,bəlˈɪstɪks,"Sure, the General American English phonemic transcription for 'ballistics' is /bəˈlɪstɪks/.",gpt-3.5-turbo
bamboozle,bˈæmboʊsl,"Sure, the General American English phonemic transcription for 'bamboozle' is /bæmˈbuzəl/.",gpt-3.5-turbo
bandarban,bˈændɚbˌæn,The General American English phonemic transcription for 'bandarban' is /ˈbændɑɹbæn/.,gpt-3.5-turbo
banishment,bˈænɪʃmənt,The General American English phonemic transcription for 'banishment' is /ˈbænɪʃmənt/.,gpt-3.5-turbo
bannings,bˈænɪŋz,/bænɪŋz/,gpt-3.5-turbo
banoffee,bˈænəfi,The General American English phonemic transcription for 'banoffee' is /bəˈnɑfi/.,gpt-3.5-turbo
banter,bˈæntɚ,The General American English phonemic transcription for 'banter' is /ˈbæntər/.,gpt-3.5-turbo
barbarity,bɑɹbˈæɹəti,"Sure, the General American English phonemic transcription for 'barbarity' is /bɑrˈbɛɹəti/.",gpt-3.5-turbo
baritone,bˈɛɹətˌoʊn,The General American English phonemic transcription for 'baritone' is /ˈbɛɹəˌtoʊn/.,gpt-3.5-turbo
barkley,bˈɑːɹkli,The General American English phonemic transcription for 'barkley' is /ˈbɑɹkli/.,gpt-3.5-turbo
barnabas,bˈɑːɹnəbəs,The General American English phonemic transcription for 'barnabas' is /ˈbɑɹnəbəs/.,gpt-3.5-turbo
baud,bˈɔːd,The General American English phonemic transcription for 'baud' is /bɔd/.,gpt-3.5-turbo
bawtry,bˈɔːtɹi,The General American English phonemic transcription for 'bawtry' is /ˈbɔtɹi/.,gpt-3.5-turbo
beaked,bˈiːkt,The General American English phonemic transcription for 'beaked' is /bikt/.,gpt-3.5-turbo
beaks,bˈiːks,"Sure, the phonemic transcription for 'beaks' in General American English is /biks/.",gpt-3.5-turbo
beamish,bˈiːmɪʃ,The General American English phonemic transcription for 'beamish' is /ˈbimɪʃ/.,gpt-3.5-turbo
beauchamp,bˈoʊʃˌɑmp,The General American English phonemic transcription for 'beauchamp' is /ˈboʊtʃæmp/.,gpt-3.5-turbo
beavis,bˈiːvəs,The General American English phonemic transcription for 'beavis' is /ˈbiˌvɪs/.,gpt-3.5-turbo
beckoned,bˈɛkənd,/ˈbɛkənd/,gpt-3.5-turbo
beckoning,bˈɛkənɪŋ,"Sure, the phonemic transcription for 'beckoning' in General American English is /bəˈkɑnɪŋ/.",gpt-3.5-turbo
beckons,bˈɛkənz,The General American English phonemic transcription for 'beckons' is /ˈbɛkənz/.,gpt-3.5-turbo
bedecked,bɪdˈɛkt,The General American English phonemic transcription for 'bedecked' is /bɪˈdɛkt/.,gpt-3.5-turbo
bedhead,bˈɛdhˌɛd,The General American English phonemic transcription for 'bedhead' is /ˈbɛdˌhɛd/.,gpt-3.5-turbo
bedlam,bˈɛdləm,The General American English phonemic transcription for 'bedlam' is /ˈbɛdləm/.,gpt-3.5-turbo
beeb,bˈiːb,The General American English phonemic transcription for 'beeb' is /bib/.,gpt-3.5-turbo
beeson,bˈiːzən,The General American English phonemic transcription for 'beeson' is /ˈbisən/.,gpt-3.5-turbo
beet,bˈiːt,The General American English phonemic transcription for 'beet' is /bit/.,gpt-3.5-turbo
behest,bɪhˈɛst,The General American English phonemic transcription for 'behest' is /bɪˈhɛst/.,gpt-3.5-turbo
belemnite,bˈɛləmnˌaɪt,"Sure, the General American English phonemic transcription for 'belemnite' is /bəˈlɛmnaɪt/.",gpt-3.5-turbo
beltrami,bˌɛltɹˈɑːmi,The General American English phonemic transcription for 'beltrami' is /bɛlˈtɹɑmi/.,gpt-3.5-turbo
bends,bˈɛndz,The General American English phonemic transcription for 'bends' is /bɛndz/.,gpt-3.5-turbo
bengaline,bˈɛŋgəlˌin,The General American English phonemic transcription for 'bengaline' is /ˈbɛŋɡəˌlin/.,gpt-3.5-turbo
beret,bˈɛɹət,/ˈbɛˌɹeɪ/,gpt-3.5-turbo
berkhamsted,bˈɚkhˌæmstɪd,The General American English phonemic transcription for 'berkhamsted' is /bɜrkˈhæmstɛd/.,gpt-3.5-turbo
betcha,bˈɛtʃə,The General American English phonemic transcription for 'betcha' is /ˈbɛtʃə/.,gpt-3.5-turbo
bethsaida,bˌɛtshˈeɪdə,The General American English phonemic transcription for 'bethsaida' is /bɛθˈseɪɪdə/.,gpt-3.5-turbo
bettor,bˈɛtɚ,/ˈbɛɾɚ/,gpt-3.5-turbo
bevor,bˈɛvɚ,The General American English phonemic transcription for 'bevor' is /ˈbivɚ/.,gpt-3.5-turbo
bewilderment,bɪwˈɪldɚmənt,"Sure, the phonemic transcription for 'bewilderment' in General American English is /bɪˈwɪldərmənt/.",gpt-3.5-turbo
biafra,biˈɑːfɹə,The General American English phonemic transcription for 'biafra' is /ˈbiˌæfɹə/.,gpt-3.5-turbo
bicep,bˈaɪsˌɛp,The General American English phonemic transcription for 'bicep' is /ˈbaɪˌsɛp/.,gpt-3.5-turbo
bigelow,bˈɪgəlˌoʊ,"Sure, the phonemic transcription for 'bigelow' in General American English is /ˈbɪɡəˌloʊ/.",gpt-3.5-turbo
bilbao,bɪlbˈaʊ,The General American English phonemic transcription for 'bilbao' is /bɪlˈbaʊ/.,gpt-3.5-turbo
bilk,bˈɪlk,/bɪlk/,gpt-3.5-turbo
biome,bˈaɪˌoʊm,The General American English phonemic transcription for 'biome' is /ˈbaɪoʊm/.,gpt-3.5-turbo
biostatistical,bˌaɪoʊstˌeɪstɪkˈeɪtəl,"Sure, the phonemic transcription for 'biostatistical' in General American English is /ˌbaɪoʊstəˈtɪstɪkəl/.",gpt-3.5-turbo
bioweapon,bˌaɪoʊwˈeɪpiən,"Sure, the phonemic transcription for 'bioweapon' in General American English is /ˈbaɪoʊˌwɛpən/.",gpt-3.5-turbo
bipod,bˈɪpoʊd,/baɪˈpɑd/,gpt-3.5-turbo
bislama,bɪslˈɑːmə,The General American English phonemic transcription for 'bislama' is /bɪsˈlɑmə/.,gpt-3.5-turbo
bismuth,bˈɪzməθ,"Sure, the General American English phonemic transcription for 'bismuth' is /ˈbɪzˌmʌθ/.",gpt-3.5-turbo
bitchy,bˈɪtʃi,The General American English phonemic transcription for 'bitchy' is /ˈbɪtʃi/.,gpt-3.5-turbo
bittersweet,bˈɪtɚswˌit,The General American English phonemic transcription for 'bittersweet' is /ˈbɪtərswit/.,gpt-3.5-turbo
blabber,blˈæbɚ,The General American English phonemic transcription for 'blabber' is /ˈblæbəɹ/.,gpt-3.5-turbo
blackadder,blˈækˌædɚ,The General American English phonemic transcription for 'blackadder' is /ˈblækˌædəɹ/.,gpt-3.5-turbo
blacktop,blˈæktˌɑp,/ˈblækˌtɑp/,gpt-3.5-turbo
blackwell,blˈækwˌɛl,/ˈblæk.wɛl/,gpt-3.5-turbo
blaine,blˈeɪn,The General American English phonemic transcription for 'blaine' is /bleɪn/.,gpt-3.5-turbo
blasphemy,blˈæsfəmi,The General American English phonemic transcription for 'blasphemy' is /ˈblæsfəmi/.,gpt-3.5-turbo
blazar,blˈɑːzɚ,/blɑˈzɑɹ/,gpt-3.5-turbo
bleakly,blˈiːkli,/ˈblikli/,gpt-3.5-turbo
blitzed,blˈɪtst,The General American English phonemic transcription for 'blitzed' is /blɪtst/.,gpt-3.5-turbo
blitzes,blˈɪtsɪz,/ˈblɪtsɪz/,gpt-3.5-turbo
blitzing,blˈɪtsɪŋ,/ˈblɪtsɪŋ/,gpt-3.5-turbo
bloat,blˈoʊt,The General American English phonemic transcription for 'bloat' is /bloʊt/.,gpt-3.5-turbo
bloated,blˈoʊtɪd,/bloʊtəd/,gpt-3.5-turbo
bloating,blˈoʊtɪŋ,/ˈbloʊtɪŋ/,gpt-3.5-turbo
bloats,blˈoʊts,/bloʊts/,gpt-3.5-turbo
blooper,blˈuːpɚ,/bˈlupɚ/,gpt-3.5-turbo
blucher,blˈuːtʃɚ,The General American English phonemic transcription for 'blucher' is /ˈblʊkər/.,gpt-3.5-turbo
blunder,blˈʌndɚ,The General American English phonemic transcription for 'blunder' is /ˈblʌndər/.,gpt-3.5-turbo
blythe,blˈaɪð,The General American English phonemic transcription for 'blythe' is /blaɪð/.,gpt-3.5-turbo
boarder,bˈɔːɹdɚ,The General American English phonemic transcription for 'boarder' is /ˈbɔɹdəɹ/.,gpt-3.5-turbo
boars,bˈɔːɹz,/boɹz/,gpt-3.5-turbo
boggle,bˈɑːgəl,The General American English phonemic transcription for 'boggle' is /ˈbɑɡəl/.,gpt-3.5-turbo
boink,bˈɔɪnk,The General American English phonemic transcription for 'boink' is /bɔɪŋk/.,gpt-3.5-turbo
bokeh,bˈoʊk,The General American English phonemic transcription for 'bokeh' is /ˈboʊkeɪ/.,gpt-3.5-turbo
bolder,bˈoʊldɚ,The General American English phonemic transcription for 'bolder' is /ˈboʊldər/.,gpt-3.5-turbo
boner,bˈoʊnɚ,The General American English phonemic transcription for 'boner' is /ˈboʊnɚ/.,gpt-3.5-turbo
bonham,bˈɑːnhəm,The General American English phonemic transcription for 'bonham' is /ˈbɑnəm/.,gpt-3.5-turbo
booger,bˈuːgɚ,The General American English phonemic transcription for 'booger' is /ˈbʊɡɚ/.,gpt-3.5-turbo
booky,bˈʊki,The General American English phonemic transcription for 'booky' is /ˈbʊki/.,gpt-3.5-turbo
