grapheme,ground_truth_phoneme,predicted_phoneme,model
belonging,bɪlˈɔːŋɪŋ,The General American English phonemic transcription for 'belonging' is /bɪˈlɔŋɪŋ/.,gpt-3.5-turbo
belongs,bɪlˈɔːŋz,The General American English phonemic transcription for 'belongs' is /bɪˈlɔŋz/.,gpt-3.5-turbo
bend,bˈɛnd,/bɛnd/,gpt-3.5-turbo
bending,bˈɛndɪŋ,/bɛndɪŋ/,gpt-3.5-turbo
beneficial,bˌɛnəfˈɪʃəl,The General American English phonemic transcription for 'beneficial' is /bɛˌnɪˈfɪʃəl/.,gpt-3.5-turbo
bent,bˈɛnt,The General American English phonemic transcription for 'bent' is /bɛnt/.,gpt-3.5-turbo
bethany,bˈɛθəni,"Sure, the phonemic transcription for 'bethany' in General American English is /bəˈθæni/.",gpt-3.5-turbo
bid,bˈɪd,/bɪd/,gpt-3.5-turbo
bidding,bˈɪdɪŋ,The General American English phonemic transcription for 'bidding' is /ˈbɪdɪŋ/.,gpt-3.5-turbo
bids,bˈɪdz,/bɪdz/,gpt-3.5-turbo
biker,bˈaɪkɚ,The General American English phonemic transcription for 'biker' is /ˈbaɪkɚ/.,gpt-3.5-turbo
bingo,bˈɪŋgoʊ,The General American English phonemic transcription for 'bingo' is /ˈbɪŋɡo/.,gpt-3.5-turbo
bird,bˈɚd,The General American English phonemic transcription for 'bird' is /bɝd/.,gpt-3.5-turbo
birds,bˈɚdz,/bɝrdz/,gpt-3.5-turbo
blair,blˈɛɹ,/blɛɹ/,gpt-3.5-turbo
blazer,blˈeɪzɚ,/ˈbleɪzɚ/,gpt-3.5-turbo
blew,blˈuː,The General American English phonemic transcription for 'blew' is /blu/.,gpt-3.5-turbo
bling,blˈaɪn,The General American English phonemic transcription for 'bling' is /blɪŋ/.,gpt-3.5-turbo
bliss,blˈɪs,/blɪs/,gpt-3.5-turbo
blitz,blˈɪts,/ˈblɪts/,gpt-3.5-turbo
blow,blˈoʊ,The General American English phonemic transcription for 'blow' is /bloʊ/.,gpt-3.5-turbo
blown,blˈoʊn,/bləʊn/,gpt-3.5-turbo
blows,blˈoʊz,/bləʊz/,gpt-3.5-turbo
bondage,bˈɑːndɪdʒ,The General American English phonemic transcription for 'bondage' is /ˈbɑndɪdʒ/.,gpt-3.5-turbo
bonus,bˈoʊnəs,The General American English phonemic transcription for 'bonus' is /ˈboʊnəs/.,gpt-3.5-turbo
boone,bˈuːn,The General American English phonemic transcription for 'boone' is /bun/.,gpt-3.5-turbo
boot,bˈuːt,The General American English phonemic transcription for 'boot' is /but/.,gpt-3.5-turbo
boots,bˈuːts,/ˈbʊts/,gpt-3.5-turbo
bordeaux,bɔɹdˈoʊ,The General American English phonemic transcription for 'bordeaux' is /bɔrˈdoʊ/.,gpt-3.5-turbo
border,bˈɔːɹdɚ,The General American English phonemic transcription for 'border' is /ˈbɔːdər/.,gpt-3.5-turbo
borders,bˈɔːɹdɚz,"Sure, the phonemic transcription for 'borders' in General American English is /ˈbɔɹdəɹz/.",gpt-3.5-turbo
born,bˈɔːɹn,The General American English phonemic transcription for 'born' is /bɔrn/.,gpt-3.5-turbo
bottom,bˈɑːtəm,The General American English phonemic transcription for 'bottom' is /ˈbɑtəm/.,gpt-3.5-turbo
bottoms,bˈɑːtəmz,/ˈbɑtəmz/,gpt-3.5-turbo
box,bˈɑːks,The General American English phonemic transcription for 'box' is /bɑks/.,gpt-3.5-turbo
boxes,bˈɑːksəz,The General American English phonemic transcription for 'boxes' is /ˈbɑksɪz/.,gpt-3.5-turbo
boxing,bˈɑːksɪŋ,The General American English phonemic transcription for 'boxing' is /ˈbɑksɪŋ/.,gpt-3.5-turbo
brass,bɹˈæs,/bræs/,gpt-3.5-turbo
breeze,bɹˈiːz,The General American English phonemic transcription for 'breeze' is /bɹiz/.,gpt-3.5-turbo
brett,bɹˈɛt,The General American English phonemic transcription for 'brett' is /bɹɛt/.,gpt-3.5-turbo
brewing,bɹˈuːɪŋ,/bɹuɪŋ/,gpt-3.5-turbo
bridal,bɹˈaɪdəl,/ˈbraɪdəl/,gpt-3.5-turbo
brigade,bɹəgˈeɪd,/brəˈɡeɪd/,gpt-3.5-turbo
brit,bɹˈɪt,The General American English phonemic transcription for 'brit' is /bɹɪt/.,gpt-3.5-turbo
broker,bɹˈoʊkɚ,/ˈbroʊkɚ/,gpt-3.5-turbo
brotherhood,bɹˈʌðɚhˌʊd,/bɹʌðəɹhʊd/,gpt-3.5-turbo
brutal,bɹˈuːtəl,/ˈbrutəl/,gpt-3.5-turbo
bulk,bˈʌlk,The General American English phonemic transcription for 'bulk' is /bʌlk/.,gpt-3.5-turbo
bunny,bˈʌni,The General American English phonemic transcription for 'bunny' is /ˈbʌni/.,gpt-3.5-turbo
burst,bˈɚst,The General American English phonemic transcription for 'burst' is /bɝst/.,gpt-3.5-turbo
bursting,bˈɚstɪŋ,/ˈbɝstɪŋ/,gpt-3.5-turbo
burundi,bɚˈʌndi,The General American English phonemic transcription for 'Burundi' is /bəˈɹʊndi/.,gpt-3.5-turbo
businesses,bˈɪznəsəz,"Sure, the phonemic transcription for 'businesses' in General American English is /ˈbɪznəsɪz/.",gpt-3.5-turbo
but,bˈʌt,The General American English phonemic transcription for 'but' is /bʌt/.,gpt-3.5-turbo
by,bˈaɪ,The General American English phonemic transcription for 'by' is /baɪ/.,gpt-3.5-turbo
bye,bˈaɪ,The General American English phonemic transcription for 'bye' is /baɪ/.,gpt-3.5-turbo
bypass,bˈaɪpˌæs,/baɪˈpæs/,gpt-3.5-turbo
cafe,kəfˈeɪ,The General American English phonemic transcription for 'cafe' is /kæˈfeɪ/.,gpt-3.5-turbo
calculator,kˈælkjəlˌeɪtɚ,The General American English phonemic transcription for 'calculator' is /ˈkælkyəˌleɪtəɹ/.,gpt-3.5-turbo
calibration,kˌæləbɹˈeɪʃən,The General American English phonemic transcription for 'calibration' is /ˌkæləˈbɹeɪʃən/.,gpt-3.5-turbo
caller,kˈɔːlɚ,The General American English phonemic transcription for 'caller' is /ˈkɔləɹ/.,gpt-3.5-turbo
calorie,kˈælɚi,The General American English phonemic transcription for 'calorie' is /ˈkæləri/.,gpt-3.5-turbo
cambridge,kˈeɪmbɹɪdʒ,The General American English phonemic transcription for 'cambridge' is /ˈkeɪm.bɹɪdʒ/.,gpt-3.5-turbo
came,kˈeɪm,The General American English phonemic transcription for 'came' is /keɪm/.,gpt-3.5-turbo
capital,kˈæpətəl,The General American English phonemic transcription for 'capital' is /ˈkæpɪtəl/.,gpt-3.5-turbo
catalyst,kˈætələst,"Sure, the General American English phonemic transcription for 'catalyst' is /ˈkætəlɪst/.",gpt-3.5-turbo
cautious,kˈɔːʃəs,The General American English phonemic transcription for 'cautious' is /ˈkɔʃəs/.,gpt-3.5-turbo
cd,sˈiːdˈiː,"The word 'cd' does not have a standard General American English pronunciation as it is an abbreviation for ""compact disc"" and is typically pronounced as individual letters ""C-D"" in speech.",gpt-3.5-turbo
cecilia,sɪsˈiːljə,The General American English phonemic transcription for 'cecilia' is /səˈsɪliə/.,gpt-3.5-turbo
centennial,sɛntˈɛniəl,"Sure, the phonemic transcription for 'centennial' in General American English is /sɛnˈtɛniəl/.",gpt-3.5-turbo
centre,sˈɛntɚ,The General American English phonemic transcription for 'centre' is /ˈsɛntər/.,gpt-3.5-turbo
centres,sˈɛntɚz,The General American English phonemic transcription for 'centres' is /ˈsɛn.tɚz/.,gpt-3.5-turbo
certainty,sˈɚtənti,"Sure, the General American English phonemic transcription for 'certainty' is /ˈsɝtənti/.",gpt-3.5-turbo
chang,tʃˈæŋ,The General American English phonemic transcription for 'chang' is /tʃeɪŋ/.,gpt-3.5-turbo
characteristic,kˌɛɹəktɚˈɪstɪk,"Sure, the phonemic transcription for 'characteristic' in General American English is /ˌkærəktəˈɹɪstɪk/.",gpt-3.5-turbo
chat,tʃˈæt,The General American English phonemic transcription for 'chat' is /tʃæt/.,gpt-3.5-turbo
chats,tʃˈæts,The General American English phonemic transcription for 'chats' is /tʃæts/.,gpt-3.5-turbo
chatting,tʃˈætɪŋ,"Sure, the phonemic transcription for 'chatting' in General American English is /ˈtʃætɪŋ/.",gpt-3.5-turbo
cheat,tʃˈiːt,The General American English phonemic transcription for 'cheat' is /tʃit/.,gpt-3.5-turbo
cheating,tʃˈiːtɪŋ,/ˈtʃitɪŋ/,gpt-3.5-turbo
cheats,tʃˈiːts,/ʧits/,gpt-3.5-turbo
chef,ʃˈɛf,The General American English phonemic transcription for 'chef' is /ʃɛf/.,gpt-3.5-turbo
chest,tʃˈɛst,"Sure, the General American English phonemic transcription for 'chest' is /tʃɛst/.",gpt-3.5-turbo
chests,tʃˈɛsts,"Sure, the phonemic transcription for 'chests' in General American English is /tʃɛsts/.",gpt-3.5-turbo
chevron,ʃˈɛvɹən,"Sure, the General American English phonemic transcription for 'chevron' is /ˈʃɛvɹən/.",gpt-3.5-turbo
chic,ʃˈiːk,The General American English phonemic transcription for 'chic' is /ʃik/.,gpt-3.5-turbo
chicken,tʃˈɪkən,The General American English phonemic transcription for 'chicken' is /ˈtʃɪkən/.,gpt-3.5-turbo
chickens,tʃˈɪkənz,/ˈtʃɪkənz/,gpt-3.5-turbo
chrome,kɹˈoʊm,The General American English phonemic transcription for 'chrome' is /kɹoʊm/.,gpt-3.5-turbo
clash,klˈæʃ,/klæʃ/,gpt-3.5-turbo
clearance,klˈɪɹəns,/ˈklɪɹəns/,gpt-3.5-turbo
climax,klˈaɪmˌæks,/ˈklaɪmæks/,gpt-3.5-turbo
clinton,klˈɪntən,The General American English phonemic transcription for 'clinton' is /ˈklɪntən/.,gpt-3.5-turbo
cloves,klˈoʊvz,The General American English phonemic transcription for 'cloves' is /klʌvz/.,gpt-3.5-turbo
clutter,klˈʌtɚ,/ˈklʌtər/,gpt-3.5-turbo
coalition,kˌoʊəlˈɪʃən,The General American English phonemic transcription for 'coalition' is /koʊˈlɪʃən/.,gpt-3.5-turbo
code,kˈoʊd,The General American English phonemic transcription for 'code' is /koʊd/.,gpt-3.5-turbo
codes,kˈoʊdz,The General American English phonemic transcription for 'codes' is /koʊdz/.,gpt-3.5-turbo
col,kˈoʊl,The General American English phonemic transcription for 'col' is /kɑl/.,gpt-3.5-turbo
cole,kˈoʊl,The General American English phonemic transcription for 'cole' is /koʊl/.,gpt-3.5-turbo
colleague,kˈɑːlig,The General American English phonemic transcription for 'colleague' is /ˈkɑˌliɡ/.,gpt-3.5-turbo
colleagues,kˈɑːligz,The General American English phonemic transcription for 'colleagues' is /ˈkɑlɪɡz/.,gpt-3.5-turbo
collected,kəlˈɛktəd,The General American English phonemic transcription for 'collected' is /kəˈlɛktɪd/.,gpt-3.5-turbo
collecting,kəlˈɛktɪŋ,The General American English phonemic transcription for 'collecting' is /kəˈlɛktɪŋ/.,gpt-3.5-turbo
color,kˈʌlɚ,The General American English phonemic transcription for 'color' is /ˈkʌləɹ/.,gpt-3.5-turbo
colored,kˈʌlɚd,The General American English phonemic transcription for 'colored' is /ˈkʌlərd/.,gpt-3.5-turbo
colors,kˈʌlɚz,The General American English phonemic transcription for 'colors' is /ˈkʌlɚz/.,gpt-3.5-turbo
comeback,kˈʌmbˌæk,The General American English phonemic transcription for 'comeback' is /ˈkʌmbæk/.,gpt-3.5-turbo
comet,kˈɑːmət,The General American English phonemic transcription for 'comet' is /ˈkɑmɪt/.,gpt-3.5-turbo
comfy,kˈʌmfi,The General American English phonemic transcription for 'comfy' is /ˈkʌmfi/.,gpt-3.5-turbo
commerce,kˈɑːmɚs,The General American English phonemic transcription for 'commerce' is /ˈkɑmɝs/.,gpt-3.5-turbo
commonly,kˈɑːmənli,The General American English phonemic transcription for 'commonly' is /ˈkɑmənli/.,gpt-3.5-turbo
commute,kəmjˈuːt,The General American English phonemic transcription for 'commute' is /kəˈmjut/.,gpt-3.5-turbo
comp,kˈɑːmp,The General American English phonemic transcription for 'comp' is /kɑmp/.,gpt-3.5-turbo
compartment,kəmpˈɑːɹtmənt,The General American English phonemic transcription for 'compartment' is /kəmˈpɑɹtmənt/.,gpt-3.5-turbo
complaints,kəmplˈeɪnts,The General American English phonemic transcription for 'complaints' is /kəmˈpleɪnts/.,gpt-3.5-turbo
completely,kəmplˈiːtli,The General American English phonemic transcription for 'completely' is /kəmˈplitli/.,gpt-3.5-turbo
compute,kəmpjˈuːt,The General American English phonemic transcription for 'compute' is /kəmˈpjut/.,gpt-3.5-turbo
computing,kəmpjˈuːtɪŋ,The General American English phonemic transcription for 'computing' is /kəmˈpjuːtɪŋ/.,gpt-3.5-turbo
con,kˈɑːn,The General American English phonemic transcription for 'con' is /kɑn/.,gpt-3.5-turbo
conclude,kənklˈuːd,The General American English phonemic transcription for 'conclude' is /kənˈkluːd/.,gpt-3.5-turbo
concluded,kənklˈuːdəd,The General American English phonemic transcription for 'concluded' is /kənˈkludɪd/.,gpt-3.5-turbo
concludes,kənklˈuːdz,The General American English phonemic transcription for 'concludes' is /kənˈkluːdz/.,gpt-3.5-turbo
condominium,kˌɑndəmˈɪniəm,The General American English phonemic transcription for 'condominium' is /ˌkɑndəˈmɪniəm/.,gpt-3.5-turbo
confession,kənfˈɛʃən,The General American English phonemic transcription for 'confession' is /kənˈfɛʃən/.,gpt-3.5-turbo
confetti,kənfˈɛti,The General American English phonemic transcription for 'confetti' is /kənˈfɛɾi/.,gpt-3.5-turbo
configure,kənfˈɪgjɚ,The General American English phonemic transcription for 'configure' is /kənˈfɪɡjʊɹ/.,gpt-3.5-turbo
connections,kənˈɛkʃənz,The General American English phonemic transcription for 'connections' is /kəˈnɛkʃənz/.,gpt-3.5-turbo
consent,kənsˈɛnt,The General American English phonemic transcription for 'consent' is /kənˈsɛnt/.,gpt-3.5-turbo
consider,kənsˈɪdɚ,The General American English phonemic transcription for 'consider' is /kənˈsɪdəɹ/.,gpt-3.5-turbo
consideration,kənsˌɪdɚˈeɪʃən,"Sure, the phonemic transcription for 'consideration' in General American English is /kənˌsɪdəˈɹeɪʃən/.",gpt-3.5-turbo
consideration,kənsˌɪdɚˈeɪʃən,"Sure, the phonemic transcription for 'consideration' in General American English is /kənˌsɪdəˈɹeɪʃən/.",gpt-3.5-turbo
considered,kənsˈɪdɚd,"Sure, the phonemic transcription for 'considered' in General American English is /kənˈsɪdɚd/.",gpt-3.5-turbo
considering,kənsˈɪdɚɪŋ,The General American English phonemic transcription for 'considering' is /kənˈsɪdəɹɪŋ/.,gpt-3.5-turbo
considers,kənsˈɪdɚz,The General American English phonemic transcription for 'considers' is /kənˈsɪdərz/.,gpt-3.5-turbo
constitute,kˈɑːnstətˌut,The General American English phonemic transcription for 'constitute' is /ˈkɑnstəˌtut/.,gpt-3.5-turbo
constitutes,kˈɑːnstətˌuts,The General American English phonemic transcription for 'constitutes' is /ˈkɑnstɪˌtuts/.,gpt-3.5-turbo
consumption,kənsˈʌmpʃən,The General American English phonemic transcription for 'consumption' is /kənˈsʌmpʃən/.,gpt-3.5-turbo
contingent,kəntˈɪndʒənt,The General American English phonemic transcription for 'contingent' is /kənˈtɪndʒənt/.,gpt-3.5-turbo
continuously,kəntˈɪnjuəsli,The General American English phonemic transcription for 'continuously' is /kənˈtɪnjuəsli/.,gpt-3.5-turbo
continuum,kəntˈɪnjuəm,The General American English phonemic transcription for 'continuum' is /kənˈtɪnjuəm/.,gpt-3.5-turbo
controller,kəntɹˈoʊlɚ,"Sure, the phonemic transcription for 'controller' in General American English is /kənˈtɹoʊləɹ/.",gpt-3.5-turbo
converted,kənvˈɚtɪd,"Sure, the phonemic transcription for 'converted' in General American English is /kənˈvɝtɪd/.",gpt-3.5-turbo
convince,kənvˈɪns,The General American English phonemic transcription for 'convince' is /kənˈvɪns/.,gpt-3.5-turbo
convinced,kənvˈɪnst,The General American English phonemic transcription for 'convinced' is /kənˈvɪnst/.,gpt-3.5-turbo
convincing,kənvˈɪnsɪŋ,The General American English phonemic transcription for 'convincing' is /kənˈvɪnsɪŋ/.,gpt-3.5-turbo
cookbook,kˈʊkbˌʊk,The General American English phonemic transcription for 'cookbook' is /ˈkʊkˌbʊk/.,gpt-3.5-turbo
cooker,kˈʊkɚ,The General American English phonemic transcription for 'cooker' is /ˈkʊkɚ/.,gpt-3.5-turbo
cookies,kˈʊkiz,The General American English phonemic transcription for 'cookies' is /ˈkʊkiz/.,gpt-3.5-turbo
cor,kˈɔːɹ,The General American English phonemic transcription for 'cor' is /kɔr/.,gpt-3.5-turbo
corrections,kɚˈɛkʃənz,"Sure, the phonemic transcription for 'corrections' in General American English is /kəˈɹɛkʃənz/.",gpt-3.5-turbo
correspondent,kˌɔɹəspˈɑːndənt,"Sure, the phonemic transcription for 'correspondent' in General American English is /ˌkɔɹəˈspɑndənt/.",gpt-3.5-turbo
corruption,kɚˈʌpʃən,"Sure, the phonemic transcription for 'corruption' in General American English is /kəˈrʌpʃən/.",gpt-3.5-turbo
cosy,kˈoʊzi,The General American English phonemic transcription for 'cosy' is /ˈkoʊzi/.,gpt-3.5-turbo
cougar,kˈuːgɚ,The General American English phonemic transcription for 'cougar' is /ˈkʊɡɚ/.,gpt-3.5-turbo
counter,kˈaʊntɚ,The General American English phonemic transcription for 'counter' is /ˈkaʊntər/.,gpt-3.5-turbo
countries,kˈʌntɹiz,The General American English phonemic transcription for 'countries' is /ˈkʌntɹiz/.,gpt-3.5-turbo
courses,kˈɔːɹsəz,The General American English phonemic transcription for 'courses' is /ˈkɔɹsɪz/.,gpt-3.5-turbo
courteous,kˈɚtiəs,"Sure, the General American English phonemic transcription for 'courteous' is /ˈkɜrtiəs/.",gpt-3.5-turbo
cpu,kˈuː,The General American English phonemic transcription for 'cpu' is /siːpiːjuː/.,gpt-3.5-turbo
cradle,kɹˈeɪdəl,The General American English phonemic transcription for 'cradle' is /ˈkɹeɪdəl/.,gpt-3.5-turbo
crash,kɹˈæʃ,The General American English phonemic transcription for 'crash' is /kræʃ/.,gpt-3.5-turbo
crashed,kɹˈæʃt,The General American English phonemic transcription for 'crashed' is /kræʃt/.,gpt-3.5-turbo
crashes,kɹˈæʃɪz,The General American English phonemic transcription for 'crashes' is /ˈkræʃɪz/.,gpt-3.5-turbo
crashing,kɹˈæʃɪŋ,/ˈkræʃɪŋ/,gpt-3.5-turbo
crazy,kɹˈeɪzi,/ˈkɹeɪzi/,gpt-3.5-turbo
creamy,kɹˈiːmi,/ˈkɹimi/,gpt-3.5-turbo
creed,kɹˈiːd,/krid/,gpt-3.5-turbo
creep,kɹˈiːp,The General American English phonemic transcription for 'creep' is /kɹip/.,gpt-3.5-turbo
crest,kɹˈɛst,The General American English phonemic transcription for 'crest' is /krɛst/.,gpt-3.5-turbo
crib,kɹˈɪb,The General American English phonemic transcription for 'crib' is /kɹɪb/.,gpt-3.5-turbo
cricket,kɹˈɪkət,The General American English phonemic transcription for 'cricket' is /ˈkrɪkɪt/.,gpt-3.5-turbo
criminal,kɹˈɪmənəl,/ˈkrɪmənəl/,gpt-3.5-turbo
croatian,kɹoʊˈeɪʃən,The General American English phonemic transcription for 'Croatian' is /kɹoʊˈeɪʃən/.,gpt-3.5-turbo
crochet,kɹoʊʃˈeɪ,The General American English phonemic transcription for 'crochet' is /kɹoʊˈʃeɪ/.,gpt-3.5-turbo
crush,kɹˈʌʃ,The General American English phonemic transcription for 'crush' is /krʌʃ/.,gpt-3.5-turbo
crushed,kɹˈʌʃt,The General American English phonemic transcription for 'crushed' is /krʌʃt/.,gpt-3.5-turbo
crushing,kɹˈʌʃɪŋ,The General American English phonemic transcription for 'crushing' is /ˈkrʌʃɪŋ/.,gpt-3.5-turbo
cubic,kjˈuːbɪk,"Sure, the phonemic transcription for 'cubic' in General American English is /ˈkjubɪk/.",gpt-3.5-turbo
cuisine,kwɪzˈiːn,"Sure, the phonemic transcription for 'cuisine' in General American English is /kwɪˈzin/.",gpt-3.5-turbo
cumming,kˈʌmɪŋ,The General American English phonemic transcription for 'cumming' is /ˈkʌmɪŋ/.,gpt-3.5-turbo
custody,kˈʌstədi,The General American English phonemic transcription for 'custody' is /ˈkʌstədi/.,gpt-3.5-turbo
customer,kˈʌstəmɚ,The General American English phonemic transcription for 'customer' is /ˈkʌstəmɚ/.,gpt-3.5-turbo
customers,kˈʌstəmɚz,The General American English phonemic transcription for 'customers' is /ˈkʌstəmərz/.,gpt-3.5-turbo
cutter,kˈʌtɚ,/ˈkʌtəɹ/,gpt-3.5-turbo
cylinder,sˈɪləndɚ,"Sure, the General American English phonemic transcription for 'cylinder' is /ˈsɪlɪndɚ/.",gpt-3.5-turbo
dame,dˈeɪm,The General American English phonemic transcription for 'dame' is /deɪm/.,gpt-3.5-turbo
dare,dˈɛɹ,The General American English phonemic transcription for 'dare' is /dɛɹ/.,gpt-3.5-turbo
death,dˈɛθ,The General American English phonemic transcription for 'death' is /dɛθ/.,gpt-3.5-turbo
debit,dˈɛbɪt,/dɛbɪt/,gpt-3.5-turbo
debut,deɪbjˈuː,"Sure, the General American English phonemic transcription for 'debut' is /dəˈbju/.",gpt-3.5-turbo
debuts,dˈeɪbjuz,The General American English phonemic transcription for 'debuts' is /dɪˈbjuʦ/.,gpt-3.5-turbo
decay,dəkˈeɪ,The General American English phonemic transcription for 'decay' is /dɪˈkeɪ/.,gpt-3.5-turbo
