grapheme,ground_truth_phoneme,predicted_phoneme,model
adulation,ˌædʒəlˈeɪʃən,/ˌædʒəˈleɪʃən/,gpt-4o
adversary,ˈædvɚsˌɛɹi,/ˈædvɚˌsɛɹi/,gpt-4o
aerosol,ˈɛɹəsˌɑl,/ˈɛɹəˌsɔl/,gpt-4o
affidavit,ˌæfədˈeɪvət,/ˌæfəˈdeɪvɪt/,gpt-4o
affliction,əflˈɪkʃən,/əˈflɪkʃən/,gpt-4o
aforesaid,əfˈɔːɹsˌɛd,/əˈfɔɹˌsɛd/,gpt-4o
aft,ˈæft,The General American English phonemic transcription for 'aft' is /æft/.,gpt-4o
aftereffect,ˈæftɚəfˌɛkt,/ˈæftɚɪˌfɛkt/,gpt-4o
afterthought,ˈæftɚθˌɑt,/ˈæftɚˌθɔt/,gpt-4o
ahasuerus,əhˌæʃəwˈɛɹəs,/əˌhæzjuˈɛɹəs/,gpt-4o
aileron,ˈeɪlɚˌɑn,/ˈeɪləˌɹɑn/,gpt-4o
ainu,ˈeɪnu,"The word 'ainu' is not a standard English word, so it doesn't have a conventional GAE pronunciation. However, if we were to approximate it based on English phonotactics, it might be transcribed as /ˈaɪnu/.",gpt-4o
akasa,əkˈɑːsə,/əˈkɑsə/,gpt-4o
akhi,ˈɑːki,"The word 'akhi' does not have a standard pronunciation in General American English, as it is not a common English word. However, if we were to approximate it based on typical GAE phonetic patterns, it might be transcribed as /ˈɑki/. This assumes the first syllable is stressed with the vowel /ɑ/ as in 'father', followed by an unstressed /ki/.",gpt-4o
alcaide,ˈælkˌeɪd,"The word 'alcaide' is not commonly used in General American English, and its pronunciation may vary based on its origin. However, a possible GAE phonemic transcription could be /ælˈkaɪdi/.",gpt-4o
alcool,ˈælkˌul,"The word 'alcool' is not a standard English word, so it doesn't have a recognized General American English pronunciation. If you meant 'alcohol', its GAE phonemic transcription is /ˈælkəˌhɔl/. If 'alcool' is intended to be pronounced similarly, it would likely follow the same pattern.",gpt-4o
alfalfa,ˌælfˈælfə,The General American English phonemic transcription for 'alfalfa' is /ælˈfælfə/.,gpt-4o
alibi,ˈæləbˌaɪ,The General American English phonemic transcription for 'alibi' is /ˈæləˌbaɪ/.,gpt-4o
alim,ˈælɪm,"The word 'alim' is not a standard English word, so its pronunciation can vary based on context or intended meaning. However, if we assume a pronunciation based on typical English phonological patterns, it could be transcribed as /ˈælɪm/.",gpt-4o
alkin,ˈælkɪn,The precise General American English phonemic transcription for 'alkin' is /ˈælkɪn/.,gpt-4o
alliyah,əlˈaɪə,The General American English phonemic transcription for 'alliyah' is /əˈliə/.,gpt-4o
allusion,əlˈuːʒən,The General American English phonemic transcription for 'allusion' is /əˈluʒən/.,gpt-4o
alogliptin,ˌæləgˈɛtɪpən,The General American English phonemic transcription for 'alogliptin' is /əˈlɑɡlɪptɪn/.,gpt-4o
alphabets,ˈælfəbˌɛts,The General American English phonemic transcription for 'alphabets' is /ˈælfəˌbɛts/.,gpt-4o
altaic,æltˈeɪɪk,The General American English phonemic transcription for 'altaic' is /ælˈteɪɪk/.,gpt-4o
alternately,ˈɔːltɚnətli,/ˈɔltɚnətli/,gpt-4o
amharic,ˈæmhɚɪk,The General American English phonemic transcription for 'Amharic' is /æmˈhɛɹɪk/.,gpt-4o
amigos,əmˈiːgˌoʊz,The General American English phonemic transcription for 'amigos' is /əˈmiɡoʊz/.,gpt-4o
amigurumi,ˌæmgɪɹˈuːmi,The General American English phonemic transcription for 'amigurumi' is /ˌæmɪɡəˈɹumi/.,gpt-4o
ammonia,əmˈoʊnjə,The General American English phonemic transcription for 'ammonia' is /əˈmoʊniə/.,gpt-4o
amped,ˈæmpt,The General American English phonemic transcription for 'amped' is /æmpt/.,gpt-4o
amphibian,æmfˈɪbiən,The General American English phonemic transcription for 'amphibian' is /æmˈfɪbiən/.,gpt-4o
amping,ˈæmpɪŋ,The General American English phonemic transcription for 'amping' is /ˈæmpɪŋ/.,gpt-4o
amulets,ˈæmjələts,The General American English phonemic transcription for 'amulets' is /ˈæmjəlɪts/.,gpt-4o
amusingly,əmjˈuːzɪŋli,/əˈmjuzɪŋli/,gpt-4o
anabolic,ˌænəbˈɑːlɪk,/ˌænəˈbɑlɪk/,gpt-4o
androgyny,ændɹˈɔːdʒəni,/ænˈdɹɑdʒəni/,gpt-4o
anew,ənˈuː,/əˈnu/,gpt-4o
angioplasty,ˈændʒiəplˌæsti,/ˈændʒi.oʊˌplæsti/,gpt-4o
animosity,ˌænəmˈɑːsəti,/ˌænəˈmɑsəti/,gpt-4o
anion,ˈeɪniən,The General American English phonemic transcription for 'anion' is /ˈænaɪən/.,gpt-4o
ankylosaurus,ˌæŋkələsˈɔːɹəs,/ˌæŋkɪloʊˈsɔɹəs/,gpt-4o
annal,ˈænəl,The General American English phonemic transcription for 'annal' is /ˈænəl/.,gpt-4o
annoyance,ənˈɔɪəns,/əˈnɔɪəns/,gpt-4o
anoint,ənˈɔɪnt,The General American English phonemic transcription for 'anoint' is /əˈnɔɪnt/.,gpt-4o
anointed,ənˈɔɪntəd,/əˈnɔɪntɪd/,gpt-4o
anonymity,ˌænənˈɪmɪti,/ˌænəˈnɪməti/,gpt-4o
anteroom,æntɚˈʊm,The General American English phonemic transcription for 'anteroom' is /ˈæntiˌɹum/.,gpt-4o
anthems,ˈænθəmz,/ˈænθəmz/,gpt-4o
anthropocentrism,ˌænθɹəpətɹˈɪsənz,/ˌænθɹəpoʊˈsɛnˌtɹɪzəm/,gpt-4o
anthroposophy,ˌænθɹəpˈɑːzəpi,The General American English phonemic transcription for 'anthroposophy' is /ˌænθɹəˈpɑsəfi/.,gpt-4o
antioch,ˈæntiˌɑk,/ˈæntiˌɑk/,gpt-4o
antiope,ˈæntiˌoʊp,The General American English phonemic transcription for 'antiope' is /ænˈtaɪəpi/.,gpt-4o
antiphon,ˈæntəfˌɑn,/ˈæntəˌfɑn/,gpt-4o
antipodal,æntˈɪpədəl,/ænˈtɪpədəl/,gpt-4o
antipollution,ˌæntəpəlˈeɪʃəp,/ˌæntiˌpəˈluʃən/,gpt-4o
antiquities,æntˈɪkwətiz,/ænˈtɪkwɪtiz/,gpt-4o
antler,ˈæntlɚ,The General American English phonemic transcription for 'antler' is /ˈæntləɹ/.,gpt-4o
antony,ˈæntəni,The General American English phonemic transcription for 'antony' is /ˈæntəni/.,gpt-4o
antsy,ˈæntsi,The General American English phonemic transcription for 'antsy' is /ˈæntsi/.,gpt-4o
antwerp,ˈæntwɚp,/ˈæntwɝp/,gpt-4o
anythings,ˈɛniθˌɪŋz,The word 'anythings' in General American English is transcribed as /ˈɛniˌθɪŋz/.,gpt-4o
apogee,ˈæpədʒˌi,The General American English phonemic transcription for 'apogee' is /ˈæpədʒi/.,gpt-4o
appian,ˈæpiən,The General American English phonemic transcription for 'appian' is /ˈæpiən/.,gpt-4o
apport,əpˈɔːɹt,The General American English phonemic transcription for 'apport' is /əˈpɔɹt/.,gpt-4o
appreciable,əpɹˈiːʃəbəl,/əˈpɹiʃəbəl/,gpt-4o
apprehend,ˌæpɹɪhˈɛnd,/ˌæpɹəˈhɛnd/,gpt-4o
apprehension,ˌæpɹɪhˈɛnʃən,The General American English phonemic transcription for 'apprehension' is /ˌæpɹəˈhɛnʃən/.,gpt-4o
approximation,əpɹˌɑksəmˈeɪʃən,/əˌpɹɑksɪˈmeɪʃən/,gpt-4o
ard,ˈɑːɹd,The General American English phonemic transcription for 'ard' is /ɑɹd/.,gpt-4o
arenas,ɚˈiːnəz,/əˈɹinəz/,gpt-4o
armagh,ˈɑːɹməg,The General American English phonemic transcription for 'Armagh' is /ɑɹˈmɑ/.,gpt-4o
arouse,ɚˈaʊz,/əˈɹaʊz/,gpt-4o
aroused,ɚˈaʊzd,/əˈɹaʊzd/,gpt-4o
arousing,ɚˈaʊzɪŋ,/əˈɹaʊzɪŋ/,gpt-4o
arpanet,ˈɑːɹpənˌɛt,/ˈɑɹpəˌnɛt/,gpt-4o
arraign,ɚˈeɪn,/əˈɹeɪn/,gpt-4o
arraigned,ɚˈeɪnd,/əˈɹeɪnd/,gpt-4o
arraigns,ɚˈeɪnz,/əˈɹeɪnz/,gpt-4o
arrears,ɚˈɪɹz,/əˈɹɪɹz/,gpt-4o
aseptic,əsˈɛptɪk,The General American English phonemic transcription for 'aseptic' is /əˈsɛptɪk/.,gpt-4o
ashen,ˈæʃən,The General American English phonemic transcription for 'ashen' is /ˈæʃən/.,gpt-4o
asper,ˈæspɚ,The General American English phonemic transcription for 'asper' is /ˈæspɚ/.,gpt-4o
assimilate,əsˈɪməlˌeɪt,/əˈsɪməˌleɪt/,gpt-4o
assize,əsˈaɪz,The General American English phonemic transcription for 'assize' is /əˈsaɪz/.,gpt-4o
asswipe,əswˈaɪp,/ˈæswaɪp/,gpt-4o
assyrian,əsˈɪɹiən,The General American English phonemic transcription for 'assyrian' is /əˈsɪɹiən/.,gpt-4o
astatine,ˈæstətˌin,/ˈæstəˌtiːn/,gpt-4o
asynchronous,ˈeɪsˈɪŋkɹənəs,/eɪˈsɪŋkɹənəs/,gpt-4o
atavism,ˈætəvɪzəm,/ˈætəˌvɪzəm/,gpt-4o
athanor,ˈæθənɚ,The General American English phonemic transcription for 'athanor' is /ˈæθənɔɹ/.,gpt-4o
atheism,əθˈaɪsəm,The General American English phonemic transcription for 'atheism' is /ˈæθiˌɪzəm/.,gpt-4o
attacker,ətˈækɚ,/əˈtækɚ/,gpt-4o
atter,ˈætɚ,The General American English phonemic transcription for 'atter' is /ˈætɚ/.,gpt-4o
atwitter,ˈætwˌɪtɚ,/əˈtwɪtɚ/,gpt-4o
audax,ˈɔːdæks,"The word 'audax' is not a standard English word and does not have a conventional pronunciation in General American English. However, if we were to approximate its pronunciation based on typical GAE patterns, it might be transcribed as /ˈɔˌdæks/.",gpt-4o
audiology,ˌɔdiˈɑːlədʒi,/ˌɔdiˈɑlədʒi/,gpt-4o
augury,ˈɔːgɚi,/ˈɔɡjəɹi/,gpt-4o
auguste,ˈɔːgəst,The General American English phonemic transcription for 'auguste' is /ɔˈɡʌst/.,gpt-4o
auspice,ˈɔːspɪs,The General American English phonemic transcription for 'auspice' is /ˈɔspɪs/.,gpt-4o
austen,ˈɔːstɪn,The General American English phonemic transcription for 'austen' is /ˈɔstən/.,gpt-4o
austinites,ˈɔːstənˌaɪts,/ˈɔstɪˌnaɪts/,gpt-4o
austronesian,ˌɔstɹənˈiːʒən,/ˌɔstroʊˈniʒən/,gpt-4o
authenticate,ɔθˈɛntəkˌeɪt,/ɔˈθɛntɪˌkeɪt/,gpt-4o
autocephalous,ˌɔtəsəfˈɛləs,/ˌɔtoʊˈsɛfələs/,gpt-4o
aversion,əvˈɚʒən,/əˈvɝʒən/,gpt-4o
avestan,ˈævəstən,/əˈvɛstən/,gpt-4o
avital,əvˈiːtəl,The General American English phonemic transcription for 'avital' is /əˈvaɪtəl/.,gpt-4o
avoirdupois,əvˈɔɪdɹəsˌup,The General American English phonemic transcription for 'avoirdupois' is /ˌævərdəˈpɔɪz/.,gpt-4o
avow,əvˈaʊ,/əˈvaʊ/,gpt-4o
avowed,əvˈaʊd,/əˈvaʊd/,gpt-4o
avril,ˈævɹɪl,The General American English phonemic transcription for 'avril' is /ˈævɹəl/.,gpt-4o
azores,əzˈɔːɹz,The General American English phonemic transcription for 'Azores' is /əˈzɔɹz/.,gpt-4o
aztecs,ˈæztˌɛks,The General American English phonemic transcription for 'aztecs' is /ˈæzˌtɛks/.,gpt-4o
babygrow,bˈæbɪgɹu,The General American English phonemic transcription for 'babygrow' is /ˈbeɪbiɡɹoʊ/.,gpt-4o
backer,bˈækɚ,The General American English phonemic transcription for 'backer' is /ˈbækɚ/.,gpt-4o
backspace,bˈækspəs,/bækˌspeɪs/,gpt-4o
backtrack,bˈæktɹˌæk,/bækˌtɹæk/,gpt-4o
baddie,bˈædi,The General American English phonemic transcription for 'baddie' is /ˈbædi/.,gpt-4o
bailiffs,bˈeɪləfs,The General American English phonemic transcription for 'bailiffs' is /ˈbeɪlɪfs/.,gpt-4o
baillie,bˈeɪli,The General American English phonemic transcription for 'baillie' is /ˈbeɪli/.,gpt-4o
bajaj,bˈɑːʒˌeɪ,/bəˈdʒɑdʒ/,gpt-4o
bakelite,bˈeɪklˌaɪt,The General American English phonemic transcription for 'bakelite' is /ˈbeɪkəˌlaɪt/.,gpt-4o
balancer,bˈælənsɚ,/bælənsɹ̩/,gpt-4o
balkan,bˈɔːlkən,/bɔlkən/,gpt-4o
ballachulish,bˈæləkhˌaʊlɪtʃ,"The word 'Ballachulish' is a place name of Scottish origin, and its pronunciation in General American English can be transcribed as /ˌbæləˈkuːlɪʃ/.",gpt-4o
ballad,bˈæləd,/ˈbæləd/,gpt-4o
ballistics,bəlˈɪstɪks,The General American English phonemic transcription for 'ballistics' is /bəˈlɪstɪks/.,gpt-4o
bamboozle,bˈæmboʊsl,/bæmˈbuzəl/,gpt-4o
bandarban,bˈændɚbˌæn,/bænˈdɑɹˌbæn/,gpt-4o
banishment,bˈænɪʃmənt,/ˈbænɪʃmənt/,gpt-4o
bannings,bˈænɪŋz,/bænɪŋz/,gpt-4o
banoffee,bˈænəfi,/bəˈnɔfi/,gpt-4o
banter,bˈæntɚ,/ˈbæntɚ/,gpt-4o
barbarity,bɑɹbˈæɹəti,/bɑɹˈbɛɹəti/,gpt-4o
baritone,bˈɛɹətˌoʊn,/ˈbɛɹɪˌtoʊn/,gpt-4o
barkley,bˈɑːɹkli,/bɑɹkli/,gpt-4o
barnabas,bˈɑːɹnəbəs,/bɑɹnəbəs/,gpt-4o
baud,bˈɔːd,/bɔd/,gpt-4o
bawtry,bˈɔːtɹi,"The word 'bawtry' is not a standard English word and may not have a widely recognized pronunciation in General American English. However, if we assume it follows typical GAE patterns, a possible phonemic transcription could be /ˈbɔtɹi/.",gpt-4o
beaked,bˈiːkt,The General American English phonemic transcription for 'beaked' is /bikt/.,gpt-4o
beaks,bˈiːks,/beɪks/,gpt-4o
beamish,bˈiːmɪʃ,The General American English phonemic transcription for 'beamish' is /ˈbiːmɪʃ/.,gpt-4o
beauchamp,bˈoʊʃˌɑmp,The General American English phonemic transcription for 'beauchamp' is /ˈbiːtʃəm/.,gpt-4o
beavis,bˈiːvəs,/ˈbivɪs/,gpt-4o
beckoned,bˈɛkənd,/ˈbɛkənd/,gpt-4o
beckoning,bˈɛkənɪŋ,The General American English phonemic transcription for 'beckoning' is /ˈbɛkənɪŋ/.,gpt-4o
beckons,bˈɛkənz,/ˈbɛkənz/,gpt-4o
bedecked,bɪdˈɛkt,/bɪˈdɛkt/,gpt-4o
bedhead,bˈɛdhˌɛd,/ˈbɛdˌhɛd/,gpt-4o
bedlam,bˈɛdləm,/ˈbɛdləm/,gpt-4o
beeb,bˈiːb,The General American English phonemic transcription for 'beeb' is /bib/.,gpt-4o
beeson,bˈiːzən,The General American English phonemic transcription for 'beeson' is /ˈbisən/.,gpt-4o
beet,bˈiːt,/bit/,gpt-4o
behest,bɪhˈɛst,The General American English phonemic transcription for 'behest' is /bɪˈhɛst/.,gpt-4o
belemnite,bˈɛləmnˌaɪt,The General American English phonemic transcription for 'belemnite' is /ˈbɛləmˌnaɪt/.,gpt-4o
beltrami,bˌɛltɹˈɑːmi,/bɛlˈtɹɑmi/,gpt-4o
bends,bˈɛndz,/bɛndz/,gpt-4o
bengaline,bˈɛŋgəlˌin,/bɛŋɡəˈlin/,gpt-4o
beret,bˈɛɹət,The General American English phonemic transcription for 'beret' is /bəˈɹeɪ/.,gpt-4o
berkhamsted,bˈɚkhˌæmstɪd,The General American English phonemic transcription for 'berkhamsted' is /ˈbɝkəmstɛd/.,gpt-4o
betcha,bˈɛtʃə,/bɛtʃə/,gpt-4o
bethsaida,bˌɛtshˈeɪdə,/bɛθˈseɪdə/,gpt-4o
bettor,bˈɛtɚ,The General American English phonemic transcription for 'bettor' is /ˈbɛɾɚ/.,gpt-4o
bevor,bˈɛvɚ,"The word 'bevor' does not exist in standard English vocabulary, so it does not have a recognized General American English pronunciation or phonemic transcription. If you meant a different word, please provide the correct spelling.",gpt-4o
bewilderment,bɪwˈɪldɚmənt,/bɪˈwɪldɚmənt/,gpt-4o
biafra,biˈɑːfɹə,/biaˈfɹə/,gpt-4o
bicep,bˈaɪsˌɛp,The General American English phonemic transcription for 'bicep' is /ˈbaɪsɛp/.,gpt-4o
bigelow,bˈɪgəlˌoʊ,/bɪɡəˌloʊ/,gpt-4o
bilbao,bɪlbˈaʊ,/bɪlˈbaʊ/,gpt-4o
bilk,bˈɪlk,/bɪlk/,gpt-4o
biome,bˈaɪˌoʊm,/ˈbaɪoʊm/,gpt-4o
biostatistical,bˌaɪoʊstˌeɪstɪkˈeɪtəl,/ˌbaɪoʊstəˈtɪstɪkəl/,gpt-4o
bioweapon,bˌaɪoʊwˈeɪpiən,/ˈbaɪoʊˌwɛpən/,gpt-4o
bipod,bˈɪpoʊd,/bˈaɪpɑd/,gpt-4o
bislama,bɪslˈɑːmə,/bɪsˈlɑmə/,gpt-4o
bismuth,bˈɪzməθ,The General American English phonemic transcription for 'bismuth' is /ˈbɪzməθ/.,gpt-4o
bitchy,bˈɪtʃi,The General American English phonemic transcription for 'bitchy' is /ˈbɪtʃi/.,gpt-4o
bittersweet,bˈɪtɚswˌit,/ˈbɪɾɚˌswit/,gpt-4o
blabber,blˈæbɚ,/blæbɚ/,gpt-4o
blackadder,blˈækˌædɚ,/blækˈædɚ/,gpt-4o
blacktop,blˈæktˌɑp,/blækˌtɑp/,gpt-4o
blackwell,blˈækwˌɛl,/ˈblækˌwɛl/,gpt-4o
blaine,blˈeɪn,The General American English phonemic transcription for 'blaine' is /bleɪn/.,gpt-4o
blasphemy,blˈæsfəmi,/blæsfəmi/,gpt-4o
blazar,blˈɑːzɚ,/blˈeɪzɑɹ/,gpt-4o
bleakly,blˈiːkli,/ˈblikli/,gpt-4o
blitzed,blˈɪtst,/blɪtst/,gpt-4o
blitzes,blˈɪtsɪz,/blɪtsɪz/,gpt-4o
blitzing,blˈɪtsɪŋ,/blɪtsɪŋ/,gpt-4o
bloat,blˈoʊt,/bloʊt/,gpt-4o
bloated,blˈoʊtɪd,/bloʊtɪd/,gpt-4o
bloating,blˈoʊtɪŋ,/bloʊtɪŋ/,gpt-4o
bloats,blˈoʊts,/bloʊts/,gpt-4o
blooper,blˈuːpɚ,/bˈluːpɚ/,gpt-4o
blucher,blˈuːtʃɚ,/bluːtʃɚ/,gpt-4o
blunder,blˈʌndɚ,/blʌndɚ/,gpt-4o
blythe,blˈaɪð,The General American English phonemic transcription for 'blythe' is /blaɪð/.,gpt-4o
boarder,bˈɔːɹdɚ,The General American English phonemic transcription for 'boarder' is /ˈbɔɹdɚ/.,gpt-4o
boars,bˈɔːɹz,The General American English phonemic transcription for 'boars' is /bɔɹz/.,gpt-4o
boggle,bˈɑːgəl,The General American English phonemic transcription for 'boggle' is /ˈbɑɡəl/.,gpt-4o
boink,bˈɔɪnk,The General American English phonemic transcription for 'boink' is /bɔɪŋk/.,gpt-4o
bokeh,bˈoʊk,The General American English phonemic transcription for 'bokeh' is /ˈboʊkə/.,gpt-4o
bolder,bˈoʊldɚ,/bˈoʊldɚ/,gpt-4o
boner,bˈoʊnɚ,/ˈboʊnɚ/,gpt-4o
bonham,bˈɑːnhəm,/ˈbɑnəm/,gpt-4o
booger,bˈuːgɚ,/ˈbʊɡɚ/,gpt-4o
booky,bˈʊki,The General American English phonemic transcription for 'booky' is /ˈbʊki/.,gpt-4o
boondoggle,bˌundˈɑːgəl,/ˈbundɑɡəl/,gpt-4o
bootsy,bˈuːtsi,/ˈbutsi/,gpt-4o
bop,bˈɑːp,/bɑp/,gpt-4o
borneo,bˈɔːɹniˌoʊ,/bɔɹnioʊ/,gpt-4o
botch,bˈɑːtʃ,/bɑtʃ/,gpt-4o
boykin,bˈɔɪkɪn,/bɔɪkɪn/,gpt-4o
brampton,bɹˈæmptən,/bræmptən/,gpt-4o
brassy,bɹˈæsi,/bræsi/,gpt-4o
breakings,bɹˈeɪkɪŋz,The General American English phonemic transcription for 'breakings' is /ˈbɹeɪkɪŋz/.,gpt-4o
breakup,bɹˈeɪkˌʌp,/ˈbɹeɪˌkʌp/,gpt-4o
breezed,bɹˈiːzd,The General American English phonemic transcription for 'breezed' is /bɹizd/.,gpt-4o
breezes,bɹˈiːzɪz,The General American English phonemic transcription for 'breezes' is /ˈbɹizɪz/.,gpt-4o
breezing,bɹˈiːzɪŋ,The General American English phonemic transcription for 'breezing' is /ˈbɹizɪŋ/.,gpt-4o
bregenz,bɹˈiːgənz,/bɹeɪˈɡɛnts/,gpt-4o
brest,bɹˈɛst,/bɹɛst/,gpt-4o
brews,bɹˈuːz,The General American English phonemic transcription for 'brews' is /bɹuz/.,gpt-4o
briefer,bɹˈiːfɚ,/brifɚ/,gpt-4o
brim,bɹˈɪm,/brɪm/,gpt-4o
brimmed,bɹˈɪmd,/brɪmd/,gpt-4o
brimming,bɹˈɪmɪŋ,/brɪmɪŋ/,gpt-4o
brims,bɹˈɪmz,/brɪmz/,gpt-4o
brine,bɹˈaɪn,/brɑɪn/,gpt-4o
brined,bɹˈaɪnd,The General American English phonemic transcription for 'brined' is /bɹaɪnd/.,gpt-4o
brines,bɹˈaɪnz,/brɑɪnz/,gpt-4o
brining,bɹˈaɪnɪŋ,The General American English phonemic transcription for 'brining' is /ˈbɹaɪnɪŋ/.,gpt-4o
brits,bɹˈɪts,The General American English phonemic transcription for 'brits' is /bɹɪts/.,gpt-4o
broach,bɹˈoʊtʃ,The General American English phonemic transcription for 'broach' is /bɹoʊtʃ/.,gpt-4o
brome,bɹˈoʊm,The General American English phonemic transcription for 'brome' is /bɹoʊm/.,gpt-4o
bronco,bɹˈɑːŋkoʊ,/brɑŋkoʊ/,gpt-4o
brooder,bɹˈuːdɚ,The General American English phonemic transcription for 'brooder' is /ˈbɹudɚ/.,gpt-4o
broody,bɹˈuːdi,The General American English phonemic transcription for 'broody' is /ˈbɹudi/.,gpt-4o
brownie,bɹˈaʊni,/bɹaʊni/,gpt-4o
brutus,bɹˈuːtəs,/brutəs/,gpt-4o
brux,bɹˈʌks,/brʌks/,gpt-4o
buffon,bˈʌfən,/bəˈfuːn/,gpt-4o
bulked,bˈʊlkt,/bʌlkt/,gpt-4o
bullock,bˈʊlək,The General American English phonemic transcription for 'bullock' is /ˈbʊlək/.,gpt-4o
bunco,bˈʌŋkoʊ,/bʌŋkoʊ/,gpt-4o
buoyancy,bˈɔɪənsi,The General American English phonemic transcription for 'buoyancy' is /ˈbɔɪənsi/.,gpt-4o
burglary,bˈɚglɚi,/bɝɡləri/,gpt-4o
burley,bˈɚli,The General American English phonemic transcription for 'burley' is /ˈbɝli/.,gpt-4o
burra,bˈʊɹə,/bɜɹə/,gpt-4o
busby,bˈʌzbi,The General American English phonemic transcription for 'busby' is /ˈbʌzbi/.,gpt-4o
butthurt,bˈʌthɚt,/bʌtˌhɝt/,gpt-4o
byre,bˈaɪɹ,/baɪɹ/,gpt-4o
cabana,kəbˈænə,/kəˈbænə/,gpt-4o
cabby,kˈæbi,The General American English phonemic transcription for 'cabby' is /ˈkæbi/.,gpt-4o
caches,kˈæʃɪz,/kæʃɪz/,gpt-4o
cachet,kˈæʃeɪ,/kæˈʃeɪ/,gpt-4o
cads,kˈæds,/kædz/,gpt-4o
cahokia,kəhˈoʊkiə,/kəˈhoʊkiə/,gpt-4o
calumet,kˌæljəmˈɛt,/kæljəˈmɛt/,gpt-4o
campy,kˈæmpi,The General American English phonemic transcription for 'campy' is /ˈkæmpi/.,gpt-4o
cana,kˈænə,The General American English phonemic transcription for 'cana' is /ˈkeɪnə/.,gpt-4o
canasta,kənˈæstə,/kəˈnæstə/,gpt-4o
cannock,kˈænək,"The word 'Cannock' is typically a proper noun referring to a place in the UK, and it doesn't have a standard pronunciation in General American English. However, if it were to be pronounced using GAE phonological patterns, it might be transcribed as /ˈkænək/.",gpt-4o
canola,kənˈoʊlə,/kəˈnoʊlə/,gpt-4o
cantrip,kˈæntɹɪp,The General American English phonemic transcription for 'cantrip' is /ˈkæntrɪp/.,gpt-4o
capsicum,kˈæpsɪkəm,The General American English phonemic transcription for 'capsicum' is /ˈkæpsɪkəm/.,gpt-4o
caravel,kˈɛɹəvˌɛl,/kæɹəˌvɛl/,gpt-4o
carbimazole,kˌɑɹbəmˈɑːzəˌoʊ,/kɑɹˈbɪməˌzoʊl/,gpt-4o
carborundum,kˌɑɹbɚˈʌndəm,/ˌkɑɹbəˈɹʌndəm/,gpt-4o
cardistry,kˈɑːɹdəstɹi,/kɑɹdɪstɹi/,gpt-4o
carnaroli,kɑɹnɑɹˈoʊli,/kɑɹnəˈɹoʊli/,gpt-4o
carpetbagger,kˈɑːɹpətbˌægɚ,/ˈkɑɹpɪtˌbæɡɚ/,gpt-4o
carrageenan,kˌɑɹidʒˈiːnən,/kæɹəˈɡinən/,gpt-4o
casimir,kˈæsɪmˌiɹ,/kæzəmɪɹ/,gpt-4o
cassie,kˈæsi,/kæsi/,gpt-4o
castrato,kɑstɹˈɑːtoʊ,/kəˈstɹɑtoʊ/,gpt-4o
castries,kˈæstɹiz,/kæˈstɹiz/,gpt-4o
