sentence,ground_truth_syllable_count,predicted_syllable_count,model_id
"As is the ton's latest darling, Lady Olivia Cunningham.",17,"Let's count the syllables:

As (1), is (1), the (1), ton's (1), latest (2), darling (2), Lady (2), Olivia (4), Cunningham (3)

Total: 17 syllables",claude-3-5-haiku-20241022
"WHY FALL IN LOVE WITH HIM, OF COURSE.",8,10 syllables,claude-3-5-haiku-20241022
Never has Olivia met a man who so desperately requires a woman's love...,23,"Let me count the syllables carefully:

Never (2), has (1), Olivia (4), met (1), a (1), man (1), who (1), so (1), desperately (4), requires (2), a (1), woman's (2), love (1)

Total: 22 syllables",claude-3-5-haiku-20241022
THEY WERE THE ORIGINAL ODD COUPLE.,10,10 syllables,claude-3-5-haiku-20241022
"To the English, Bram Ramsdale was Troy Castleman, star of stage and screen.",17,"Let's count the syllables:

To (1), the (1), English (2), Bram (1), Ramsdale (2), was (1), Troy (1), Castleman (3), star (1), of (1), stage (1), and (1), screen (1)

Total: 16 syllables",claude-3-5-haiku-20241022
"To Tally, he was just a pain.",8,11 syllables,claude-3-5-haiku-20241022
"Though he was sophisticated, charming and witty, he was definitely not her type.",22,"Though (1), he (1), was (1), sophisticated (5), charming (2), and (1), witty (2), he (1), was (1), definitely (4), not (1), her (1), type (1)

Total: 22 syllables",claude-3-5-haiku-20241022
And then the real fireworks began....,8,"And (1), then (1), the (1), real (1), fireworks (2), began (2)

Total: 8 syllables",claude-3-5-haiku-20241022
The gun trained on his chest left him with no choice...,11,"Let's count the syllables:

The (1), gun (1), trained (1), on (1), his (1), chest (1), left (1), him (1), with (1), no (1), choice (1)

Total: 11 syllables",claude-3-5-haiku-20241022
So why did it have to hurt so bad...and cost her so much.,14,"Let's count the syllables:

So (1), why (1), did (1), it (1), have (1), to (1), hurt (1), so (1), bad (1), and (1), cost (1), her (1), so (1), much (1)

Total: 14 syllables",claude-3-5-haiku-20241022
Caitlyn Brown had never expected C.,10,"Caitlyn (2), Brown (1), had (1), never (2), expected (3), C (1)

Total: 10 syllables",claude-3-5-haiku-20241022
Starr to walk back into her life after all they'd endured.,14,"Let's count the syllables:

Starr (1), to (1), walk (1), back (1), into (2), her (1), life (1), after (2), all (1), they'd (1), endured (2)

Total: 14 syllables",claude-3-5-haiku-20241022
She nearly burst with happiness ..,8,"Let's count the syllables:

She (1), nearly (2), burst (1), with (1), happiness (3)

Total: 8 syllables",claude-3-5-haiku-20241022
"Still, Sara wanted to be his wife -- and more.",11,14 syllables,claude-3-5-haiku-20241022
Gavin Carlisle was trapped and he knew it.,10,"Let's count the syllables:

Gavin (2), Carlisle (3), was (1), trapped (1), and (1), he (1), knew (1), it (1)

Total: 11 syllables",claude-3-5-haiku-20241022
At least his bride was beautiful.,8,"Let's count the syllables:

At (1), least (1), his (1), bride (1), was (1), beautiful (4)

Total: 9 syllables",claude-3-5-haiku-20241022
"Her creamy full breasts, smooth alabaster skin, and soft red lips were tempting, indeed.",20,"Her (1), creamy (2), full (1), breasts (1), smooth (1), alabaster (4), skin (1), and (1), soft (1), red (1), lips (1), were (1), tempting (2), indeed (2)

Total: 20 syllables",claude-3-5-haiku-20241022
Isla was supposed to get her happily ever after.,15,"Isla (2), was (1), supposed (2), to (1), get (1), her (1), happily (3), ever (2), after (2)

Total: 15 syllables",claude-3-5-haiku-20241022
"The Beast Masters Series, Book 2.",8,"Let's count the syllables:

The (1), Beast (1), Masters (2), Series (2), Book (1), 2 (0)

Total: 7 syllables",claude-3-5-haiku-20241022
Jaston and Malock were once as close as brothers.,12,16 syllables,claude-3-5-haiku-20241022
War and the scars it left behind changed that.,10,"Let's count the syllables:

War (1), and (1), the (1), scars (1), it (1), left (1), behind (2), changed (1), that (1)

Total: 10 syllables",claude-3-5-haiku-20241022
"In fact, she’s as spirited as they come.",10,"Let's count the syllables:

In (1), fact (1), she's (1), as (1), spirited (3), as (1), they (1), come (1)

Total: 10 syllables",claude-3-5-haiku-20241022
If they don’t do it soon they risk The Heat overtaking them.,15,"Let's count the syllables:

If (1), they (1), don't (1), do (1), it (1), soon (1), they (1), risk (1), The (1), Heat (1), overtaking (4), them (1)

Total: 15 syllables",claude-3-5-haiku-20241022
She wants them to dominate her right into an orgasmic frenzy.,18,"Let's count the syllables:

She (1), wants (1), them (1), to (1), dominate (3), her (1), right (1), into (2), an (1), orgasmic (3), frenzy (2)

Total: 16 syllables",claude-3-5-haiku-20241022
This novella is hot and dirty and won’t apologize for that fact.,18,20 syllables,claude-3-5-haiku-20241022
"When Ruel Chouteau returns home after his supposed death, he shocks everyone.",18,"Let's count the syllables:

When (1), Ruel (2), Chouteau (2), returns (2), home (1), after (2), his (1), supposed (2), death (1), he (1), shocks (1), everyone (3)

Total: 19 syllables",claude-3-5-haiku-20241022
Now Ruel and Anne must face a future they never expected.,15,"Let's count the syllables:

Now (1), Ruel (2), and (1), Anne (1), must (1), face (1), a (1), future (2), they (1), never (2), expected (3)

Total: 16 syllables",claude-3-5-haiku-20241022
Mixing fire and ice can be hell.,9,"Let's count the syllables:

Mixing (2), fire (2), and (1), ice (1), can (1), be (1), hell (1)

Total: 9 syllables",claude-3-5-haiku-20241022
Fyra had one job: make the vampire Bishop the underworld’s tool.,16,"Let's count the syllables:

Fyra (2), had (1), one (1), job (1), make (1), the (1), vampire (3), Bishop (2), the (1), underworld's (3), tool (1)

Total: 16 syllables",claude-3-5-haiku-20241022
"But despite her best feminine wiles, the delicious male wouldn’t break.",17,"Let's count the syllables:

But (1), despite (2), her (1), best (1), feminine (3), wiles (1), the (1), delicious (3), male (1), wouldn't (2), break (1)

Total: 17 syllables",claude-3-5-haiku-20241022
Now pursued by her fellow demons—and one very angry Bishop—she’s running out of options.,24,"Let's count the syllables:

Now (1), pursued (2), by (1), her (1), fellow (2), demons (2), and (1), one (1), very (2), angry (2), Bishop (2), she's (1), running (2), out (1), of (1), options (3)

Total: 22 syllables",claude-3-5-haiku-20241022
Does this couple have an icicle's chance in hell.,12,"Let's count the syllables:

Does (1), this (1), couple (2), have (1), an (1), icicle's (3), chance (1), in (1), hell (1)

Total: 12 syllables",claude-3-5-haiku-20241022
Get your copy to find out.,7,8 syllables,claude-3-5-haiku-20241022
"Sex, blood, and rock n\’ roll.",6,6,claude-3-5-haiku-20241022
Now I fear it might be true.,7,"Now (1), I (1), fear (1), it (1), might (1), be (1), true (1)

Total: 7 syllables",claude-3-5-haiku-20241022
In eight seconds Dalton Merrill's professional bull riding days—and the fame he enjoyed—ended.,23,"Let me count the syllables carefully:

In (1), eight (1), seconds (2), Dalton (2), Merrill's (2), professional (4), bull (1), riding (2), days (1), and (1), the (1), fame (1), he (1), enjoyed (2), ended (2)

Total: 24 syllables",claude-3-5-haiku-20241022
"Emilee Walker trusted Dalton with her heart, and he left her for the rodeo.",21,"Emilee (3), Walker (2), trusted (2), Dalton (2), with (1), her (1), heart (1), and (1), he (1), left (1), her (1), for (1), the (1), rodeo (3)

Total: 20 syllables",claude-3-5-haiku-20241022
"She wanted Dalton to return home, but not like this.",13,16 syllables,claude-3-5-haiku-20241022
Now she wonders if it's responsibility or love that holds him on Lone Creek.,20,"Let's count the syllables:

Now (1), she (1), wonders (2), if (1), it's (1), responsibility (6), or (1), love (1), that (1), holds (1), him (1), on (1), Lone (1), Creek (1)

Total: 20 syllables",claude-3-5-haiku-20241022
Watch out—these heroes and heroines have claws.,12,"Let's count the syllables:

Watch (1), out (1), these (1), heroes (2), and (1), heroines (3), have (1), claws (1)

Total: 11 syllables",claude-3-5-haiku-20241022
Four purrfectly passionate matches are made for the ages in this were-cat collection.,22,"Let's count the syllables:

Four (1), purrfectly (3), passionate (3), matches (2), are (1), made (1), for (1), the (1), ages (2), in (1), this (1), were-cat (2), collection (3)

Total: 22 syllables",claude-3-5-haiku-20241022
Casey Mitchell has always kept his identity as a were-lynx secret.,20,"Casey (2), Mitchell (2), has (1), always (2), kept (1), his (1), identity (4), as (1), a (1), were-lynx (2), secret (2)

Total: 19 syllables",claude-3-5-haiku-20241022
Their survival depends on trusting each other with secrets better left unspoken.,21,"Let's count the syllables:

Their (1), survival (3), depends (2), on (1), trusting (2), each (1), other (2), with (1), secrets (2), better (2), left (1), unspoken (3)

Total: 20 syllables",claude-3-5-haiku-20241022
Will these two lonely souls triumph and find true love … or lose everything.,17,"Let's count the syllables:

Will (1), these (1), two (1), lonely (2), souls (1), triumph (2), and (1), find (1), true (1), love (1), or (1), lose (1), everything (3)

Total: 16 syllables",claude-3-5-haiku-20241022
But falling in love could be the most dangerous game.,13,"Let me count the syllables:

But (1), falling (2), in (1), love (1), could (1), be (1), the (1), most (1), dangerous (3), game (1)

Total: 13 syllables",claude-3-5-haiku-20241022
 A historical western cowboy romance novel about a mail order bride.,20,20 syllables,claude-3-5-haiku-20241022
"Maggie is enthralled with Charles, the man she plans to marry.",14,"Maggie (2), is (1), enthralled (2), with (1), Charles (1), the (1), man (1), she (1), plans (1), to (1), marry (2)

Total: 14 syllables",claude-3-5-haiku-20241022
The loneliness also came then with the social stigma of being a spinster.,20,"Let's count the syllables:

The (1), loneliness (3), also (2), came (1), then (1), with (1), the (1), social (2), stigma (2), of (1), being (2), a (1), spinster (2)

Total: 20 syllables",claude-3-5-haiku-20241022
"To say he was shy, would be the biggest understatement of the century.",19,"Let's count the syllables:

To (1), say (1), he (1), was (1), shy (1), would (1), be (1), the (1), biggest (2), understatement (5), of (1), the (1), century (3)

Total: 20 syllables",claude-3-5-haiku-20241022
Not that she does much to catch his attention.,11,"Let's count the syllables:

Not (1), that (1), she (1), does (1), much (1), to (1), catch (1), his (1), attention (3)

Total: 11 syllables",claude-3-5-haiku-20241022
A novella by USA Today Bestselling Author Jen Talty.,18,"Let's count the syllables:

A (1), novella (3), by (1), USA (3), Today (2), Bestselling (3), Author (2), Jen (1), Talty (2)

Total: 18 syllables",claude-3-5-haiku-20241022
Violet knows she shouldn't be consorting with the enemy.,16,"Let's count the syllables:

Violet (2), knows (1), she (1), shouldn't (2), be (1), consorting (3), with (1), the (1), enemy (3)

Total: 15 syllables",claude-3-5-haiku-20241022
But she can't resist the adorable baby and her handsome new caretaker.,20,"Let's count the syllables:

But (1), she (1), can't (1), resist (2), the (1), adorable (4), baby (2), and (1), her (1), handsome (2), new (1), caretaker (3)

Total: 20 syllables",claude-3-5-haiku-20241022
Violet traded her chance at motherhood for her career years ago.,18,"Let's count the syllables:

Violet (2), traded (2), her (1), chance (1), at (1), motherhood (3), for (1), her (1), career (2), years (1), ago (2)

Total: 16 syllables",claude-3-5-haiku-20241022
But raising a family with Jake could be everything she's ever wanted.,19,"Let's count the syllables:

But (1), raising (2), a (1), family (3), with (1), Jake (1), could (1), be (1), everything (3), she's (1), ever (2), wanted (2)

Total: 19 syllables",claude-3-5-haiku-20241022
A killer who was dressed as a LaMar Pond policeman.,14,"Let's count the syllables:

A (1), killer (2), who (1), was (1), dressed (1), as (1), a (1), LaMar (2), Pond (1), policeman (3)

Total: 14 syllables",claude-3-5-haiku-20241022
"But then she's attacked again, and rescued…by a LaMar Pond cop.",17,"Let's count the syllables:

But (1), then (1), she's (1), attacked (2), again (2), and (1), rescued (2), by (1), a (1), LaMar (2), Pond (1), cop (1)

Total: 16 syllables",claude-3-5-haiku-20241022
Trusting Lieutenant Dan Willis is frightening.,12,"Let's count the syllables:

Trusting (2), Lieutenant (4), Dan (1), Willis (2), is (1), frightening (3)

Total: 13 syllables",claude-3-5-haiku-20241022
"But to protect her babies, she'll risk anything.",12,"Let's count the syllables:

But (1), to (1), protect (2), her (1), babies (2), she'll (1), risk (1), anything (3)

Total: 12 syllables",claude-3-5-haiku-20241022
John Cabell secretly commissions Adam to build the most powerful rifle of its time.,23,"John (1), Cabell (2), secretly (3), commissions (3), Adam (2), to (1), build (1), the (1), most (1), powerful (3), rifle (2), of (1), its (1), time (1)

Total: 22 syllables",claude-3-5-haiku-20241022
"Increasingly, it is clear that no good can come from these bitter tensions.",18,"Let's count the syllables:

Increasingly (5), it (1), is (1), clear (1), that (1), no (1), good (1), can (1), come (1), from (1), these (1), bitter (2), tensions (2)

Total: 18 syllables",claude-3-5-haiku-20241022
Mysterious killings cast a sinister shade over the frontier community.,21,"Let's count the syllables:

Mysterious (4), killings (2), cast (1), a (1), sinister (3), shade (1), over (2), the (1), frontier (2), community (4)

Total: 20 syllables",claude-3-5-haiku-20241022
" Is it possible that love, unlike lightning, can strike twice in the same place.",18,"Let's count the syllables:

Is (1), it (1), possible (3), that (1), love (1), unlike (2), lightning (2), can (1), strike (1), twice (1), in (1), the (1), same (1), place (1)

Total: 18 syllables",claude-3-5-haiku-20241022
"After all this time, old Adam Kyle may harbor one last secret.",16,"Let's count the syllables:

After (2), all (1), this (1), time (1), old (1), Adam (2), Kyle (1), may (1), harbor (2), one (1), last (1), secret (2)

Total: 15 syllables",claude-3-5-haiku-20241022
Jennie Nan spends her time wrapped in boredom.,10,14 syllables,claude-3-5-haiku-20241022
"Now she’s a prisoner of her body, as it slides toward death.",16,"Let's count the syllables:

Now (1), she's (1), a (1), prisoner (3), of (1), her (1), body (2), as (1), it (1), slides (1), toward (2), death (1)

Total: 16 syllables",claude-3-5-haiku-20241022
"Now, seeking adventure downtown, she’s found Miles Carson, a positively beautiful man.",22,"Let's count the syllables:

Now (1), seeking (2), adventure (3), downtown (2), she's (1), found (1), Miles (1), Carson (2), a (1), positively (4), beautiful (3), man (1)

Total: 22 syllables",claude-3-5-haiku-20241022
"But oddly, her watch is still running.",9,"But (1), oddly (2), her (1), watch (1), is (1), still (1), running (2)

Total: 9 syllables",claude-3-5-haiku-20241022
"Unless it’s using the ghost of a battery, just maybe….",15,"Let's count the syllables:

Unless (2), it's (1), using (2), the (1), ghost (1), of (1), a (1), battery (3), just (1), maybe (2)

Total: 15 syllables",claude-3-5-haiku-20241022
"He is distinctly cold towards her, but despite his unpleasantness, he melts her heart….",21,"Let's count the syllables:

He (1), is (1), distinctly (3), cold (1), towards (2), her (1), but (1), despite (2), his (1), unpleasantness (4), he (1), melts (1), her (1), heart (1)

Total: 20 syllables",claude-3-5-haiku-20241022
He could go head to head with the devil.,10,"Let's count the syllables:

He (1), could (1), go (1), head (1), to (1), head (1), with (1), the (1), devil (2)

Total: 9 syllables",claude-3-5-haiku-20241022
But fortunately that wasn't going to be necessary.,16,"Let's count the syllables:

But (1), fortunately (5), that (1), wasn't (2), going (2), to (1), be (1), necessary (4)

Total: 17 syllables",claude-3-5-haiku-20241022
To his home territory in Chicago.,11,12 syllables,claude-3-5-haiku-20241022
The question was...what would he do with her once he had her.,14,"Let's count the syllables:

The (1), question (2), was (1), what (1), would (1), he (1), do (1), with (1), her (1), once (1), he (1), had (1), her (1)

Total: 13 syllables",claude-3-5-haiku-20241022
"He needed to find her and love her at any cost, cost, cost.",15,20 syllables,claude-3-5-haiku-20241022
I left the door open.And he stole me.,10,12 syllables,claude-3-5-haiku-20241022
Virginia finds herself back in The House where her nightmare began.,16,"Let's count the syllables:

Virginia (4), finds (1), herself (2), back (1), in (1), The (1), House (1), where (1), her (1), nightmare (2), began (2)

Total: 16 syllables",claude-3-5-haiku-20241022
PURE TRASH from cover to cover.,8,7 syllables,claude-3-5-haiku-20241022
Which one does he finally choose.,8,"Let's count the syllables:

Which (1), one (1), does (1), he (1), finally (3), choose (1)

Total: 8 syllables",claude-3-5-haiku-20241022
"Foiling her brother’s activities, however, becomes her top priority.",20,"Let me count the syllables carefully:

Foiling (2), her (1), brother's (2), activities (4), however (3), becomes (2), her (1), top (1), priority (4)

Total: 20 syllables",claude-3-5-haiku-20241022
It should be a dream come true for divorcée Eve Kelly.,14,"Let's count the syllables:

It (1), should (1), be (1), a (1), dream (1), come (1), true (1), for (1), divorcée (3), Eve (1), Kelly (2)

Total: 14 syllables",claude-3-5-haiku-20241022
Twins their secret daddy can never know about….,12,"Twins (1), their (1), secret (2), daddy (2), can (1), never (2), know (1), about (2)

Total: 12 syllables",claude-3-5-haiku-20241022
But Eve isn't the same woman he left.,10,"Let's count the syllables:

But (1), Eve (1), isn't (2), the (1), same (1), woman (2), he (1), left (1)

Total: 10 syllables",claude-3-5-haiku-20241022
It's as if she's hiding something.,8,"Let's count the syllables:

It's (1), as (1), if (1), she's (1), hiding (2), something (2)

Total: 8 syllables",claude-3-5-haiku-20241022
Adam is used to getting what he wants -- and he wants Eve.,14,"Let's count the syllables:

Adam (2), is (1), used (1), to (1), getting (2), what (1), he (1), wants (1), and (1), he (1), wants (1), Eve (1)

Total: 13 syllables",claude-3-5-haiku-20241022
I never thought this would be my life.,9,"Let's count the syllables:

I (1), never (2), thought (1), this (1), would (1), be (1), my (1), life (1)

Total: 9 syllables",claude-3-5-haiku-20241022
"Against all odds, I’ve managed to ensnare Manhattan’s most eligible bachelor.",21,24 syllables,claude-3-5-haiku-20241022
But the man I love is not who he claims to be.,12,"Let's count the syllables:

But (1), the (1), man (1), I (1), love (1), is (1), not (1), who (1), he (1), claims (1), to (1), be (1)

Total: 12 syllables",claude-3-5-haiku-20241022
"To the world, he’s a wealthy, mysterious, playboy.",13,"Let's count the syllables:

To (1), the (1), world (1), he's (1), a (1), wealthy (2), mysterious (3), playboy (2)

Total: 12 syllables",claude-3-5-haiku-20241022
"When his enemies come for us, will we be ready.",13,"Let's count the syllables:

When (1), his (1), enemies (3), come (1), for (1), us (1), will (1), we (1), be (1), ready (2)

Total: 12 syllables",claude-3-5-haiku-20241022
"He doesn’t expect to find such a willing, or seductive, volunteer.",18,"Let's count the syllables:

He (1), doesn't (2), expect (2), to (1), find (1), such (1), a (1), willing (2), or (1), seductive (3), volunteer (3)

Total: 18 syllables",claude-3-5-haiku-20241022
Where did he learn therapeutic massage.,10,"Let's count the syllables:

Where (1), did (1), he (1), learn (1), therapeutic (4), massage (2)

Total: 10 syllables",claude-3-5-haiku-20241022
Fox isn't making it any better by acting differently after her birthday.,21,"Let's count the syllables:

Fox (1), isn't (2), making (2), it (1), any (2), better (2), by (1), acting (2), differently (4), after (2), her (1), birthday (2)

Total: 20 syllables",claude-3-5-haiku-20241022
There’s nothing like a hot kiss on a cold day….,11,"Let's count the syllables:

There's (1), nothing (2), like (1), a (1), hot (1), kiss (1), on (1), a (1), cold (1), day (1)

Total: 10 syllables",claude-3-5-haiku-20241022
"Only Gavin Fraser isn’t a fantasy, he’s a mouth-watering new flavor….",20,"Let's count the syllables:

Only (2), Gavin (2), Fraser (2), isn't (2), a (1), fantasy (3), he's (1), a (1), mouth-watering (3), new (1), flavor (2)

Total: 19 syllables",claude-3-5-haiku-20241022
"All the Delaneys loved a challenge, but she'd never learned how to surrender.",20,"Let's count the syllables:

All (1), the (1), Delaneys (3), loved (1), a (1), challenge (2), but (1), she'd (1), never (2), learned (1), how (1), to (1), surrender (3)

Total: 19 syllables",claude-3-5-haiku-20241022
Could she be subdued by the desire in Sloan's golden eyes.,15,"Let's count the syllables:

Could (1), she (1), be (1), subdued (2), by (1), the (1), desire (2), in (1), Sloan's (1), golden (2), eyes (1)

Total: 14 syllables",claude-3-5-haiku-20241022
" When her twin brother Patrick disappeared, Brianne vowed to track down his abductors.",20,"Let's count the syllables:

When (1), her (1), twin (1), brother (2), Patrick (2), disappeared (3), Brianne (2), vowed (1), to (1), track (1), down (1), his (1), abductors (3)

Total: 20 syllables",claude-3-5-haiku-20241022
"Then Sloan offered to rescue him, if she'd give herself to him.",15,"Let's count the syllables:

Then (1), Sloan (1), offered (2), to (1), rescue (2), him (1), if (1), she'd (1), give (1), herself (2), to (1), him (1)

Total: 15 syllables",claude-3-5-haiku-20241022
But would Sloan's desperate feud shatter their dreams of enduring love.,15,"Let's count the syllables:

But (1), would (1), Sloan's (1), desperate (3), feud (1), shatter (2), their (1), dreams (1), of (1), enduring (3), love (1)

Total: 16 syllables",claude-3-5-haiku-20241022
The New York Times and USA Today Bestselling series continues..,18,"Let's count the syllables:

The (1), New (1), York (1), Times (1), and (1), USA (3), Today (2), Bestselling (3), series (2), continues (3)

Total: 18 syllables",claude-3-5-haiku-20241022
"I belong to him-body, heart, and soul.",10,14 syllables,claude-3-5-haiku-20241022
