sentence,ground_truth_syllable_count,predicted_syllable_count,model_id
"For no one could see her fierce determination, her able sharp-shooting, her survivor's heart.",23,25,gpt-4o
No one except the one man determined to claim her as his own...,16,19,gpt-4o
Christian McBride sought justice for the misguided verdict that wrongly jailed him years before.,22,24,gpt-4o
"Jade Mackenzie is starting a new life in Pacific Grove, California.",19,19,gpt-4o
A discovery of a hidden portrait unleashes a series of bizarre dreams and visions.,24,21,gpt-4o
The Scottish firefighter is eager to offer his assistance to the beautiful business owner.,25,24,gpt-4o
"Yet, despite his irresistible good nature, he seems to be hiding a painful past.",22,19,gpt-4o
These men stop at nothing to destroy their enemies.,13,13,gpt-4o
Will Jade find her answers before it's too late.,11,12,gpt-4o
Will she discover true love in the arms of her Scottish fireman.,16,17,gpt-4o
The White Raven cozy mystery series keeps you guessing until the end.,19,19,gpt-4o
"The newly orphaned Orina Vandeholt had wealth, beauty and aristocratic blood.",21,19,gpt-4o
"Yet in Mexico, a terrifying adventure awaited.",16,14,gpt-4o
Instead the young beauty is forced into marriage with their tall and arrogant leader.,21,20,gpt-4o
"Orina, his captive bride, cursed him for the Devil..",13,14,gpt-4o
to the time would change her mind..,7,10,gpt-4o
but he is more interested in her chequebook than herself.,15,17,gpt-4o
I sure hadn’t been half that self-aware in my student days.,14,17,gpt-4o
It was too late to turn my life upside down.,11,12,gpt-4o
"“I don’t just mean the artwork I restore, either.",12,15,gpt-4o
"I certainly didn’t pull away.“There’s…uh… something you should know,” I stammered.",20,24,gpt-4o
“I didn’t mention it before because it didn’t seem important.,17,18,gpt-4o
"But…uh…my ex, Toni…that stands for Antonia, you know.",15,17,gpt-4o
Not Anthony.”Celeste didn’t seem at all surprised.,12,15,gpt-4o
Her soft pink lips curved into a little smile as she nodded.,15,17,gpt-4o
"“Yes, I had more or less figured that out.",10,12,gpt-4o
"She continued in a perfectly frank, but hopeful tone.",14,15,gpt-4o
I thought we could get to know one another even better.”.,15,15,gpt-4o
They're in for the ride of their lives.,8,10,gpt-4o
"Stunned at the secret Beau reveals, Celeste is forced to make a life-altering decision.",22,21,gpt-4o
Ashlyn MacLeod’s life is all she ever wanted.,12,14,gpt-4o
The sight takes her breath away.,7,9,gpt-4o
And why does she feel such a magnetic connection to him.,15,15,gpt-4o
He told her that nothing could take her away from him ..,13,15,gpt-4o
He wasn't meant to love her...or even like her.,12,15,gpt-4o
But Jemima's effervescent charm and wicked sense of humor have Miles reevaluating everything.,27,24,gpt-4o
She certainly isn't bedazzled by his usual gifts or flirty one-liners.,21,19,gpt-4o
But Anna Sinclair’s soul calls out to him.,10,11,gpt-4o
The Transformation of Anna is the first book in the award-winning Cornerstone Deep series.,24,The sentence has 24 syllables.,gpt-4o
"BUY NOW, and enter the unforgettable world of Cornerstone Deep today.",19,20,gpt-4o
Warning: Contains subject matter that may be offensive to sensitive readers.,20,19,gpt-4o
Sekani’s headlong rush puts him in unexpected peril.,15,14,gpt-4o
To be this close to nirvana and walk away because I am coy.,17,17,gpt-4o
I closed my eyes tightly and swallowed down my fears.,12,13,gpt-4o
"He craved me, in any way he could get me.",11,13,gpt-4o
But there is more for Casey to be worried about than forbidden love.,18,17,gpt-4o
"To do that, she must walk a dangerous tightrope between desire and reality.",22,19,gpt-4o
And she soon begins to realise nothing will ever be the same again.,18,17,gpt-4o
"Cursed since the day of his creation, Seth has struggled with his identity.",19,19,gpt-4o
"Handed a dagger as a child, Kaitlyn O'Hara has slaughtered demons her entire life.",23,21,gpt-4o
Katie holds the key to help save humanity.,12,13,gpt-4o
"However, he could prove to be her biggest threat.",12,13,gpt-4o
He fights his desire to claim her.,9,10,gpt-4o
Together they wage war to protect humanity.,13,13,gpt-4o
She saw only one way out -- a cold leap into the Thames.,14,15,gpt-4o
And she would have done it if one man had not saved her.,13,15,gpt-4o
But now the danger had just begun for Alyna.,13,13,gpt-4o
Could Lord Dorrington save her one more time.,10,12,gpt-4o
Now she automatically steers away from any potentially domineering male..,22,21,gpt-4o
no matter how original or intriguing his approach.,15,15,gpt-4o
"Another Christmas season looms on the horizon, and Carly Devereaux is single.",22,19,gpt-4o
But she doesn’t have the best luck with men.,10,11,gpt-4o
"She’s already dated every broke, neurotic, emotionally unavailable man in a five-mile radius.",30,24,gpt-4o
"However, she’s determined to make this year different.",14,15,gpt-4o
"This Christmas, she’s going to find the perfect guy.",12,13,gpt-4o
If something can go wrong with her love life…it will.,12,14,gpt-4o
She’s spent her last year trimming the tree alone.,11,12,gpt-4o
Now all she has to do is beat the odds and find Mr.,14,15,gpt-4o
You know you've read a wonderful story when you can't stop smiling afterwards.,19,19,gpt-4o
"Is such a great start to the Maine Sullivans. Ashley, 5 stars.",15,17,gpt-4o
"Flynn Stewart, an award-winning screenwriter, seems to have the perfect Hollywood life.",21,21,gpt-4o
"Because of them, she had the courage to create a successful candy confection business.",23,21,gpt-4o
Flynn has never met anyone as cheerful and open as Cassie.,17,17,gpt-4o
"They love hard, laugh uproariously and live in the moment. 5 stars from Isha.",19,21,gpt-4o
"Sweet, charming, heartwarming and sexy in all the right ways. 5 stars from Marybeth.",20,21,gpt-4o
Can't Take My Eyes Off Of You.,7,9,gpt-4o
"RHIANNON, AN ORPHANED HUNTRESS, RAISED BY GREAT-HEARTED STRANGERS.",15,19,gpt-4o
Sienna always thought her type of man was slim and handsome.,15,17,gpt-4o
"An emotional, deeply passionate medieval romance.",15,15,gpt-4o
"“Just what I needed -- a nude, animalistic amnesiac with exhibitionist tendencies.",25,24,gpt-4o
Was this shift ever going to end.” -- Dr.,10,11,gpt-4o
She’s also seriously repressed; her ex convinced her she had no talent for sex.,21,21,gpt-4o
"Her life has enough low points, thank you very much.",12,13,gpt-4o
But it’s going to get worse… much worse.,9,12,gpt-4o
Because someone is trying to kill her.,10,10,gpt-4o
But he knows he doesn’t trust anyone but Janine to treat him.,16,17,gpt-4o
Something about ‘Red’ stirs his protective instincts…and his animal passions.,19,20,gpt-4o
If he can protect her from the killer -- and himself.,13,15,gpt-4o
Mary thought she could play the system.,9,10,gpt-4o
"Lewis, her sweetheart, exposes the ridiculousness of the plan, leaving them at square one.",23,22,gpt-4o
"Chad Singleton, twenty-nine and model gorgeous, works as a high-priced escort for wealthy men.",23,24,gpt-4o
"After all, it was his homophobic father who banished Chad years ago.",19,19,gpt-4o
"When he returns, he is thrown into the mystery surrounding how his father died.",21,19,gpt-4o
"Fortunately the sexy chief of police, Brett Ellers, has caught Chad's eye.",18,19,gpt-4o
"In Eden, everyone has an agenda, their motives as dark as the night.",19,19,gpt-4o
"In Eden, even the wealthy -- especially the wealthy -- play dirty.",17,17,gpt-4o
The wrong twin…or the right one.,7,10,gpt-4o
A Coltons of Roaring Springs romance.,9,11,gpt-4o
"Marketing exec Skye Colton suddenly disappears, putting the Roaring Springs Film Festival in jeopardy.",28,25,gpt-4o
"Enter Skye's identical twin, Phoebe, who poses as her sister.",17,17,gpt-4o
This new mother must follow her heart….,9,11,gpt-4o
"'Tis the season of love, forgiveness…and goodbyes.",12,13,gpt-4o
"Lady Sophia Carlton had led a pampered life, spoiled by her wealthy doting parents.",22,21,gpt-4o
It was Jareth who forced Sophia to be honest with herself and her motives.,20,19,gpt-4o
Her only salvation was the stranger.,10,11,gpt-4o
Conrad Wyatt was unlike any man she'd ever met.,14,12,gpt-4o
He was direct and forceful--unafraid to speak his mind or express his desires.,20,21,gpt-4o
"According to her mother, that's a good thing.",11,12,gpt-4o
Combine two hot guys and one lonely girl.,10,12,gpt-4o
When they say you better be careful what you wish for..,13,14,gpt-4o
 Remember Claire from Unraveling the Billionaire.,13,14,gpt-4o
"Beware, it’s hot in the kitchen.",8,10,gpt-4o
But does Kiku want him in return.,9,10,gpt-4o
Jessie was certain Slade had to love her.,10,12,gpt-4o
"No matter the obstacles, Slade will get her back.",12,13,gpt-4o
"The intriguing redhead is not only beautiful and smart, but gentle with her patients.",22,21,gpt-4o
But it soon becomes clear Samantha has a concerning secret she’s unwilling to share.,22,19,gpt-4o
But her ex-husband won't let her go.,9,11,gpt-4o
Will Reese convince Samantha to love again.,11,11,gpt-4o
"But she was just his lowly employee, and he called the shots....",15,17,gpt-4o
"Frightened by his newfound feelings, Lucas flees to Scotland.",14,17,gpt-4o
"He should turn Jess over to the Symbiosis of Species Council, SOSC.",18,19,gpt-4o
He rightly suspects that this female is his bloodmate.,13,15,gpt-4o
"But on this particular voyage, he found his task harder than usual.",19,17,gpt-4o
But people are not tame either.,8,10,gpt-4o
Morning brings the realization that she's alone -- and far off trail.,16,17,gpt-4o
until she meets him.Cole Reynolds is the devil disguised as a man.,17,21,gpt-4o
Especially once her new husband takes off his clothes and leads her to bed...,17,20,gpt-4o
"After two years in hiding, Angela Taylor knows her independence is worth it.",21,20,gpt-4o
"As long as she can escape her past, she has everything under control.",18,18,gpt-4o
Chris proves he can save lives -- and weaken a girl's knees.,12,16,gpt-4o
Her happiness or his safety: it shouldn't even be a choice.,16,17,gpt-4o
"Because when you love someone, you protect them, no matter the cost.",16,17,gpt-4o
"At least, that's what Angela keeps telling herself….",12,14,gpt-4o
Willie Adams is at the L.A.,9,9,gpt-4o
Equestrian Center shopping for her first horse.,12,13,gpt-4o
"He wasn’t the only one, either.",8,10,gpt-4o
"Bobby Fermino is not as handsome, nor as pleasant.",14,15,gpt-4o
On the condition -- that they get married.,10,12,gpt-4o
The lawyer's words echoed through Celia's mind.,11,12,gpt-4o
"Once, marrying Rick Harland was the only thing she'd wanted.",15,15,gpt-4o
"Now, four years later, she could scarcely contemplate it.",13,15,gpt-4o
"Perhaps a marriage of convenience, she thought.",11,13,gpt-4o
But Rick soon rid her mind of that possibility.,13,12,gpt-4o
How could she leave the perfect love they'd discovered.,12,15,gpt-4o
But how could it survive in an imperfect world.,12,13,gpt-4o
"She’s sexy, feisty and on the run from a cult leader.",14,15,gpt-4o
Calculating opportunist Tamara Post never cared what anyone thought about her—except for her sister.,29,25,gpt-4o
She dances on the edge of life…and death.,10,12,gpt-4o
Not all are meant to walk in the light.,9,11,gpt-4o
"In him, she sees something of herself and of what she could be.",15,17,gpt-4o
"Now duty faces off against the raw, overwhelming attraction she has for Mike.",21,20,gpt-4o
Even though on the surface they couldn't be more different.,15,15,gpt-4o
Read this series Anne L.,6,7,gpt-4o
Parks (Romantic Suspense Author of the Return to Me Series).,16,19,gpt-4o
Jayden Edwards doesn't do romantic relationships.,14,13,gpt-4o
Cameron Tovaren had his word turned completely upside down with just one phone call.,21,21,gpt-4o
Especially one who had no problem voicing her opinion.,15,17,gpt-4o
All it took was one touch and deep down they both knew.,12,15,gpt-4o
A grieving girl meets a boy with mystical powers in this passionate love story.,21,20,gpt-4o
"The boy -- intense, beautiful -- is Will Cohen, a newcomer to the island.",19,19,gpt-4o
To keep her from wasting away.,8,9,gpt-4o
"His meddling irritates Scarlett, though she can't deny her attraction to him.",20,19,gpt-4o
"As their relationship blossoms into love, Scarlett's body slowly awakens at Will's touch.",23,21,gpt-4o
A discovery that threatens to force them apart.,13,13,gpt-4o
"And if it does, Scarlett fears she will unravel all over again.",17,17,gpt-4o
Part Three of the Corsets and Carriages serial novels.,14,15,gpt-4o
“I will not be a wife in name only.”.,10,12,gpt-4o
“There can be no turning back once you have given yourself to me.”.,16,17,gpt-4o
"When independent Rebecca derides her best friend's brother for being a Dominant, he scoffs.",24,21,gpt-4o
