grapheme,ground_truth_phoneme,predicted_phoneme,model
allergic,əlˈɚdʒɪk,The General American English pronunciation of 'allergic' is /əˈlɝdʒɪk/.,gpt-3.5-turbo
alphabet,ˈælfəbˌɛt,The General American English pronunciation of 'alphabet' is /ˈælfəbɛt/.,gpt-3.5-turbo
alps,ˈælps,The General American English pronunciation of 'alps' is /ælps/.,gpt-3.5-turbo
ama,ˈɑːmə,The General American English pronunciation of 'ama' is /ˈeɪmə/.,gpt-3.5-turbo
amp,ˈæmp,The General American English pronunciation of 'amp' is /æmp/.,gpt-3.5-turbo
amps,ˈæmps,The General American English pronunciation of 'amps' is /æmps/.,gpt-3.5-turbo
analytical,ˌænəlˈɪtɪkəl,The General American English pronunciation of 'analytical' is /ˌænəˈlɪtɪkəl/.,gpt-3.5-turbo
anchorage,ˈæŋkɚədʒ,The General American English pronunciation of 'anchorage' is /ˈæŋkəɹɪdʒ/.,gpt-3.5-turbo
answer,ˈænsɚ,The General American English pronunciation of 'answer' is /ˈænsəɹ/.,gpt-3.5-turbo
answers,ˈænsɚz,The General American English pronunciation of 'answers' is /ˈænsərz/.,gpt-3.5-turbo
anthem,ˈænθəm,The General American English pronunciation of 'anthem' is /ˈænˌθɛm/.,gpt-3.5-turbo
anthropology,ˌænθɹəpˈɑːlədʒi,The General American English pronunciation of 'anthropology' is /ænˌθɹəˈpɑlədʒi/.,gpt-3.5-turbo
apologize,əpˈɑːlədʒˌaɪz,The General American English pronunciation of 'apologize' is /əˈpɑləˌdʒaɪz/.,gpt-3.5-turbo
apparently,əpˈɛɹəntli,The General American English phonemic transcription for 'apparently' is /əˈpærəntli/.,gpt-3.5-turbo
approximately,əpɹˈɑːksəmətli,The General American English pronunciation of 'approximately' is /əpˈɹɑksəmətli/.,gpt-3.5-turbo
aruba,ɚˈuːbə,The General American English pronunciation of 'Aruba' is /əˈɹuːbə/.,gpt-3.5-turbo
ascent,əsˈɛnt,The General American English pronunciation of 'ascent' is /əˈsɛnt/.,gpt-3.5-turbo
ask,ˈæsk,The General American English pronunciation of 'ask' is /æsk/.,gpt-3.5-turbo
asks,ˈæsks,The General American English pronunciation of 'asks' is /æsks/.,gpt-3.5-turbo
aspire,əspˈaɪɹ,The General American English pronunciation of 'aspire' is /əˈspaɪɹ/.,gpt-3.5-turbo
assembly,əsˈɛmbli,The General American English pronunciation of 'assembly' is /əˈsɛmbli/.,gpt-3.5-turbo
attentive,ətˈɛntɪv,The General American English pronunciation of 'attentive' is /əˈtɛntɪv/.,gpt-3.5-turbo
attitude,ˈætətˌud,The General American English pronunciation of 'attitude' is /ˈætəˌtud/.,gpt-3.5-turbo
attract,ətɹˈækt,The General American English pronunciation of 'attract' is /əˈtɹækt/.,gpt-3.5-turbo
attracted,ətɹˈæktəd,The General American English pronunciation of 'attracted' is /əˈtɹæktɪd/.,gpt-3.5-turbo
auction,ˈɑːkʃən,The General American English pronunciation of 'auction' is /ˈɔkʃən/.,gpt-3.5-turbo
automobile,ˈɔːtəmoʊbˌil,The General American English pronunciation of 'automobile' is /ˈɔtəmoʊˌbil/.,gpt-3.5-turbo
awake,əwˈeɪk,The General American English pronunciation of 'awake' is /əˈweɪk/.,gpt-3.5-turbo
azerbaijani,ˌɑzɚbaɪdʒˈɑːni,The General American English pronunciation of 'azerbaijani' is /ˌæzəɹbaɪˈdʒɑni/.,gpt-3.5-turbo
bahamas,bəhˈɑːməz,The General American English pronunciation of 'Bahamas' is /bəˈhɑməz/.,gpt-3.5-turbo
barber,bˈɑːɹbɚ,The General American English pronunciation of 'barber' is /ˈbɑɹbɚ/.,gpt-3.5-turbo
basement,bˈeɪsmənt,The General American English pronunciation of 'basement' is /ˈbeɪsmənt/.,gpt-3.5-turbo
basketball,bˈæskətbˌɔl,The General American English pronunciation of 'basketball' is /ˈbæskɪtˌbɔl/.,gpt-3.5-turbo
bathtub,bˈæθtəb,The General American English pronunciation of 'bathtub' is /ˈbæθtʌb/.,gpt-3.5-turbo
baxter,bˈækstɚ,The General American English pronunciation of 'baxter' is /ˈbæks.tɚ/.,gpt-3.5-turbo
beautifully,bjˈuːtəfli,The General American English pronunciation of 'beautifully' is /ˈbjutəfəli/.,gpt-3.5-turbo
beauty,bjˈuːti,The General American English pronunciation of 'beauty' is /ˈbjut.i/.,gpt-3.5-turbo
beaver,bˈiːvɚ,The General American English pronunciation of 'beaver' is /ˈbiːvɚ/.,gpt-3.5-turbo
behalf,bɪhˈæf,The General American English pronunciation of 'behalf' is /bɪˈhæf/.,gpt-3.5-turbo
beings,bˈiːɪŋz,The General American English pronunciation of 'beings' is /ˈbiːɪŋz/.,gpt-3.5-turbo
belong,bɪlˈɔːŋ,The General American English pronunciation of 'belong' is /bɪˈlɔŋ/.,gpt-3.5-turbo
belonged,bɪlˈɔːŋd,The General American English pronunciation of 'belonged' is /bɪˈlɔŋd/.,gpt-3.5-turbo
belonging,bɪlˈɔːŋɪŋ,The General American English pronunciation of 'belonging' is /bɪˈlɔŋɪŋ/.,gpt-3.5-turbo
belongs,bɪlˈɔːŋz,The General American English pronunciation of 'belongs' is /bɪˈlɔŋz/.,gpt-3.5-turbo
bend,bˈɛnd,The General American English pronunciation of 'bend' is /bɛnd/.,gpt-3.5-turbo
bending,bˈɛndɪŋ,The General American English pronunciation of 'bending' is /ˈbɛndɪŋ/.,gpt-3.5-turbo
beneficial,bˌɛnəfˈɪʃəl,The General American English pronunciation of 'beneficial' is /ˌbɛnəˈfɪʃəl/.,gpt-3.5-turbo
bent,bˈɛnt,The General American English pronunciation of 'bent' is /bɛnt/.,gpt-3.5-turbo
bethany,bˈɛθəni,The General American English pronunciation of 'bethany' is /bəˈθæni/.,gpt-3.5-turbo
bid,bˈɪd,The General American English pronunciation of 'bid' is /bɪd/.,gpt-3.5-turbo
bidding,bˈɪdɪŋ,The General American English pronunciation of 'bidding' is /ˈbɪdɪŋ/.,gpt-3.5-turbo
bids,bˈɪdz,The General American English pronunciation of 'bids' is /bɪdz/.,gpt-3.5-turbo
biker,bˈaɪkɚ,The General American English pronunciation of 'biker' is /ˈbaɪkɚ/.,gpt-3.5-turbo
bingo,bˈɪŋgoʊ,The General American English pronunciation of 'bingo' is /ˈbɪŋɡo/.,gpt-3.5-turbo
bird,bˈɚd,The General American English pronunciation of 'bird' is /bɝd/.,gpt-3.5-turbo
birds,bˈɚdz,The General American English pronunciation of 'birds' is /bɝːdz/.,gpt-3.5-turbo
blair,blˈɛɹ,The General American English pronunciation of 'Blair' is /blɛɹ/.,gpt-3.5-turbo
blazer,blˈeɪzɚ,The General American English pronunciation of 'blazer' is /ˈbleɪzɚ/.,gpt-3.5-turbo
blew,blˈuː,The General American English pronunciation of 'blew' is /bluː/.,gpt-3.5-turbo
bling,blˈaɪn,The General American English pronunciation of 'bling' is /blɪŋ/.,gpt-3.5-turbo
bliss,blˈɪs,The General American English pronunciation of 'bliss' is /blɪs/.,gpt-3.5-turbo
blitz,blˈɪts,The General American English pronunciation of 'blitz' is /blɪts/.,gpt-3.5-turbo
blow,blˈoʊ,The General American English pronunciation of 'blow' is /bloʊ/.,gpt-3.5-turbo
blown,blˈoʊn,The General American English pronunciation of 'blown' is /bloʊn/.,gpt-3.5-turbo
blows,blˈoʊz,The General American English pronunciation of 'blows' is /bloʊz/.,gpt-3.5-turbo
bondage,bˈɑːndɪdʒ,The General American English pronunciation of 'bondage' is /ˈbɑndɪdʒ/.,gpt-3.5-turbo
bonus,bˈoʊnəs,The General American English pronunciation of 'bonus' is /ˈboʊnəs/.,gpt-3.5-turbo
boone,bˈuːn,The General American English pronunciation of 'boone' is /bun/.,gpt-3.5-turbo
boot,bˈuːt,The General American English pronunciation of 'boot' is /but/.,gpt-3.5-turbo
boots,bˈuːts,The General American English pronunciation of 'boots' is /bʊts/.,gpt-3.5-turbo
bordeaux,bɔɹdˈoʊ,The General American English pronunciation of 'bordeaux' is /bɔɹˈdoʊ/.,gpt-3.5-turbo
border,bˈɔːɹdɚ,The General American English pronunciation of 'border' is /ˈbɔɹdəɹ/.,gpt-3.5-turbo
borders,bˈɔːɹdɚz,The General American English pronunciation of 'borders' is /ˈbɔɹdɚz/.,gpt-3.5-turbo
born,bˈɔːɹn,The General American English pronunciation of 'born' is /bɔrn/.,gpt-3.5-turbo
bottom,bˈɑːtəm,The General American English pronunciation of 'bottom' is /ˈbɑtəm/.,gpt-3.5-turbo
bottoms,bˈɑːtəmz,The General American English pronunciation of 'bottoms' is /ˈbɑtəmz/.,gpt-3.5-turbo
box,bˈɑːks,The General American English pronunciation of 'box' is /bɑks/.,gpt-3.5-turbo
boxes,bˈɑːksəz,The General American English pronunciation of 'boxes' is /ˈbɑksɪz/.,gpt-3.5-turbo
boxing,bˈɑːksɪŋ,The General American English pronunciation of 'boxing' is /ˈbɑksɪŋ/.,gpt-3.5-turbo
brass,bɹˈæs,The General American English pronunciation of 'brass' is /bɹæs/.,gpt-3.5-turbo
breeze,bɹˈiːz,The General American English pronunciation of 'breeze' is /bɹiz/.,gpt-3.5-turbo
brett,bɹˈɛt,The General American English pronunciation of 'brett' is /bɹɛt/.,gpt-3.5-turbo
brewing,bɹˈuːɪŋ,The General American English pronunciation of 'brewing' is /ˈbɹuɪŋ/.,gpt-3.5-turbo
bridal,bɹˈaɪdəl,The General American English pronunciation of 'bridal' is /ˈbɹaɪdəl/.,gpt-3.5-turbo
brigade,bɹəgˈeɪd,The General American English pronunciation of 'brigade' is /bɹɪˈɡeɪd/.,gpt-3.5-turbo
brit,bɹˈɪt,The General American English pronunciation of 'brit' is /bɹɪt/.,gpt-3.5-turbo
broker,bɹˈoʊkɚ,The General American English pronunciation of 'broker' is /ˈbroʊkɚ/.,gpt-3.5-turbo
brotherhood,bɹˈʌðɚhˌʊd,The General American English pronunciation of 'brotherhood' is /ˈbɹʌðɚhʊd/.,gpt-3.5-turbo
brutal,bɹˈuːtəl,The General American English pronunciation of 'brutal' is /ˈbɹutəl/.,gpt-3.5-turbo
bulk,bˈʌlk,The General American English pronunciation of 'bulk' is /bʌlk/.,gpt-3.5-turbo
bunny,bˈʌni,The General American English pronunciation of 'bunny' is /ˈbʌni/.,gpt-3.5-turbo
burst,bˈɚst,The General American English pronunciation of 'burst' is /bɝst/.,gpt-3.5-turbo
bursting,bˈɚstɪŋ,The General American English pronunciation of 'bursting' is /ˈbɝstɪŋ/.,gpt-3.5-turbo
burundi,bɚˈʌndi,The General American English pronunciation of 'Burundi' is /bəˈɹʊndi/.,gpt-3.5-turbo
businesses,bˈɪznəsəz,The General American English pronunciation of 'businesses' is /ˈbɪznəsɪz/.,gpt-3.5-turbo
but,bˈʌt,The General American English pronunciation of 'but' is /bʌt/.,gpt-3.5-turbo
by,bˈaɪ,The General American English pronunciation of 'by' is /baɪ/.,gpt-3.5-turbo
bye,bˈaɪ,The General American English pronunciation of 'bye' is /baɪ/.,gpt-3.5-turbo
bypass,bˈaɪpˌæs,The General American English pronunciation of 'bypass' is /ˈbaɪˌpæs/.,gpt-3.5-turbo
cafe,kəfˈeɪ,The General American English pronunciation of 'cafe' is /kæˈfeɪ/.,gpt-3.5-turbo
calculator,kˈælkjəlˌeɪtɚ,The General American English pronunciation of 'calculator' is /ˈkælkyəˌleɪtɚ/.,gpt-3.5-turbo
calibration,kˌæləbɹˈeɪʃən,The General American English pronunciation of 'calibration' is /ˌkælɪˈbreɪʃən/.,gpt-3.5-turbo
caller,kˈɔːlɚ,The General American English pronunciation of 'caller' is /ˈkɔlɚ/.,gpt-3.5-turbo
calorie,kˈælɚi,The General American English pronunciation of 'calorie' is /ˈkæləɹi/.,gpt-3.5-turbo
cambridge,kˈeɪmbɹɪdʒ,The General American English pronunciation of 'Cambridge' is /ˈkeɪm.bɹɪdʒ/.,gpt-3.5-turbo
came,kˈeɪm,The General American English pronunciation of 'came' is /keɪm/.,gpt-3.5-turbo
capital,kˈæpətəl,The General American English pronunciation of 'capital' is /ˈkæpɪtəl/.,gpt-3.5-turbo
catalyst,kˈætələst,The General American English pronunciation of 'catalyst' is /ˈkætəlɪst/.,gpt-3.5-turbo
cautious,kˈɔːʃəs,The General American English pronunciation of 'cautious' is /ˈkɔʃəs/.,gpt-3.5-turbo
cd,sˈiːdˈiː,"The word 'cd' does not have a standard General American English pronunciation as it is an abbreviation for ""compact disc"" and is typically pronounced as individual letters ""C D"" in speech.",gpt-3.5-turbo
cecilia,sɪsˈiːljə,The General American English pronunciation of 'Cecilia' is /səˈsɪliə/.,gpt-3.5-turbo
centennial,sɛntˈɛniəl,The General American English pronunciation of 'centennial' is /ˌsɛnˈtɛniəl/.,gpt-3.5-turbo
centre,sˈɛntɚ,"The General American English pronunciation of 'centre' is not commonly used in American English. In GAE, the word 'centre' is typically pronounced as 'center'. The phonemic transcription for 'center' in GAE is /ˈsɛntər/.",gpt-3.5-turbo
centres,sˈɛntɚz,The General American English pronunciation of 'centres' is /ˈsɛntɚz/.,gpt-3.5-turbo
certainty,sˈɚtənti,The General American English pronunciation of 'certainty' is /ˈsɝtənti/.,gpt-3.5-turbo
chang,tʃˈæŋ,The General American English pronunciation of 'chang' is /tʃeɪŋ/.,gpt-3.5-turbo
characteristic,kˌɛɹəktɚˈɪstɪk,The General American English pronunciation of 'characteristic' is /ˌkærəktəˈɹɪstɪk/.,gpt-3.5-turbo
chat,tʃˈæt,The General American English pronunciation of 'chat' is /tʃæt/.,gpt-3.5-turbo
chats,tʃˈæts,The General American English pronunciation of 'chats' is /tʃæts/.,gpt-3.5-turbo
chatting,tʃˈætɪŋ,The General American English pronunciation of 'chatting' is /ˈtʃætɪŋ/.,gpt-3.5-turbo
cheat,tʃˈiːt,The General American English pronunciation of 'cheat' is /tʃit/.,gpt-3.5-turbo
cheating,tʃˈiːtɪŋ,The General American English pronunciation of 'cheating' is /ˈtʃitɪŋ/.,gpt-3.5-turbo
cheats,tʃˈiːts,The General American English pronunciation of 'cheats' is /tʃits/.,gpt-3.5-turbo
chef,ʃˈɛf,The General American English pronunciation of 'chef' is /ʃɛf/.,gpt-3.5-turbo
chest,tʃˈɛst,The General American English pronunciation of 'chest' is /tʃɛst/.,gpt-3.5-turbo
chests,tʃˈɛsts,The General American English pronunciation of 'chests' is /tʃɛsts/.,gpt-3.5-turbo
chevron,ʃˈɛvɹən,The General American English pronunciation of 'chevron' is /ˈʃɛvɹən/.,gpt-3.5-turbo
chic,ʃˈiːk,The General American English pronunciation of 'chic' is /ʃiːk/.,gpt-3.5-turbo
chicken,tʃˈɪkən,The General American English pronunciation of 'chicken' is /ˈtʃɪkən/.,gpt-3.5-turbo
chickens,tʃˈɪkənz,The General American English pronunciation of 'chickens' is /ˈtʃɪkənz/.,gpt-3.5-turbo
chrome,kɹˈoʊm,The General American English pronunciation of 'chrome' is /kɹoʊm/.,gpt-3.5-turbo
clash,klˈæʃ,The General American English pronunciation of 'clash' is /klæʃ/.,gpt-3.5-turbo
clearance,klˈɪɹəns,The General American English pronunciation of 'clearance' is /ˈklɪɹəns/.,gpt-3.5-turbo
climax,klˈaɪmˌæks,The General American English pronunciation of 'climax' is /ˈklaɪmæks/.,gpt-3.5-turbo
clinton,klˈɪntən,The General American English pronunciation of 'clinton' is /ˈklɪntən/.,gpt-3.5-turbo
cloves,klˈoʊvz,The General American English pronunciation of 'cloves' is /kloʊvz/.,gpt-3.5-turbo
clutter,klˈʌtɚ,The General American English pronunciation of 'clutter' is /ˈklʌtəɹ/.,gpt-3.5-turbo
coalition,kˌoʊəlˈɪʃən,The General American English pronunciation of 'coalition' is /ˌkoʊ.lɪˈʃən/.,gpt-3.5-turbo
code,kˈoʊd,The General American English pronunciation of 'code' is /koʊd/.,gpt-3.5-turbo
codes,kˈoʊdz,The General American English pronunciation of 'codes' is /koʊdz/.,gpt-3.5-turbo
col,kˈoʊl,The General American English pronunciation of 'col' is /kɑl/.,gpt-3.5-turbo
cole,kˈoʊl,The General American English pronunciation of 'cole' is /koʊl/.,gpt-3.5-turbo
colleague,kˈɑːlig,The General American English pronunciation of 'colleague' is /ˈkɑːliɡ/.,gpt-3.5-turbo
colleagues,kˈɑːligz,The General American English pronunciation of 'colleagues' is /ˈkɑlɪɡz/.,gpt-3.5-turbo
collected,kəlˈɛktəd,The General American English pronunciation of 'collected' is /kəˈlɛktɪd/.,gpt-3.5-turbo
collecting,kəlˈɛktɪŋ,The General American English pronunciation of 'collecting' is /kəˈlɛktɪŋ/.,gpt-3.5-turbo
color,kˈʌlɚ,The General American English pronunciation of 'color' is /ˈkʌlɚ/.,gpt-3.5-turbo
colored,kˈʌlɚd,The General American English pronunciation of 'colored' is /ˈkʌləɹd/.,gpt-3.5-turbo
colors,kˈʌlɚz,The General American English pronunciation of 'colors' is /ˈkʌlɚz/.,gpt-3.5-turbo
comeback,kˈʌmbˌæk,The General American English pronunciation of 'comeback' is /ˈkʌmbæk/.,gpt-3.5-turbo
comet,kˈɑːmət,The General American English pronunciation of 'comet' is /ˈkɑmɪt/.,gpt-3.5-turbo
comfy,kˈʌmfi,The General American English pronunciation of 'comfy' is /ˈkʌmfi/.,gpt-3.5-turbo
commerce,kˈɑːmɚs,The General American English pronunciation of 'commerce' is /ˈkɑmɝs/.,gpt-3.5-turbo
commonly,kˈɑːmənli,The General American English pronunciation of 'commonly' is /ˈkɑmənli/.,gpt-3.5-turbo
commute,kəmjˈuːt,The General American English pronunciation of 'commute' is /kəˈmjut/.,gpt-3.5-turbo
comp,kˈɑːmp,The General American English pronunciation of 'comp' is /kɑmp/.,gpt-3.5-turbo
compartment,kəmpˈɑːɹtmənt,The General American English pronunciation of 'compartment' is /kəmˈpɑɹtmənt/.,gpt-3.5-turbo
complaints,kəmplˈeɪnts,The General American English pronunciation of 'complaints' is /kəmˈpleɪnts/.,gpt-3.5-turbo
completely,kəmplˈiːtli,The General American English pronunciation of 'completely' is /kəmˈpliːtli/.,gpt-3.5-turbo
compute,kəmpjˈuːt,The General American English pronunciation of 'compute' is /kəmˈpjut/.,gpt-3.5-turbo
computing,kəmpjˈuːtɪŋ,The General American English pronunciation of 'computing' is /kəmˈpjuːtɪŋ/.,gpt-3.5-turbo
con,kˈɑːn,The General American English pronunciation of 'con' is /kɑn/.,gpt-3.5-turbo
conclude,kənklˈuːd,The General American English pronunciation of 'conclude' is /kənˈklud/.,gpt-3.5-turbo
concluded,kənklˈuːdəd,The General American English pronunciation of 'concluded' is /kənˈkludɪd/.,gpt-3.5-turbo
concludes,kənklˈuːdz,The General American English pronunciation of 'concludes' is /kənˈkludz/.,gpt-3.5-turbo
condominium,kˌɑndəmˈɪniəm,The General American English pronunciation of 'condominium' is /ˌkɑndəˈmɪniəm/.,gpt-3.5-turbo
confession,kənfˈɛʃən,The General American English pronunciation of 'confession' is /kənˈfɛʃən/.,gpt-3.5-turbo
confetti,kənfˈɛti,The General American English pronunciation of 'confetti' is /kənˈfɛti/.,gpt-3.5-turbo
configure,kənfˈɪgjɚ,The General American English pronunciation of 'configure' is /kənˈfɪɡjʊɹ/.,gpt-3.5-turbo
connections,kənˈɛkʃənz,The General American English pronunciation of 'connections' is /kəˈnɛkʃənz/.,gpt-3.5-turbo
consent,kənsˈɛnt,The General American English pronunciation of 'consent' is /kənˈsɛnt/.,gpt-3.5-turbo
consider,kənsˈɪdɚ,The General American English pronunciation of 'consider' is /kənˈsɪdɚ/.,gpt-3.5-turbo
consideration,kənsˌɪdɚˈeɪʃən,The General American English pronunciation of 'consideration' is /kənˌsɪdəˈɹeɪʃən/.,gpt-3.5-turbo
consideration,kənsˌɪdɚˈeɪʃən,The General American English pronunciation of 'consideration' is /kənˌsɪdəˈɹeɪʃən/.,gpt-3.5-turbo
considered,kənsˈɪdɚd,The General American English pronunciation of 'considered' is /kənˈsɪdɚd/.,gpt-3.5-turbo
considering,kənsˈɪdɚɪŋ,The General American English pronunciation of 'considering' is /kənˈsɪdəɹɪŋ/.,gpt-3.5-turbo
considers,kənsˈɪdɚz,The General American English pronunciation of 'considers' is /kənˈsɪdərz/.,gpt-3.5-turbo
constitute,kˈɑːnstətˌut,The General American English pronunciation of 'constitute' is /ˈkɑnstəˌtut/.,gpt-3.5-turbo
constitutes,kˈɑːnstətˌuts,The General American English pronunciation of 'constitutes' is /ˈkɑnstɪˌtuts/.,gpt-3.5-turbo
consumption,kənsˈʌmpʃən,The General American English pronunciation of 'consumption' is /kənˈsʌmpʃən/.,gpt-3.5-turbo
contingent,kəntˈɪndʒənt,The General American English pronunciation of 'contingent' is /kənˈtɪndʒənt/.,gpt-3.5-turbo
continuously,kəntˈɪnjuəsli,The General American English pronunciation of 'continuously' is /kənˈtɪnjuəsli/.,gpt-3.5-turbo
continuum,kəntˈɪnjuəm,The General American English pronunciation of 'continuum' is /kənˈtɪnjuəm/.,gpt-3.5-turbo
controller,kəntɹˈoʊlɚ,The General American English pronunciation of 'controller' is /kənˈtɹoʊləɹ/.,gpt-3.5-turbo
converted,kənvˈɚtɪd,The General American English pronunciation of 'converted' is /kənˈvɝtɪd/.,gpt-3.5-turbo
convince,kənvˈɪns,The General American English pronunciation of 'convince' is /kənˈvɪns/.,gpt-3.5-turbo
convinced,kənvˈɪnst,The General American English pronunciation of 'convinced' is /kənˈvɪnst/.,gpt-3.5-turbo
convincing,kənvˈɪnsɪŋ,The General American English pronunciation of 'convincing' is /kənˈvɪnsɪŋ/.,gpt-3.5-turbo
cookbook,kˈʊkbˌʊk,The General American English pronunciation of 'cookbook' is /ˈkʊkˌbʊk/.,gpt-3.5-turbo
cooker,kˈʊkɚ,The General American English pronunciation of 'cooker' is /ˈkʊkɚ/.,gpt-3.5-turbo
cookies,kˈʊkiz,The General American English pronunciation of 'cookies' is /ˈkʊkiz/.,gpt-3.5-turbo
cor,kˈɔːɹ,The General American English pronunciation of 'cor' is /kɔɹ/.,gpt-3.5-turbo
corrections,kɚˈɛkʃənz,The General American English pronunciation of 'corrections' is /kəˈɹɛkʃənz/.,gpt-3.5-turbo
correspondent,kˌɔɹəspˈɑːndənt,The General American English pronunciation of 'correspondent' is /ˌkɔːrəˈspɑːndənt/.,gpt-3.5-turbo
corruption,kɚˈʌpʃən,The General American English pronunciation of 'corruption' is /kəˈrʌpʃən/.,gpt-3.5-turbo
cosy,kˈoʊzi,The General American English pronunciation of 'cosy' is /ˈkoʊzi/.,gpt-3.5-turbo
cougar,kˈuːgɚ,The General American English pronunciation of 'cougar' is /ˈkuːɡɚ/.,gpt-3.5-turbo
counter,kˈaʊntɚ,The General American English pronunciation of 'counter' is /ˈkaʊntɚ/.,gpt-3.5-turbo
countries,kˈʌntɹiz,The General American English pronunciation of 'countries' is /ˈkʌntɹiz/.,gpt-3.5-turbo
courses,kˈɔːɹsəz,The General American English pronunciation of 'courses' is /ˈkɔɹsɪz/.,gpt-3.5-turbo
courteous,kˈɚtiəs,The General American English pronunciation of 'courteous' is /ˈkɜrtiəs/.,gpt-3.5-turbo
cpu,kˈuː,The General American English pronunciation of 'CPU' is /siːpiːjuː/.,gpt-3.5-turbo
cradle,kɹˈeɪdəl,The General American English pronunciation of 'cradle' is /ˈkɹeɪdəl/.,gpt-3.5-turbo
crash,kɹˈæʃ,The General American English pronunciation of 'crash' is /kɹæʃ/.,gpt-3.5-turbo
crashed,kɹˈæʃt,The General American English pronunciation of 'crashed' is /kræʃt/.,gpt-3.5-turbo
crashes,kɹˈæʃɪz,The General American English pronunciation of 'crashes' is /ˈkræʃɪz/.,gpt-3.5-turbo
crashing,kɹˈæʃɪŋ,The General American English pronunciation of 'crashing' is /ˈkɹæʃɪŋ/.,gpt-3.5-turbo
crazy,kɹˈeɪzi,The General American English pronunciation of 'crazy' is /ˈkɹeɪzi/.,gpt-3.5-turbo
creamy,kɹˈiːmi,The General American English pronunciation of 'creamy' is /ˈkɹiːmi/.,gpt-3.5-turbo
creed,kɹˈiːd,The General American English pronunciation of 'creed' is /kɹid/.,gpt-3.5-turbo
creep,kɹˈiːp,The General American English pronunciation of 'creep' is /kɹip/.,gpt-3.5-turbo
crest,kɹˈɛst,The General American English pronunciation of 'crest' is /kɹɛst/.,gpt-3.5-turbo
crib,kɹˈɪb,The General American English pronunciation of 'crib' is /kɹɪb/.,gpt-3.5-turbo
cricket,kɹˈɪkət,The General American English pronunciation of 'cricket' is /ˈkrɪkɪt/.,gpt-3.5-turbo
criminal,kɹˈɪmənəl,The General American English pronunciation of 'criminal' is /ˈkrɪmənəl/.,gpt-3.5-turbo
croatian,kɹoʊˈeɪʃən,The General American English pronunciation of 'Croatian' is /kɹoʊˈeɪʃən/.,gpt-3.5-turbo
crochet,kɹoʊʃˈeɪ,The General American English pronunciation of 'crochet' is /kɹoʊˈʃeɪ/.,gpt-3.5-turbo
crush,kɹˈʌʃ,The General American English pronunciation of 'crush' is /kɹʌʃ/.,gpt-3.5-turbo
crushed,kɹˈʌʃt,The General American English pronunciation of 'crushed' is /krʌʃt/.,gpt-3.5-turbo
crushing,kɹˈʌʃɪŋ,The General American English pronunciation of 'crushing' is /ˈkɹʌʃɪŋ/.,gpt-3.5-turbo
cubic,kjˈuːbɪk,The General American English pronunciation of 'cubic' is /ˈkjubɪk/.,gpt-3.5-turbo
cuisine,kwɪzˈiːn,The General American English pronunciation of 'cuisine' is /kwɪˈzin/.,gpt-3.5-turbo
cumming,kˈʌmɪŋ,The General American English pronunciation of 'cumming' is /ˈkʌmɪŋ/.,gpt-3.5-turbo
custody,kˈʌstədi,The General American English pronunciation of 'custody' is /ˈkʌstədi/.,gpt-3.5-turbo
customer,kˈʌstəmɚ,The General American English pronunciation of 'customer' is /ˈkʌstəmɚ/.,gpt-3.5-turbo
customers,kˈʌstəmɚz,The General American English pronunciation of 'customers' is /ˈkʌstəmɚz/.,gpt-3.5-turbo
