grapheme,ground_truth_phoneme,predicted_phoneme,model
aftereffect,ˈæftɚəfˌɛkt,The General American English pronunciation of 'aftereffect' is /ˈæftɚˌɛfɛkt/.,gpt-3.5-turbo
afterthought,ˈæftɚθˌɑt,The General American English pronunciation of 'afterthought' is /ˈæftɚˌθɔt/.,gpt-3.5-turbo
ahasuerus,əhˌæʃəwˈɛɹəs,The General American English pronunciation of 'ahasuerus' is /əˌhæˈswɛɹəs/.,gpt-3.5-turbo
aileron,ˈeɪlɚˌɑn,The General American English pronunciation of 'aileron' is /ˈeɪləˌɹɑn/.,gpt-3.5-turbo
ainu,ˈeɪnu,The General American English pronunciation of 'ainu' is /ˈeɪnu/.,gpt-3.5-turbo
akasa,əkˈɑːsə,The General American English pronunciation of 'akasa' is /əˈkeɪsə/.,gpt-3.5-turbo
akhi,ˈɑːki,The General American English pronunciation of 'akhi' is /ˈɑki/.,gpt-3.5-turbo
alcaide,ˈælkˌeɪd,The General American English pronunciation of 'alcaide' is /ˈælkəɪd/.,gpt-3.5-turbo
alcool,ˈælkˌul,The General American English pronunciation of 'alcool' is /ˈælkəl/.,gpt-3.5-turbo
alfalfa,ˌælfˈælfə,The General American English pronunciation of 'alfalfa' is /ælˈfælfə/.,gpt-3.5-turbo
alibi,ˈæləbˌaɪ,The General American English pronunciation of 'alibi' is /ˈæləˌbaɪ/.,gpt-3.5-turbo
alim,ˈælɪm,The General American English pronunciation of 'alim' is /ˈælɪm/.,gpt-3.5-turbo
alkin,ˈælkɪn,The General American English pronunciation of 'alkin' is /ˈælkɪn/.,gpt-3.5-turbo
alliyah,əlˈaɪə,The General American English pronunciation of 'alliyah' is /əˈlaɪə/.,gpt-3.5-turbo
allusion,əlˈuːʒən,The General American English pronunciation of 'allusion' is /əˈluʒən/.,gpt-3.5-turbo
alogliptin,ˌæləgˈɛtɪpən,The General American English pronunciation of 'alogliptin' is /əˈlɑɡlɪptɪn/.,gpt-3.5-turbo
alphabets,ˈælfəbˌɛts,The General American English pronunciation of 'alphabets' is /ˈælfəbɪts/.,gpt-3.5-turbo
altaic,æltˈeɪɪk,The General American English pronunciation of 'altaic' is /ælˈteɪɪk/.,gpt-3.5-turbo
alternately,ˈɔːltɚnətli,The General American English pronunciation of 'alternately' is /ˈɔːltɚnətli/.,gpt-3.5-turbo
amharic,ˈæmhɚɪk,The General American English pronunciation of 'amharic' is /æmˈhærɪk/.,gpt-3.5-turbo
amigos,əmˈiːgˌoʊz,The General American English pronunciation of 'amigos' is /əˈmigoʊz/.,gpt-3.5-turbo
amigurumi,ˌæmgɪɹˈuːmi,The General American English pronunciation of 'amigurumi' is /ˌɑːmɪˈɡʊɹəmi/.,gpt-3.5-turbo
ammonia,əmˈoʊnjə,The General American English pronunciation of 'ammonia' is /əˈmoʊniə/.,gpt-3.5-turbo
amped,ˈæmpt,The General American English pronunciation of 'amped' is /æmpt/.,gpt-3.5-turbo
amphibian,æmfˈɪbiən,The General American English pronunciation of 'amphibian' is /æmˈfɪbiən/.,gpt-3.5-turbo
amping,ˈæmpɪŋ,The General American English pronunciation of 'amping' is /ˈæmpɪŋ/.,gpt-3.5-turbo
amulets,ˈæmjələts,The General American English pronunciation of 'amulets' is /ˈæmjəlɪts/.,gpt-3.5-turbo
amusingly,əmjˈuːzɪŋli,The General American English pronunciation of 'amusingly' is /əˈmjuːzɪŋli/.,gpt-3.5-turbo
anabolic,ˌænəbˈɑːlɪk,The General American English pronunciation of 'anabolic' is /ˌænəˈbɑlɪk/.,gpt-3.5-turbo
androgyny,ændɹˈɔːdʒəni,The General American English pronunciation of 'androgyny' is /ænˈdrɑdʒəni/.,gpt-3.5-turbo
anew,ənˈuː,The General American English pronunciation of 'anew' is /əˈnju/.,gpt-3.5-turbo
angioplasty,ˈændʒiəplˌæsti,The General American English pronunciation of 'angioplasty' is /ˈændʒiəˌplæsti/.,gpt-3.5-turbo
animosity,ˌænəmˈɑːsəti,The General American English pronunciation of 'animosity' is /ˌænəˈmɑsəti/.,gpt-3.5-turbo
anion,ˈeɪniən,The General American English pronunciation of 'anion' is /ˈænˌaɪən/.,gpt-3.5-turbo
ankylosaurus,ˌæŋkələsˈɔːɹəs,The General American English pronunciation of 'ankylosaurus' is /ˌæŋkəloʊˈsɔːrəs/.,gpt-3.5-turbo
annal,ˈænəl,The General American English pronunciation of 'annal' is /ˈænəl/.,gpt-3.5-turbo
annoyance,ənˈɔɪəns,The General American English pronunciation of 'annoyance' is /əˈnɔɪəns/.,gpt-3.5-turbo
anoint,ənˈɔɪnt,The General American English pronunciation of 'anoint' is /əˈnɔɪnt/.,gpt-3.5-turbo
anointed,ənˈɔɪntəd,The General American English pronunciation of 'anointed' is /əˈnɔɪntɪd/.,gpt-3.5-turbo
anonymity,ˌænənˈɪmɪti,The General American English pronunciation of 'anonymity' is /ˌænəˈnɪməti/.,gpt-3.5-turbo
anteroom,æntɚˈʊm,The General American English pronunciation of 'anteroom' is /ˈæntəˌɹum/.,gpt-3.5-turbo
anthems,ˈænθəmz,The General American English pronunciation of 'anthems' is /ˈænˌθɛmz/.,gpt-3.5-turbo
anthropocentrism,ˌænθɹəpətɹˈɪsənz,The General American English pronunciation of 'anthropocentrism' is /ˌænθɹoʊpoʊˈsɛntɹɪzəm/.,gpt-3.5-turbo
anthroposophy,ˌænθɹəpˈɑːzəpi,The General American English pronunciation of 'anthroposophy' is /ˌænθɹəˈpɑsəfi/.,gpt-3.5-turbo
antioch,ˈæntiˌɑk,The General American English pronunciation of 'Antioch' is /ˈæntiˌɑk/.,gpt-3.5-turbo
antiope,ˈæntiˌoʊp,The General American English pronunciation of 'antiope' is /ˈæntiˌoʊpi/.,gpt-3.5-turbo
antiphon,ˈæntəfˌɑn,The General American English pronunciation of 'antiphon' is /ˈæntɪˌfɑn/.,gpt-3.5-turbo
antipodal,æntˈɪpədəl,The General American English pronunciation of 'antipodal' is /ænˈtɪpədəl/.,gpt-3.5-turbo
antipollution,ˌæntəpəlˈeɪʃəp,The General American English pronunciation of 'antipollution' is /ˌæntiˌpəˈluʃən/.,gpt-3.5-turbo
antiquities,æntˈɪkwətiz,The General American English pronunciation of 'antiquities' is /ænˈtɪkwətiz/.,gpt-3.5-turbo
antler,ˈæntlɚ,The General American English pronunciation of 'antler' is /ˈæntlɚ/.,gpt-3.5-turbo
antony,ˈæntəni,The General American English pronunciation of 'antony' is /ˈæntəni/.,gpt-3.5-turbo
antsy,ˈæntsi,The General American English pronunciation of 'antsy' is /ˈæntsi/.,gpt-3.5-turbo
antwerp,ˈæntwɚp,The General American English pronunciation of 'antwerp' is /ˈæntwɜrp/.,gpt-3.5-turbo
anythings,ˈɛniθˌɪŋz,The General American English pronunciation of 'anythings' is /ˈɛniˌθɪŋz/.,gpt-3.5-turbo
apogee,ˈæpədʒˌi,The General American English pronunciation of 'apogee' is /ˈæpədʒi/.,gpt-3.5-turbo
appian,ˈæpiən,The General American English pronunciation of 'appian' is /ˈæpiən/.,gpt-3.5-turbo
apport,əpˈɔːɹt,The General American English pronunciation of 'apport' is /ˈæpɔɹt/.,gpt-3.5-turbo
appreciable,əpɹˈiːʃəbəl,The General American English pronunciation of 'appreciable' is /əˈpɹiːʃiəbəl/.,gpt-3.5-turbo
apprehend,ˌæpɹɪhˈɛnd,The General American English pronunciation of 'apprehend' is /ˌæpɹɪˈhɛnd/.,gpt-3.5-turbo
apprehension,ˌæpɹɪhˈɛnʃən,The General American English pronunciation of 'apprehension' is /ˌæpɹɪˈhɛnʃən/.,gpt-3.5-turbo
approximation,əpɹˌɑksəmˈeɪʃən,The General American English pronunciation of 'approximation' is /əˌpɹɑk.səˈmeɪ.ʃən/.,gpt-3.5-turbo
ard,ˈɑːɹd,The General American English pronunciation of 'ard' is /ɑɹd/.,gpt-3.5-turbo
arenas,ɚˈiːnəz,The General American English pronunciation of 'arenas' is /əˈɹinəz/.,gpt-3.5-turbo
armagh,ˈɑːɹməg,The General American English pronunciation of 'Armagh' is /ˈɑɹmɑ/.,gpt-3.5-turbo
arouse,ɚˈaʊz,The General American English pronunciation of 'arouse' is /əˈɹaʊz/.,gpt-3.5-turbo
aroused,ɚˈaʊzd,The General American English pronunciation of 'aroused' is /əˈɹaʊzd/.,gpt-3.5-turbo
arousing,ɚˈaʊzɪŋ,The General American English pronunciation of 'arousing' is /əˈɹaʊzɪŋ/.,gpt-3.5-turbo
arpanet,ˈɑːɹpənˌɛt,The General American English pronunciation of 'arpanet' is /ˈɑɹpəˌnɛt/.,gpt-3.5-turbo
arraign,ɚˈeɪn,The General American English pronunciation of 'arraign' is /əˈreɪn/.,gpt-3.5-turbo
arraigned,ɚˈeɪnd,The General American English pronunciation of 'arraigned' is /əˈreɪnd/.,gpt-3.5-turbo
arraigns,ɚˈeɪnz,The General American English pronunciation of 'arraigns' is /əˈreɪnz/.,gpt-3.5-turbo
arrears,ɚˈɪɹz,The General American English pronunciation of 'arrears' is /əˈrɪɹz/.,gpt-3.5-turbo
aseptic,əsˈɛptɪk,The General American English pronunciation of 'aseptic' is /əˈsɛptɪk/.,gpt-3.5-turbo
ashen,ˈæʃən,The General American English pronunciation of 'ashen' is /ˈæʃən/.,gpt-3.5-turbo
asper,ˈæspɚ,The General American English pronunciation of 'asper' is /ˈæspɚ/.,gpt-3.5-turbo
assimilate,əsˈɪməlˌeɪt,The General American English pronunciation of 'assimilate' is /əˈsɪməˌleɪt/.,gpt-3.5-turbo
assize,əsˈaɪz,The General American English pronunciation of 'assize' is /əˈsaɪz/.,gpt-3.5-turbo
asswipe,əswˈaɪp,The General American English pronunciation of 'asswipe' is /ˈæswaɪp/.,gpt-3.5-turbo
assyrian,əsˈɪɹiən,The General American English pronunciation of 'assyrian' is /əˈsɪɹiən/.,gpt-3.5-turbo
astatine,ˈæstətˌin,The General American English pronunciation of 'astatine' is /ˈæstəˌtaɪn/.,gpt-3.5-turbo
asynchronous,ˈeɪsˈɪŋkɹənəs,The General American English pronunciation of 'asynchronous' is /ˌeɪsɪŋˈkrɑnəs/.,gpt-3.5-turbo
atavism,ˈætəvɪzəm,The General American English pronunciation of 'atavism' is /ˈætəˌvɪzəm/.,gpt-3.5-turbo
athanor,ˈæθənɚ,The General American English pronunciation of 'athanor' is /ˈæθənɔɹ/.,gpt-3.5-turbo
atheism,əθˈaɪsəm,The General American English pronunciation of 'atheism' is /ˈeɪθiˌɪzəm/.,gpt-3.5-turbo
attacker,ətˈækɚ,The General American English pronunciation of 'attacker' is /əˈtækɚ/.,gpt-3.5-turbo
atter,ˈætɚ,The General American English pronunciation of 'atter' is /ˈætəɹ/.,gpt-3.5-turbo
atwitter,ˈætwˌɪtɚ,The General American English pronunciation of 'atwitter' is /əˈtwɪtəɹ/.,gpt-3.5-turbo
audax,ˈɔːdæks,The General American English pronunciation of 'audax' is /ˈɔdæks/.,gpt-3.5-turbo
audiology,ˌɔdiˈɑːlədʒi,The General American English pronunciation of 'audiology' is /ɔˈdɪɑlədʒi/.,gpt-3.5-turbo
augury,ˈɔːgɚi,The General American English pronunciation of 'augury' is /ˈɔɡjəri/.,gpt-3.5-turbo
auguste,ˈɔːgəst,The General American English pronunciation of 'auguste' is /ɔˈɡʌst/.,gpt-3.5-turbo
auspice,ˈɔːspɪs,The General American English pronunciation of 'auspice' is /ˈɔːspɪs/.,gpt-3.5-turbo
austen,ˈɔːstɪn,The General American English pronunciation of 'austen' is /ˈɔstən/.,gpt-3.5-turbo
austinites,ˈɔːstənˌaɪts,The General American English pronunciation of 'austinites' is /ɔːˈstɪnˌaɪts/.,gpt-3.5-turbo
austronesian,ˌɔstɹənˈiːʒən,The General American English pronunciation of 'austronesian' is /ˌɔːstroʊˈniʒən/.,gpt-3.5-turbo
authenticate,ɔθˈɛntəkˌeɪt,The General American English pronunciation of 'authenticate' is /ɔˈθɛntɪˌkeɪt/.,gpt-3.5-turbo
autocephalous,ˌɔtəsəfˈɛləs,The General American English pronunciation of 'autocephalous' is /ˌɔːtoʊˈsɛfələs/.,gpt-3.5-turbo
aversion,əvˈɚʒən,The General American English pronunciation of 'aversion' is /əˈvɜːrʒən/.,gpt-3.5-turbo
avestan,ˈævəstən,The General American English pronunciation of 'avestan' is /ˈævɪstən/.,gpt-3.5-turbo
avital,əvˈiːtəl,The General American English pronunciation of 'avital' is /əˈvaɪtəl/.,gpt-3.5-turbo
avoirdupois,əvˈɔɪdɹəsˌup,The General American English pronunciation of 'avoirdupois' is /ˌævərdəˈpɔɪz/.,gpt-3.5-turbo
avow,əvˈaʊ,The General American English pronunciation of 'avow' is /əˈvaʊ/.,gpt-3.5-turbo
avowed,əvˈaʊd,The General American English pronunciation of 'avowed' is /əˈvaʊd/.,gpt-3.5-turbo
avril,ˈævɹɪl,The General American English pronunciation of 'avril' is /əˈvɹɪl/.,gpt-3.5-turbo
azores,əzˈɔːɹz,The General American English pronunciation of 'azores' is /əˈzɔɹz/.,gpt-3.5-turbo
aztecs,ˈæztˌɛks,The General American English pronunciation of 'aztecs' is /ˈæzˌtɛks/.,gpt-3.5-turbo
babygrow,bˈæbɪgɹu,The General American English pronunciation of 'babygrow' is /ˈbeɪbiɡɹoʊ/.,gpt-3.5-turbo
backer,bˈækɚ,The General American English pronunciation of 'backer' is /ˈbækəɹ/.,gpt-3.5-turbo
backspace,bˈækspəs,The General American English pronunciation of 'backspace' is /ˈbækˌspeɪs/.,gpt-3.5-turbo
backtrack,bˈæktɹˌæk,The General American English pronunciation of 'backtrack' is /ˈbækˌtɹæk/.,gpt-3.5-turbo
baddie,bˈædi,The General American English pronunciation of 'baddie' is /ˈbædi/.,gpt-3.5-turbo
bailiffs,bˈeɪləfs,The General American English pronunciation of 'bailiffs' is /ˈbeɪlɪfs/.,gpt-3.5-turbo
baillie,bˈeɪli,The General American English pronunciation of 'baillie' is /ˈbeɪli/.,gpt-3.5-turbo
bajaj,bˈɑːʒˌeɪ,The General American English pronunciation of 'bajaj' is /bəˈdʒɑʒ/.,gpt-3.5-turbo
bakelite,bˈeɪklˌaɪt,The General American English pronunciation of 'bakelite' is /ˈbeɪkəlaɪt/.,gpt-3.5-turbo
balancer,bˈælənsɚ,The General American English pronunciation of 'balancer' is /ˈbælənsɚ/.,gpt-3.5-turbo
balkan,bˈɔːlkən,The General American English pronunciation of 'balkan' is /ˈbɔːlkən/.,gpt-3.5-turbo
ballachulish,bˈæləkhˌaʊlɪtʃ,The General American English pronunciation of 'ballachulish' is /bəˈlækjʊlɪʃ/.,gpt-3.5-turbo
ballad,bˈæləd,The General American English pronunciation of 'ballad' is /ˈbæləd/.,gpt-3.5-turbo
ballistics,bəlˈɪstɪks,The General American English pronunciation of 'ballistics' is /bəˈlɪstɪks/.,gpt-3.5-turbo
bamboozle,bˈæmboʊsl,The General American English pronunciation of 'bamboozle' is /bæmˈbuːzəl/.,gpt-3.5-turbo
bandarban,bˈændɚbˌæn,The General American English pronunciation of 'bandarban' is /ˈbændɑɹbæn/.,gpt-3.5-turbo
banishment,bˈænɪʃmənt,The General American English pronunciation of 'banishment' is /ˈbænɪʃmənt/.,gpt-3.5-turbo
bannings,bˈænɪŋz,The General American English pronunciation of 'bannings' is /ˈbænɪŋz/.,gpt-3.5-turbo
banoffee,bˈænəfi,The General American English pronunciation of 'banoffee' is /bəˈnɑfi/.,gpt-3.5-turbo
banter,bˈæntɚ,The General American English pronunciation of 'banter' is /ˈbæntɚ/.,gpt-3.5-turbo
barbarity,bɑɹbˈæɹəti,The General American English pronunciation of 'barbarity' is /bɑrˈbɛɹəti/.,gpt-3.5-turbo
baritone,bˈɛɹətˌoʊn,The General American English pronunciation of 'baritone' is /ˈbɛɹɪtoʊn/.,gpt-3.5-turbo
barkley,bˈɑːɹkli,The General American English pronunciation of 'Barkley' is /ˈbɑɹkli/.,gpt-3.5-turbo
barnabas,bˈɑːɹnəbəs,The General American English pronunciation of 'barnabas' is /ˈbɑɹnəbəs/.,gpt-3.5-turbo
baud,bˈɔːd,The General American English pronunciation of 'baud' is /bɔd/.,gpt-3.5-turbo
bawtry,bˈɔːtɹi,The General American English pronunciation of 'bawtry' is /ˈbɔtɹi/.,gpt-3.5-turbo
beaked,bˈiːkt,The General American English pronunciation of 'beaked' is /bikt/.,gpt-3.5-turbo
beaks,bˈiːks,The General American English pronunciation of 'beaks' is /biks/.,gpt-3.5-turbo
beamish,bˈiːmɪʃ,The General American English pronunciation of 'beamish' is /ˈbiːmɪʃ/.,gpt-3.5-turbo
beauchamp,bˈoʊʃˌɑmp,The General American English pronunciation of 'Beauchamp' is /ˈboʊtʃəmp/.,gpt-3.5-turbo
beavis,bˈiːvəs,The General American English pronunciation of 'beavis' is /ˈbiːvɪs/.,gpt-3.5-turbo
beckoned,bˈɛkənd,The General American English pronunciation of 'beckoned' is /bɪˈkɑnd/.,gpt-3.5-turbo
beckoning,bˈɛkənɪŋ,The General American English pronunciation of 'beckoning' is /bəˈkɑnɪŋ/.,gpt-3.5-turbo
beckons,bˈɛkənz,The General American English pronunciation of 'beckons' is /ˈbɛkənz/.,gpt-3.5-turbo
bedecked,bɪdˈɛkt,The General American English pronunciation of 'bedecked' is /bɪˈdɛkt/.,gpt-3.5-turbo
bedhead,bˈɛdhˌɛd,The General American English pronunciation of 'bedhead' is /ˈbɛdˌhɛd/.,gpt-3.5-turbo
bedlam,bˈɛdləm,The General American English pronunciation of 'bedlam' is /ˈbɛdləm/.,gpt-3.5-turbo
beeb,bˈiːb,The General American English pronunciation of 'beeb' is /bib/.,gpt-3.5-turbo
beeson,bˈiːzən,The General American English pronunciation of 'beeson' is /ˈbizən/.,gpt-3.5-turbo
beet,bˈiːt,The General American English pronunciation of 'beet' is /bit/.,gpt-3.5-turbo
behest,bɪhˈɛst,The General American English pronunciation of 'behest' is /bɪˈhɛst/.,gpt-3.5-turbo
belemnite,bˈɛləmnˌaɪt,The General American English pronunciation of 'belemnite' is /ˈbɛləmnaɪt/.,gpt-3.5-turbo
beltrami,bˌɛltɹˈɑːmi,The General American English pronunciation of 'beltrami' is /bɛlˈtrɑmi/.,gpt-3.5-turbo
bends,bˈɛndz,The General American English pronunciation of 'bends' is /bɛndz/.,gpt-3.5-turbo
bengaline,bˈɛŋgəlˌin,The General American English pronunciation of 'bengaline' is /ˈbɛŋɡəˌlin/.,gpt-3.5-turbo
beret,bˈɛɹət,The General American English pronunciation of 'beret' is /bəˈɹeɪ/.,gpt-3.5-turbo
berkhamsted,bˈɚkhˌæmstɪd,The General American English pronunciation of 'Berkhamsted' is /bɜrkˈhæmstɛd/.,gpt-3.5-turbo
betcha,bˈɛtʃə,The General American English pronunciation of 'betcha' is /ˈbɛtʃə/.,gpt-3.5-turbo
bethsaida,bˌɛtshˈeɪdə,The General American English pronunciation of 'bethsaida' is /bɛθˈseɪdə/.,gpt-3.5-turbo
bettor,bˈɛtɚ,The General American English pronunciation of 'bettor' is /ˈbɛtəɹ/.,gpt-3.5-turbo
bevor,bˈɛvɚ,The General American English pronunciation of 'bevor' is /ˈbivɚ/.,gpt-3.5-turbo
bewilderment,bɪwˈɪldɚmənt,The General American English pronunciation of 'bewilderment' is /bɪˈwɪldɚmənt/.,gpt-3.5-turbo
biafra,biˈɑːfɹə,The General American English pronunciation of 'biafra' is /baɪˈæfɹə/.,gpt-3.5-turbo
bicep,bˈaɪsˌɛp,The General American English pronunciation of 'bicep' is /ˈbaɪsɛp/.,gpt-3.5-turbo
bigelow,bˈɪgəlˌoʊ,The General American English pronunciation of 'bigelow' is /ˈbɪɡəˌloʊ/.,gpt-3.5-turbo
bilbao,bɪlbˈaʊ,The General American English pronunciation of 'Bilbao' is /bɪlˈbaʊ/.,gpt-3.5-turbo
bilk,bˈɪlk,The General American English pronunciation of 'bilk' is /bɪlk/.,gpt-3.5-turbo
biome,bˈaɪˌoʊm,The General American English pronunciation of 'biome' is /ˈbaɪoʊm/.,gpt-3.5-turbo
biostatistical,bˌaɪoʊstˌeɪstɪkˈeɪtəl,The General American English pronunciation of 'biostatistical' is /ˌbaɪoʊstəˈtɪstɪkəl/.,gpt-3.5-turbo
bioweapon,bˌaɪoʊwˈeɪpiən,The General American English pronunciation of 'bioweapon' is /ˈbaɪoʊˌwɛpən/.,gpt-3.5-turbo
bipod,bˈɪpoʊd,The General American English pronunciation of 'bipod' is /ˈbaɪˌpɑd/.,gpt-3.5-turbo
bislama,bɪslˈɑːmə,The General American English pronunciation of 'bislama' is /bɪsˈlɑmə/.,gpt-3.5-turbo
bismuth,bˈɪzməθ,The General American English pronunciation of 'bismuth' is /ˈbɪzˌmʌθ/.,gpt-3.5-turbo
bitchy,bˈɪtʃi,The General American English pronunciation of 'bitchy' is /ˈbɪtʃi/.,gpt-3.5-turbo
bittersweet,bˈɪtɚswˌit,The General American English pronunciation of 'bittersweet' is /ˈbɪtəɹswit/.,gpt-3.5-turbo
blabber,blˈæbɚ,The General American English pronunciation of 'blabber' is /ˈblæbɚ/.,gpt-3.5-turbo
blackadder,blˈækˌædɚ,The General American English pronunciation of 'blackadder' is /ˈblækˌædəɹ/.,gpt-3.5-turbo
blacktop,blˈæktˌɑp,The General American English pronunciation of 'blacktop' is /ˈblækˌtɑp/.,gpt-3.5-turbo
blackwell,blˈækwˌɛl,The General American English pronunciation of 'blackwell' is /ˈblæk.wɛl/.,gpt-3.5-turbo
blaine,blˈeɪn,The General American English pronunciation of 'blaine' is /bleɪn/.,gpt-3.5-turbo
blasphemy,blˈæsfəmi,The General American English pronunciation of 'blasphemy' is /ˈblæsfəmi/.,gpt-3.5-turbo
blazar,blˈɑːzɚ,The General American English pronunciation of 'blazar' is /ˈbleɪzɑɹ/.,gpt-3.5-turbo
bleakly,blˈiːkli,The General American English pronunciation of 'bleakly' is /ˈblikli/.,gpt-3.5-turbo
blitzed,blˈɪtst,The General American English pronunciation of 'blitzed' is /blɪtst/.,gpt-3.5-turbo
blitzes,blˈɪtsɪz,The General American English pronunciation of 'blitzes' is /ˈblɪtsɪz/.,gpt-3.5-turbo
blitzing,blˈɪtsɪŋ,The General American English pronunciation of 'blitzing' is /ˈblɪtsɪŋ/.,gpt-3.5-turbo
bloat,blˈoʊt,The General American English pronunciation of 'bloat' is /bloʊt/.,gpt-3.5-turbo
bloated,blˈoʊtɪd,The General American English pronunciation of 'bloated' is /ˈbloʊtəd/.,gpt-3.5-turbo
bloating,blˈoʊtɪŋ,The General American English pronunciation of 'bloating' is /ˈbloʊtɪŋ/.,gpt-3.5-turbo
bloats,blˈoʊts,The General American English pronunciation of 'bloats' is /bloʊts/.,gpt-3.5-turbo
blooper,blˈuːpɚ,The General American English pronunciation of 'blooper' is /ˈblupɚ/.,gpt-3.5-turbo
blucher,blˈuːtʃɚ,The General American English pronunciation of 'blucher' is /ˈblʊkəɹ/.,gpt-3.5-turbo
blunder,blˈʌndɚ,The General American English pronunciation of 'blunder' is /ˈblʌndɚ/.,gpt-3.5-turbo
blythe,blˈaɪð,The General American English pronunciation of 'blythe' is /blaɪð/.,gpt-3.5-turbo
boarder,bˈɔːɹdɚ,The General American English pronunciation of 'boarder' is /ˈbɔɹdəɹ/.,gpt-3.5-turbo
boars,bˈɔːɹz,The General American English pronunciation of 'boars' is /bɔɹz/.,gpt-3.5-turbo
boggle,bˈɑːgəl,The General American English pronunciation of 'boggle' is /ˈbɑɡəl/.,gpt-3.5-turbo
boink,bˈɔɪnk,The General American English pronunciation of 'boink' is /bɔɪŋk/.,gpt-3.5-turbo
bokeh,bˈoʊk,The General American English pronunciation of 'bokeh' is /ˈboʊkeɪ/.,gpt-3.5-turbo
