sentence,ground_truth_syllable_count,predicted_syllable_count,model_id
"To Tally, he was just a pain.",8,"To (1), Tally (2), he (1), was (1), just (1), a (1), pain (1)

Total: 8",gpt-3.5-turbo
"Though he was sophisticated, charming and witty, he was definitely not her type.",22,"Sophisticated (5), charming (2), witty (2), definitely (4), type (1)

Total: 14",gpt-3.5-turbo
And then the real fireworks began....,8,"And (1), then (1), the (1), real (1), fireworks (2), began (2)

Total: 8",gpt-3.5-turbo
The gun trained on his chest left him with no choice...,11,"The total number of syllables in the sentence ""The gun trained on his chest left him with no choice..."" is 16.",gpt-3.5-turbo
So why did it have to hurt so bad...and cost her so much.,14,15,gpt-3.5-turbo
Caitlyn Brown had never expected C.,10,"Caitlyn (2), Brown (1), had (1), never (2), expected (3), C (1)

Total: 10",gpt-3.5-turbo
Starr to walk back into her life after all they'd endured.,14,"Starr (1), to (1), walk (1), back (1), into (2), her (1), life (1), after (2), all (1), they'd (1), endured (2)

Total: 14",gpt-3.5-turbo
She nearly burst with happiness ..,8,"She (1), nearly (2), burst (1), with (1), happiness (3)

Total: 8",gpt-3.5-turbo
"Still, Sara wanted to be his wife -- and more.",11,"Still (1), Sara (2), wanted (2), to (1), be (1), his (1), wife (1), and (1), more (1)

Total: 11",gpt-3.5-turbo
Gavin Carlisle was trapped and he knew it.,10,"Gavin (2), Carlisle (2), was (1), trapped (1), and (1), he (1), knew (1), it (1)

Total: 10",gpt-3.5-turbo
At least his bride was beautiful.,8,"At least his bride was beautiful.

Total syllables: 9",gpt-3.5-turbo
"Her creamy full breasts, smooth alabaster skin, and soft red lips were tempting, indeed.",20,"Her (1), creamy (2), full (1), breasts (1), smooth (1), alabaster (4), skin (1), and (1), soft (1), red (1), lips (1), were (1), tempting (2), indeed (2).

Total: 19",gpt-3.5-turbo
Isla was supposed to get her happily ever after.,15,"Isla (2), was (1), supposed (2), to (1), get (1), her (1), happily (3), ever (2), after (2)

Total: 15",gpt-3.5-turbo
"The Beast Masters Series, Book 2.",8,"The Beast Masters Series, Book 2.

Total syllables: 10",gpt-3.5-turbo
Jaston and Malock were once as close as brothers.,12,"Jaston (2), and (1), Malock (2), were (1), once (1), as (1), close (1), as (1), brothers (2)

Total: 12",gpt-3.5-turbo
War and the scars it left behind changed that.,10,"War (1), and (1), the (1), scars (1), it (1), left (1), behind (2), changed (1), that (1)

Total: 10",gpt-3.5-turbo
"In fact, she’s as spirited as they come.",10,"In (1), fact (1), she’s (1), as (1), spirited (3), as (1), they (1), come (1).

Total: 10",gpt-3.5-turbo
If they don’t do it soon they risk The Heat overtaking them.,15,"If (1), they (1), don’t (1), do (1), it (1), soon (1), they (1), risk (1), The (1), Heat (1), overtaking (4), them (1).

Total: 14",gpt-3.5-turbo
She wants them to dominate her right into an orgasmic frenzy.,18,15,gpt-3.5-turbo
This novella is hot and dirty and won’t apologize for that fact.,18,"This (1), novella (3), is (1), hot (1), and (1), dirty (2), and (1), won’t (1), apologize (4), for (1), that (1), fact (1).

Total: 17",gpt-3.5-turbo
"When Ruel Chouteau returns home after his supposed death, he shocks everyone.",18,"When (1), Ruel (2), Chouteau (2), returns (2), home (1), after (2), his (1), supposed (2), death (1), he (1), shocks (1), everyone (3).

Total: 19",gpt-3.5-turbo
Now Ruel and Anne must face a future they never expected.,15,"Now (1), Ruel (1), and (1), Anne (1), must (1), face (1), a (1), future (2), they (1), never (2), expected (3).

Total: 15",gpt-3.5-turbo
Mixing fire and ice can be hell.,9,"Mixing (2), fire (2), and (1), ice (1), can (1), be (1), hell (1)

Total: 9",gpt-3.5-turbo
Fyra had one job: make the vampire Bishop the underworld’s tool.,16,"Fyra (2), had (1), one (1), job (1), make (1), the (1), vampire (2), Bishop (2), the (1), underworld’s (3), tool (1).

Total: 16",gpt-3.5-turbo
"But despite her best feminine wiles, the delicious male wouldn’t break.",17,"""But despite her best feminine wiles, the delicious male wouldn’t break.""

Total syllables: 17",gpt-3.5-turbo
Now pursued by her fellow demons—and one very angry Bishop—she’s running out of options.,24,"Now (1), pursued (2), by (1), her (1), fellow (2), demons (2), and (1), one (1), very (2), angry (2), Bishop (2), she's (1), running (2), out (1), of (1), options (3).

Total: 22",gpt-3.5-turbo
Does this couple have an icicle's chance in hell.,12,"Does (1), this (1), couple (2), have (1), an (1), icicle's (3), chance (1), in (1), hell (1)

Total: 12",gpt-3.5-turbo
Get your copy to find out.,7,"Get (1), your (1), copy (2), to (1), find (1), out (1).

Total: 7",gpt-3.5-turbo
"Sex, blood, and rock n\’ roll.",6,"Sex (1), blood (1), and (1), rock (1), n' (1), roll (1)

Total: 6",gpt-3.5-turbo
Now I fear it might be true.,7,"Now (1), I (1), fear (1), it (1), might (1), be (1), true (1).

Total: 7",gpt-3.5-turbo
In eight seconds Dalton Merrill's professional bull riding days—and the fame he enjoyed—ended.,23,"In (1), eight (1), seconds (2), Dalton (2), Merrill's (2), professional (4), bull (1), riding (2), days (1), and (1), the (1), fame (1), he (1), enjoyed (3), ended (2).

Total: 24",gpt-3.5-turbo
"Emilee Walker trusted Dalton with her heart, and he left her for the rodeo.",21,"Emilee (3), Walker (2), trusted (2), Dalton (2), with (1), her (1), heart (1), and (1), he (1), left (1), her (1), for (1), the (1), rodeo (3).

Total: 20",gpt-3.5-turbo
"She wanted Dalton to return home, but not like this.",13,"She (1), wanted (2), Dalton (2), to (1), return (2), home (1), but (1), not (1), like (1), this (1).

Total: 13",gpt-3.5-turbo
Now she wonders if it's responsibility or love that holds him on Lone Creek.,20,16,gpt-3.5-turbo
Watch out—these heroes and heroines have claws.,12,"Watch (1), out (1), these (1), heroes (2), and (1), heroines (3), have (1), claws (1).

Total: 11",gpt-3.5-turbo
Four purrfectly passionate matches are made for the ages in this were-cat collection.,22,18,gpt-3.5-turbo
Casey Mitchell has always kept his identity as a were-lynx secret.,20,"Casey (2), Mitchell (2), has (1), always (2), kept (1), his (1), identity (4), as (1), a (1), were-lynx (2), secret (2)

Total: 19",gpt-3.5-turbo
Their survival depends on trusting each other with secrets better left unspoken.,21,"their (1), survival (3), depends (2), on (1), trusting (2), each (1), other (2), with (1), secrets (2), better (2), left (1), unspoken (3)

Total: 21",gpt-3.5-turbo
Will these two lonely souls triumph and find true love … or lose everything.,17,"Will (1), these (1), two (1), lonely (2), souls (1), triumph (2), and (1), find (1), true (1), love (1), or (1), lose (1), everything (3)

Total: 18",gpt-3.5-turbo
But falling in love could be the most dangerous game.,13,"But (1), falling (2), in (1), love (1), could (1), be (1), the (1), most (1), dangerous (3), game (1)

Total: 13",gpt-3.5-turbo
 A historical western cowboy romance novel about a mail order bride.,20,"A (1), historical (4), western (2), cowboy (2), romance (2), novel (2), about (2), a (1), mail (1), order (2), bride (1)

Total: 20",gpt-3.5-turbo
"Maggie is enthralled with Charles, the man she plans to marry.",14,"Maggie (2), is (1), enthralled (2), with (1), Charles (1), the (1), man (1), she (1), plans (1), to (1), marry (2).

Total: 13",gpt-3.5-turbo
The loneliness also came then with the social stigma of being a spinster.,20,"The total number of syllables in the sentence ""The loneliness also came then with the social stigma of being a spinster."" is 22.",gpt-3.5-turbo
"To say he was shy, would be the biggest understatement of the century.",19,"To (1), say (1), he (1), was (1), shy (1), would (1), be (1), the (1), biggest (2), understatement (4), of (1), the (1), century (3)

Total: 18",gpt-3.5-turbo
Not that she does much to catch his attention.,11,"Not (1), that (1), she (1), does (1), much (1), to (1), catch (1), his (1), attention (3)

Total: 11",gpt-3.5-turbo
A novella by USA Today Bestselling Author Jen Talty.,18,"A (1), novella (3), by (1), USA (2), Today (2), Bestselling (3), Author (2), Jen (1), Talty (2)

Total: 17",gpt-3.5-turbo
Violet knows she shouldn't be consorting with the enemy.,16,"Violet (2), knows (1), she (1), shouldn't (2), be (1), consorting (3), with (1), the (1), enemy (3).

Total: 15",gpt-3.5-turbo
But she can't resist the adorable baby and her handsome new caretaker.,20,"""But (1), she (1), can't (1), resist (2), the (1), adorable (4), baby (2), and (1), her (1), handsome (2), new (1), caretaker (3)."" Total: 19",gpt-3.5-turbo
Violet traded her chance at motherhood for her career years ago.,18,"Violet (2), traded (2), her (1), chance (1), at (1), motherhood (3), for (1), her (1), career (2), years (1), ago (2).

Total: 17",gpt-3.5-turbo
But raising a family with Jake could be everything she's ever wanted.,19,"""But raising a family with Jake could be everything she's ever wanted.""

Total syllables: 18",gpt-3.5-turbo
A killer who was dressed as a LaMar Pond policeman.,14,"A (1), killer (2), who (1), was (1), dressed (1), as (1), a (1), LaMar (2), Pond (1), policeman (3).

Total: 14",gpt-3.5-turbo
"But then she's attacked again, and rescued…by a LaMar Pond cop.",17,"""But then she's attacked again, and rescued…by a LaMar Pond cop."" 

Total number of syllables: 18",gpt-3.5-turbo
Trusting Lieutenant Dan Willis is frightening.,12,"Trusting (2), Lieutenant (3), Dan (1), Willis (2), is (1), frightening (2)

Total: 11",gpt-3.5-turbo
"But to protect her babies, she'll risk anything.",12,"""But to protect her babies, she'll risk anything."" 

Total syllables: 14",gpt-3.5-turbo
John Cabell secretly commissions Adam to build the most powerful rifle of its time.,23,"John (1), Cabell (2), secretly (3), commissions (3), Adam (2), to (1), build (1), the (1), most (1), powerful (3), rifle (2), of (1), its (1), time (1).

Total: 22",gpt-3.5-turbo
"Increasingly, it is clear that no good can come from these bitter tensions.",18,"Increasingly (4), it (1), is (1), clear (1), that (1), no (1), good (1), can (1), come (1), from (1), these (1), bitter (2), tensions (2)

Total: 17",gpt-3.5-turbo
Mysterious killings cast a sinister shade over the frontier community.,21,"Mysterious (4), killings (2), cast (1), a (1), sinister (3), shade (1), over (2), the (1), frontier (2), community (4)

Total: 21",gpt-3.5-turbo
" Is it possible that love, unlike lightning, can strike twice in the same place.",18,17,gpt-3.5-turbo
"After all this time, old Adam Kyle may harbor one last secret.",16,"After (2), all (1), this (1), time (1), old (1), Adam (2), Kyle (2), may (1), harbor (2), one (1), last (1), secret (2)

Total: 17",gpt-3.5-turbo
Jennie Nan spends her time wrapped in boredom.,10,"Jennie (2), Nan (1), spends (1), her (1), time (1), wrapped (1), in (1), boredom (2)

Total: 10",gpt-3.5-turbo
"Now she’s a prisoner of her body, as it slides toward death.",16,"Now (1), she’s (1), a (1), prisoner (3), of (1), her (1), body (2), as (1), it (1), slides (1), toward (1), death (1)

Total: 14",gpt-3.5-turbo
"Now, seeking adventure downtown, she’s found Miles Carson, a positively beautiful man.",22,16,gpt-3.5-turbo
"But oddly, her watch is still running.",9,"But (1), oddly (2), her (1), watch (1), is (1), still (1), running (2).

Total: 9",gpt-3.5-turbo
"Unless it’s using the ghost of a battery, just maybe….",15,11,gpt-3.5-turbo
"He is distinctly cold towards her, but despite his unpleasantness, he melts her heart….",21,"He (1), is (1), distinctly (3), cold (1), towards (2), her (1), but (1), despite (2), his (1), unpleasantness (4), he (1), melts (1), her (1), heart (1)

Total: 20",gpt-3.5-turbo
He could go head to head with the devil.,10,"He (1), could (1), go (1), head (1), to (1), head (1), with (1), the (1), devil (2)

Total: 10",gpt-3.5-turbo
But fortunately that wasn't going to be necessary.,16,"""But (1), fortunately (4), that (1), wasn't (2), going (2), to (1), be (1), necessary (4)."" Total: 16.",gpt-3.5-turbo
To his home territory in Chicago.,11,"To (1), his (1), home (1), territory (4), in (1), Chicago (3)

Total: 11",gpt-3.5-turbo
The question was...what would he do with her once he had her.,14,The total number of syllables in the sentence is 20.,gpt-3.5-turbo
"He needed to find her and love her at any cost, cost, cost.",15,"He (1), needed (2), to (1), find (1), her (1), and (1), love (1), her (1), at (1), any (2), cost (1), cost (1), cost (1).

Total: 14",gpt-3.5-turbo
I left the door open.And he stole me.,10,"I (1), left (1), the (1), door (1), open (2), And (1), he (1), stole (1), me (1)

Total: 10",gpt-3.5-turbo
Virginia finds herself back in The House where her nightmare began.,16,"Virginia (4), finds (1), herself (2), back (1), in (1), The (1), House (1), where (1), her (1), nightmare (2), began (2)

Total: 17",gpt-3.5-turbo
PURE TRASH from cover to cover.,8,"PURE (1), TRASH (1), from (1), cover (2), to (1), cover (2)

Total: 8",gpt-3.5-turbo
Which one does he finally choose.,8,"Which (1), one (1), does (1), he (1), finally (3), choose (1)

Total: 8",gpt-3.5-turbo
"Foiling her brother’s activities, however, becomes her top priority.",20,"foiling (2), her (1), brother's (2), activities (4), however (2), becomes (2), her (1), top (1), priority (4)

Total: 19",gpt-3.5-turbo
It should be a dream come true for divorcée Eve Kelly.,14,"It should be a dream come true for divorcée Eve Kelly.

Total syllables: 14",gpt-3.5-turbo
Twins their secret daddy can never know about….,12,"Twins (1), their (1), secret (2), daddy (2), can (1), never (2), know (1), about (2)

Total: 14",gpt-3.5-turbo
But Eve isn't the same woman he left.,10,"But (1), Eve (1), isn't (2), the (1), same (1), woman (2), he (1), left (1).

Total: 10",gpt-3.5-turbo
It's as if she's hiding something.,8,"It's (1), as (1), if (1), she's (1), hiding (2), something (2).

Total: 8",gpt-3.5-turbo
Adam is used to getting what he wants -- and he wants Eve.,14,"Adam (2), is (1), used (1), to (1), getting (2), what (1), he (1), wants (1), and (1), he (1), wants (1), Eve (2)

Total: 14",gpt-3.5-turbo
I never thought this would be my life.,9,"I (1), never (2), thought (1), this (1), would (1), be (1), my (1), life (1).

Total: 9",gpt-3.5-turbo
"Against all odds, I’ve managed to ensnare Manhattan’s most eligible bachelor.",21,"Against (2), all (1), odds (1), I’ve (1), managed (2), to (1), ensnare (2), Manhattan’s (3), most (1), eligible (4), bachelor (2)

Total: 20",gpt-3.5-turbo
But the man I love is not who he claims to be.,12,"""But (1), the (1), man (1), I (1), love (1), is (1), not (1), who (1), he (1), claims (1), to (1), be (1)."" 

Total: 12",gpt-3.5-turbo
"To the world, he’s a wealthy, mysterious, playboy.",13,"To (1), the (1), world (1), he’s (1), a (1), wealthy (2), mysterious (4), playboy (2)

Total: 13",gpt-3.5-turbo
"When his enemies come for us, will we be ready.",13,"When (1), his (1), enemies (3), come (1), for (1), us (1), will (1), we (1), be (1), ready (2)

Total: 13",gpt-3.5-turbo
"He doesn’t expect to find such a willing, or seductive, volunteer.",18,"He (1), doesn’t (2), expect (2), to (1), find (1), such (1), a (1), willing (2), or (1), seductive (3), volunteer (3)

Total: 18",gpt-3.5-turbo
Where did he learn therapeutic massage.,10,"Where (1), did (1), he (1), learn (1), therapeutic (4), massage (2)

Total: 10",gpt-3.5-turbo
Fox isn't making it any better by acting differently after her birthday.,21,17,gpt-3.5-turbo
There’s nothing like a hot kiss on a cold day….,11,"There are 15 syllables in the sentence ""There’s nothing like a hot kiss on a cold day….""",gpt-3.5-turbo
"Only Gavin Fraser isn’t a fantasy, he’s a mouth-watering new flavor….",20,15,gpt-3.5-turbo
"All the Delaneys loved a challenge, but she'd never learned how to surrender.",20,"All (1), the (1), Delaneys (3), loved (1), a (1), challenge (2), but (1), she'd (1), never (2), learned (2), how (1), to (1), surrender (3)

Total: 19",gpt-3.5-turbo
Could she be subdued by the desire in Sloan's golden eyes.,15,15,gpt-3.5-turbo
" When her twin brother Patrick disappeared, Brianne vowed to track down his abductors.",20,"When (1), her (1), twin (1), brother (2), Patrick (2), disappeared (3), Brianne (2), vowed (1), to (1), track (1), down (1), his (1), abductors (3).

Total: 19",gpt-3.5-turbo
"Then Sloan offered to rescue him, if she'd give herself to him.",15,"Then (1), Sloan (1), offered (2), to (1), rescue (2), him (1), if (1), she'd (1), give (1), herself (2), to (1), him (1)

Total: 14",gpt-3.5-turbo
But would Sloan's desperate feud shatter their dreams of enduring love.,15,15,gpt-3.5-turbo
The New York Times and USA Today Bestselling series continues..,18,"The total number of syllables in the sentence ""The New York Times and USA Today Bestselling series continues."" is 17.",gpt-3.5-turbo
"I belong to him-body, heart, and soul.",10,"I (1), belong (2), to (1), him (1), body (2), heart (1), and (1), soul (1).

Total: 10",gpt-3.5-turbo
I found strength in his dominance.,8,"I (1), found (1), strength (1), in (1), his (1), dominance (3)

Total: 8",gpt-3.5-turbo
But I never imagined it would end like this.,12,"""But (1), I (1), never (2), imagined (3), it (1), would (1), end (1), like (1), this (1)."" 

Total: 12",gpt-3.5-turbo
I thought I knew what marrying Alexander meant to my life.,16,15,gpt-3.5-turbo
"That is, until everything gets turned upside down.",12,"That (1), is (1), until (2), everything (4), gets (1), turned (1), upside (2), down (1).

Total: 13",gpt-3.5-turbo
"Torn between brother and lover, Freya doesn't know who to trust.",16,"Torn (1), between (2), brother (2), and (1), lover (2), Freya (2), doesn't (2), know (1), who (1), to (1), trust (1).

Total: 16",gpt-3.5-turbo
"And, for the first time, Ingrid is in love with a charming detective.",17,"And (1), for (1), the (1), first (1), time (1), Ingrid (2), is (1), in (1), love (1), with (1), a (1), charming (2), detective (3)

Total: 16",gpt-3.5-turbo
Will the discovery come too late to save those they love most.,15,15,gpt-3.5-turbo
Ava Minor is done being the good girl.,11,"Ava (2), Minor (2), is (1), done (1), being (2), the (1), good (1), girl (1)

Total: 11",gpt-3.5-turbo
"Except Landon has no intention of letting his daring, seductive lioness go….",22,"Except (2), Landon (2), has (1), no (1), intention (4), of (1), letting (2), his (1), daring (2), seductive (3), lioness (3), go (1)

Total: 23",gpt-3.5-turbo
"To top it all off, I miss my Stunner.",10,"To top it all off, I miss my Stunner.

Total: 11",gpt-3.5-turbo
"Protecting her body, heart, and soul is one of those.",13,"Protecting (3), her (1), body (2), heart (1), and (1), soul (1), is (1), one (1), of (1), those (1)

Total: 13",gpt-3.5-turbo
Forever.WARNING: Explicit violence which could be triggers for some readers.,19,"Forever (3), WARNING (2), Explicit (3), violence (2), which (1), could (1), be (1), triggers (2), for (1), some (1), readers (2)

Total: 19",gpt-3.5-turbo
Explicit sex that might offend some readers.,11,"Explicit (3), sex (1), that (1), might (1), offend (2), some (1), readers (2)

Total: 11",gpt-3.5-turbo
"As always, you can expect a HEA with no cheating.",13,11,gpt-3.5-turbo
"As their search intensifies, Lisa and Trey have only each other to rely on.",21,"As (1), their (1), search (1), intensifies (4), Lisa (2), and (1), Trey (1), have (1), only (2), each (1), other (2), to (1), rely (2), on (1)

Total: 20",gpt-3.5-turbo
"Just a simple blacksmith’s assistant, he didn’t have much to offer, but his love.",20,"Just (1), a (1), simple (2), blacksmith's (2), assistant (3), he (1), didn't (2), have (1), much (1), to (1), offer (2), but (1), his (1), love (1)

Total: 19",gpt-3.5-turbo
But he found another man had taken interest in Emily.,16,"""But (1), he (1), found (1), another (3), man (1), had (1), taken (2), interest (3), in (1), Emily (3)."" 

Total: 17",gpt-3.5-turbo
	When they butted heads the man vowed his revenge.,11,15,gpt-3.5-turbo
He left Bart for dead in the middle of the dessert.,13,"He (1), left (1), Bart (1), for (1), dead (1), in (1), the (1), middle (2), of (1), the (1), dessert (2).

Total: 13",gpt-3.5-turbo
"For the first time in years, there is someone she is falling for.",15,"For (1), the (1), first (1), time (1), in (1), years (1), there (1), is (1), someone (2), she (1), is (1), falling (2), for (1).

Total: 14",gpt-3.5-turbo
and it.s not someone her spouse would approve of.,12,"and (1), it's (1), not (1), someone (2), her (1), spouse (1), would (1), approve (2), of (1)

Total: 11",gpt-3.5-turbo
This includes most of my opinions.,9,"This (1), includes (2), most (1), of (1), my (1), opinions (3)

Total: 9",gpt-3.5-turbo
Except I don.t have popular opinions about anything.,17,"Except (2), I (1), don't (1), have (1), popular (3), opinions (4), about (2), anything (3)

Total: 17",gpt-3.5-turbo
"I know I.m messed up, but it could be worse.",11,"I (1), know (1), I'm (1), messed (1), up (1), but (1), it (1), could (1), be (1), worse (1).

Total: 10",gpt-3.5-turbo
Not even my wife understand thats.,9,"Not (1), even (2), my (1), wife (1), understand (3), thats (1)

Total: 9",gpt-3.5-turbo
It.s taken twenty years for Reina and Aiko to seal their relationship.,21,It has 20 syllables.,gpt-3.5-turbo
or their reason for living is.,8,"or (1), their (1), reason (2), for (1), living (2), is (1)

Total: 8",gpt-3.5-turbo
And they want so badly for it to be each other.,13,13,gpt-3.5-turbo
