grapheme,ground_truth_phoneme,predicted_phoneme,model
akhi,ˈɑːki,"The word 'akhi' does not have a standard pronunciation in General American English, as it is not a commonly used English word. If you provide more context or clarify its origin or intended pronunciation, I can offer a more accurate transcription.",gpt-4o
alcaide,ˈælkˌeɪd,"The word 'alcaide' is not commonly used in General American English, and its pronunciation may vary based on its origin. However, a possible GAE phonemic transcription could be /ælˈkaɪdi/.",gpt-4o
alcool,ˈælkˌul,"The word 'alcool' is not a standard English word, and thus does not have a recognized General American English pronunciation. If you meant 'alcohol', its GAE phonemic transcription is /ˈælkəhɔl/. If 'alcool' is intended to be pronounced similarly, it would likely follow the same pattern.",gpt-4o
alfalfa,ˌælfˈælfə,/ælˈfælfə/,gpt-4o
alibi,ˈæləbˌaɪ,/ˈæləˌbaɪ/,gpt-4o
alim,ˈælɪm,"The word 'alim' does not have a standard pronunciation in General American English, as it is not a commonly used word in this dialect. However, if you are referring to a specific pronunciation or context, please provide additional details.",gpt-4o
alkin,ˈælkɪn,The precise General American English phonemic transcription for 'alkin' is /ˈælkɪn/.,gpt-4o
alliyah,əlˈaɪə,The General American English phonemic transcription for 'alliyah' is /əˈliə/.,gpt-4o
allusion,əlˈuːʒən,/əˈluʒən/,gpt-4o
alogliptin,ˌæləgˈɛtɪpən,/ˌæloʊˈɡlɪptɪn/,gpt-4o
alphabets,ˈælfəbˌɛts,The General American English phonemic transcription for 'alphabets' is /ˈælfəˌbɛts/.,gpt-4o
altaic,æltˈeɪɪk,/ælˈteɪɪk/,gpt-4o
alternately,ˈɔːltɚnətli,/ˈɔltɚnətli/,gpt-4o
amharic,ˈæmhɚɪk,The General American English phonemic transcription for 'Amharic' is /æmˈhɛɹɪk/.,gpt-4o
amigos,əmˈiːgˌoʊz,The General American English phonemic transcription for 'amigos' is /əˈmiɡoʊz/.,gpt-4o
amigurumi,ˌæmgɪɹˈuːmi,/ˌɑmiɡəˈɹumi/,gpt-4o
ammonia,əmˈoʊnjə,/əˈmoʊniə/,gpt-4o
amped,ˈæmpt,/æmpt/,gpt-4o
amphibian,æmfˈɪbiən,/æmˈfɪbiən/,gpt-4o
amping,ˈæmpɪŋ,/ˈæmpɪŋ/,gpt-4o
amulets,ˈæmjələts,/ˈæmjəlɪts/,gpt-4o
amusingly,əmjˈuːzɪŋli,/əˈmjuzɪŋli/,gpt-4o
anabolic,ˌænəbˈɑːlɪk,/ˌænəˈbɑlɪk/,gpt-4o
androgyny,ændɹˈɔːdʒəni,/ænˈdɹɑdʒɪni/,gpt-4o
anew,ənˈuː,/əˈnu/,gpt-4o
angioplasty,ˈændʒiəplˌæsti,/ˈændʒi.oʊˌplæsti/,gpt-4o
animosity,ˌænəmˈɑːsəti,/ˌænəˈmɑsəti/,gpt-4o
anion,ˈeɪniən,/ˈænaɪən/,gpt-4o
ankylosaurus,ˌæŋkələsˈɔːɹəs,/ˌæŋkəloʊˈsɔɹəs/,gpt-4o
annal,ˈænəl,The General American English phonemic transcription for 'annal' is /ˈænəl/.,gpt-4o
annoyance,ənˈɔɪəns,/əˈnɔɪəns/,gpt-4o
anoint,ənˈɔɪnt,/əˈnɔɪnt/,gpt-4o
anointed,ənˈɔɪntəd,/əˈnɔɪntɪd/,gpt-4o
anonymity,ˌænənˈɪmɪti,/ˌænəˈnɪməti/,gpt-4o
anteroom,æntɚˈʊm,/ˈæntiˌɹum/,gpt-4o
anthems,ˈænθəmz,/ˈænθəmz/,gpt-4o
anthropocentrism,ˌænθɹəpətɹˈɪsənz,/ˌænθɹəpoʊˈsɛnˌtɹɪzəm/,gpt-4o
anthroposophy,ˌænθɹəpˈɑːzəpi,/ˌænθɹəˈpɑsəfi/,gpt-4o
antioch,ˈæntiˌɑk,/ˈæntiˌɑk/,gpt-4o
antiope,ˈæntiˌoʊp,The General American English phonemic transcription for 'antiope' is /ænˈtaɪəpi/.,gpt-4o
antiphon,ˈæntəfˌɑn,The General American English phonemic transcription for 'antiphon' is /ˈæntəˌfɑn/.,gpt-4o
antipodal,æntˈɪpədəl,/ænˈtɪpədəl/,gpt-4o
antipollution,ˌæntəpəlˈeɪʃəp,/ˌæntipoʊˈluʃən/,gpt-4o
antiquities,æntˈɪkwətiz,/ænˈtɪkwɪtiz/,gpt-4o
antler,ˈæntlɚ,/ˈæntləɹ/,gpt-4o
antony,ˈæntəni,/ˈæntəni/,gpt-4o
antsy,ˈæntsi,/ˈæntsi/,gpt-4o
antwerp,ˈæntwɚp,/ˈæntwɝp/,gpt-4o
anythings,ˈɛniθˌɪŋz,The word 'anythings' in General American English is transcribed as /ˈɛniˌθɪŋz/.,gpt-4o
apogee,ˈæpədʒˌi,The General American English phonemic transcription for 'apogee' is /ˈæpədʒi/.,gpt-4o
appian,ˈæpiən,The General American English phonemic transcription for 'appian' is /ˈæpiən/.,gpt-4o
apport,əpˈɔːɹt,The General American English phonemic transcription for 'apport' is /əˈpɔɹt/.,gpt-4o
appreciable,əpɹˈiːʃəbəl,/əˈpɹiʃəbəl/,gpt-4o
apprehend,ˌæpɹɪhˈɛnd,/ˌæpɹəˈhɛnd/,gpt-4o
apprehension,ˌæpɹɪhˈɛnʃən,/ˌæpɹəˈhɛnʃən/,gpt-4o
approximation,əpɹˌɑksəmˈeɪʃən,/əˌpɹɑksɪˈmeɪʃən/,gpt-4o
ard,ˈɑːɹd,/ɑɹd/,gpt-4o
arenas,ɚˈiːnəz,/əˈɹinəz/,gpt-4o
armagh,ˈɑːɹməg,The General American English phonemic transcription for 'Armagh' is /ɑɹˈmɑ/.,gpt-4o
arouse,ɚˈaʊz,/əˈɹaʊz/,gpt-4o
aroused,ɚˈaʊzd,/əˈɹaʊzd/,gpt-4o
arousing,ɚˈaʊzɪŋ,/əˈɹaʊzɪŋ/,gpt-4o
arpanet,ˈɑːɹpənˌɛt,/ˈɑɹpəˌnɛt/,gpt-4o
arraign,ɚˈeɪn,/əˈɹeɪn/,gpt-4o
arraigned,ɚˈeɪnd,/əˈɹeɪnd/,gpt-4o
arraigns,ɚˈeɪnz,/əˈɹeɪnz/,gpt-4o
arrears,ɚˈɪɹz,/əˈɹɪɹz/,gpt-4o
aseptic,əsˈɛptɪk,/əˈsɛptɪk/,gpt-4o
ashen,ˈæʃən,The General American English phonemic transcription for 'ashen' is /ˈæʃən/.,gpt-4o
asper,ˈæspɚ,/ˈæspɚ/,gpt-4o
assimilate,əsˈɪməlˌeɪt,/əˈsɪməˌleɪt/,gpt-4o
assize,əsˈaɪz,The General American English phonemic transcription for 'assize' is /əˈsaɪz/.,gpt-4o
asswipe,əswˈaɪp,/ˈæˌswaɪp/,gpt-4o
assyrian,əsˈɪɹiən,The General American English phonemic transcription for 'assyrian' is /əˈsɪɹiən/.,gpt-4o
astatine,ˈæstətˌin,/ˈæstəˌtin/,gpt-4o
asynchronous,ˈeɪsˈɪŋkɹənəs,/eɪˈsɪŋkɹənəs/,gpt-4o
atavism,ˈætəvɪzəm,/ˈætəˌvɪzəm/,gpt-4o
athanor,ˈæθənɚ,/ˈæθənɔɹ/,gpt-4o
atheism,əθˈaɪsəm,/ˈæθiˌɪzəm/,gpt-4o
attacker,ətˈækɚ,/əˈtækɚ/,gpt-4o
atter,ˈætɚ,/ˈætɚ/,gpt-4o
atwitter,ˈætwˌɪtɚ,/əˈtwɪtɚ/,gpt-4o
audax,ˈɔːdæks,"The word 'audax' is not a standard English word and does not have a conventional pronunciation in General American English. However, if we were to approximate a pronunciation based on typical GAE patterns, it might be transcribed as /ˈɔˌdæks/.",gpt-4o
audiology,ˌɔdiˈɑːlədʒi,/ˌɔdiˈɑlədʒi/,gpt-4o
augury,ˈɔːgɚi,/ˈɔɡjɚi/,gpt-4o
auguste,ˈɔːgəst,The General American English phonemic transcription for 'auguste' is /ɔˈɡʌst/.,gpt-4o
auspice,ˈɔːspɪs,The General American English phonemic transcription for 'auspice' is /ˈɔspɪs/.,gpt-4o
austen,ˈɔːstɪn,The General American English phonemic transcription for 'austen' is /ˈɔstən/.,gpt-4o
austinites,ˈɔːstənˌaɪts,/ˈɔstɪˌnaɪts/,gpt-4o
austronesian,ˌɔstɹənˈiːʒən,/ˌɔstɹoʊˈniʒən/,gpt-4o
authenticate,ɔθˈɛntəkˌeɪt,/ɔˈθɛntɪˌkeɪt/,gpt-4o
autocephalous,ˌɔtəsəfˈɛləs,/ˌɔtoʊˈsɛfələs/,gpt-4o
aversion,əvˈɚʒən,/əˈvɝʒən/,gpt-4o
avestan,ˈævəstən,/əˈvɛstən/,gpt-4o
avital,əvˈiːtəl,"The word 'avital' does not have a standard pronunciation in General American English, as it is not a commonly recognized word. If you meant a different word or a name, please provide additional context or clarification.",gpt-4o
avoirdupois,əvˈɔɪdɹəsˌup,The General American English phonemic transcription for 'avoirdupois' is /ˌævərdəˈpɔɪz/.,gpt-4o
avow,əvˈaʊ,/əˈvaʊ/,gpt-4o
avowed,əvˈaʊd,/əˈvaʊd/,gpt-4o
avril,ˈævɹɪl,The General American English phonemic transcription for 'avril' is /ˈævɹəl/.,gpt-4o
azores,əzˈɔːɹz,The General American English phonemic transcription for 'Azores' is /əˈzɔɹz/.,gpt-4o
aztecs,ˈæztˌɛks,The General American English phonemic transcription for 'aztecs' is /ˈæztɛks/.,gpt-4o
babygrow,bˈæbɪgɹu,/ˈbeɪbiɡɹoʊ/,gpt-4o
backer,bˈækɚ,/ˈbækɚ/,gpt-4o
backspace,bˈækspəs,/bækˌspeɪs/,gpt-4o
backtrack,bˈæktɹˌæk,/bækˌtɹæk/,gpt-4o
baddie,bˈædi,/bædi/,gpt-4o
bailiffs,bˈeɪləfs,/ˈbeɪlɪfs/,gpt-4o
baillie,bˈeɪli,The General American English phonemic transcription for 'baillie' is /ˈbeɪli/.,gpt-4o
bajaj,bˈɑːʒˌeɪ,/bəˈdʒɑdʒ/,gpt-4o
bakelite,bˈeɪklˌaɪt,/ˈbeɪkəˌlaɪt/,gpt-4o
balancer,bˈælənsɚ,/bælənsɚ/,gpt-4o
balkan,bˈɔːlkən,/bɔlkən/,gpt-4o
ballachulish,bˈæləkhˌaʊlɪtʃ,"The word 'Ballachulish' is a place name of Scottish origin, and its pronunciation in General American English can vary due to its non-English roots. However, a common approximation in GAE might be /ˌbæləˈkuːlɪʃ/.",gpt-4o
ballad,bˈæləd,/ˈbæləd/,gpt-4o
ballistics,bəlˈɪstɪks,/bəˈlɪstɪks/,gpt-4o
bamboozle,bˈæmboʊsl,/bæmˈbuzəl/,gpt-4o
bandarban,bˈændɚbˌæn,/bændɚˈbæn/,gpt-4o
banishment,bˈænɪʃmənt,/ˈbænɪʃmənt/,gpt-4o
bannings,bˈænɪŋz,/ˈbænɪŋz/,gpt-4o
banoffee,bˈænəfi,/bəˈnɔfi/,gpt-4o
banter,bˈæntɚ,/ˈbæntɚ/,gpt-4o
barbarity,bɑɹbˈæɹəti,/bɑɹˈbɛɹəti/,gpt-4o
baritone,bˈɛɹətˌoʊn,/ˈbɛɹɪˌtoʊn/,gpt-4o
barkley,bˈɑːɹkli,/bɑɹkli/,gpt-4o
barnabas,bˈɑːɹnəbəs,/bɑɹnəbəs/,gpt-4o
baud,bˈɔːd,/bɔd/,gpt-4o
bawtry,bˈɔːtɹi,The General American English phonemic transcription for 'bawtry' is /ˈbɔtɹi/.,gpt-4o
beaked,bˈiːkt,The General American English phonemic transcription for 'beaked' is /bikt/.,gpt-4o
beaks,bˈiːks,The General American English phonemic transcription for 'beaks' is /biks/.,gpt-4o
beamish,bˈiːmɪʃ,/ˈbimɪʃ/,gpt-4o
beauchamp,bˈoʊʃˌɑmp,The General American English phonemic transcription for 'beauchamp' is /ˈbiːtʃəm/.,gpt-4o
beavis,bˈiːvəs,/ˈbivɪs/,gpt-4o
beckoned,bˈɛkənd,/ˈbɛkənd/,gpt-4o
beckoning,bˈɛkənɪŋ,/ˈbɛkənɪŋ/,gpt-4o
beckons,bˈɛkənz,/ˈbɛkənz/,gpt-4o
bedecked,bɪdˈɛkt,/bɪˈdɛkt/,gpt-4o
bedhead,bˈɛdhˌɛd,/ˈbɛdhɛd/,gpt-4o
bedlam,bˈɛdləm,/ˈbɛdləm/,gpt-4o
beeb,bˈiːb,/bib/,gpt-4o
beeson,bˈiːzən,The General American English phonemic transcription for 'beeson' is /ˈbisən/.,gpt-4o
beet,bˈiːt,/bit/,gpt-4o
behest,bɪhˈɛst,/bɪˈhɛst/,gpt-4o
belemnite,bˈɛləmnˌaɪt,/bəˈlɛmˌnaɪt/,gpt-4o
beltrami,bˌɛltɹˈɑːmi,/bɛlˈtɹɑmi/,gpt-4o
bends,bˈɛndz,/bɛndz/,gpt-4o
bengaline,bˈɛŋgəlˌin,/bɛŋɡəˈlin/,gpt-4o
beret,bˈɛɹət,/bəˈɹeɪ/,gpt-4o
berkhamsted,bˈɚkhˌæmstɪd,The General American English phonemic transcription for 'berkhamsted' is /ˈbɝkəmstɛd/.,gpt-4o
betcha,bˈɛtʃə,/bɛtʃə/,gpt-4o
bethsaida,bˌɛtshˈeɪdə,/bɛθˈseɪdə/,gpt-4o
bettor,bˈɛtɚ,/bɛtɚ/,gpt-4o
bevor,bˈɛvɚ,"The word 'bevor' does not exist in standard English vocabulary, so it does not have a recognized General American English phonemic transcription. If you meant a different word, please provide more context or check the spelling.",gpt-4o
bewilderment,bɪwˈɪldɚmənt,/bɪˈwɪldɚmənt/,gpt-4o
biafra,biˈɑːfɹə,/biaˈfɹə/,gpt-4o
bicep,bˈaɪsˌɛp,The General American English phonemic transcription for 'bicep' is /ˈbaɪsɛp/.,gpt-4o
bigelow,bˈɪgəlˌoʊ,/bɪɡəˌloʊ/,gpt-4o
bilbao,bɪlbˈaʊ,/bɪlˈbaʊ/,gpt-4o
bilk,bˈɪlk,/bɪlk/,gpt-4o
biome,bˈaɪˌoʊm,/ˈbaɪoʊm/,gpt-4o
biostatistical,bˌaɪoʊstˌeɪstɪkˈeɪtəl,/ˌbaɪoʊstəˈtɪstɪkəl/,gpt-4o
bioweapon,bˌaɪoʊwˈeɪpiən,/ˈbaɪoʊˌwɛpən/,gpt-4o
bipod,bˈɪpoʊd,/ˈbaɪˌpɑd/,gpt-4o
bislama,bɪslˈɑːmə,/bɪsˈlɑmə/,gpt-4o
bismuth,bˈɪzməθ,/bɪzməθ/,gpt-4o
bitchy,bˈɪtʃi,/bɪtʃi/,gpt-4o
bittersweet,bˈɪtɚswˌit,/ˈbɪɾɚˌswit/,gpt-4o
blabber,blˈæbɚ,/blæbɚ/,gpt-4o
blackadder,blˈækˌædɚ,/blækˈædɚ/,gpt-4o
blacktop,blˈæktˌɑp,/ˈblækˌtɑp/,gpt-4o
blackwell,blˈækwˌɛl,/ˈblækwɛl/,gpt-4o
blaine,blˈeɪn,The General American English phonemic transcription for 'blaine' is /bleɪn/.,gpt-4o
blasphemy,blˈæsfəmi,/blæsfəmi/,gpt-4o
blazar,blˈɑːzɚ,/blˈeɪzɚ/,gpt-4o
bleakly,blˈiːkli,/ˈblikli/,gpt-4o
blitzed,blˈɪtst,/blɪtst/,gpt-4o
blitzes,blˈɪtsɪz,/blɪtsɪz/,gpt-4o
blitzing,blˈɪtsɪŋ,/blɪtsɪŋ/,gpt-4o
bloat,blˈoʊt,/bloʊt/,gpt-4o
bloated,blˈoʊtɪd,/bloʊtɪd/,gpt-4o
bloating,blˈoʊtɪŋ,/bloʊtɪŋ/,gpt-4o
bloats,blˈoʊts,/bloʊts/,gpt-4o
blooper,blˈuːpɚ,/ˈbluːpɚ/,gpt-4o
blucher,blˈuːtʃɚ,/bluːtʃɚ/,gpt-4o
blunder,blˈʌndɚ,/blʌndɚ/,gpt-4o
blythe,blˈaɪð,/blaɪð/,gpt-4o
boarder,bˈɔːɹdɚ,/ˈbɔɹdɚ/,gpt-4o
boars,bˈɔːɹz,/bɔɹz/,gpt-4o
boggle,bˈɑːgəl,/ˈbɑɡəl/,gpt-4o
boink,bˈɔɪnk,/bɔɪŋk/,gpt-4o
bokeh,bˈoʊk,The General American English phonemic transcription for 'bokeh' is /ˈboʊkə/.,gpt-4o
bolder,bˈoʊldɚ,/boʊldɚ/,gpt-4o
boner,bˈoʊnɚ,/ˈboʊnɚ/,gpt-4o
bonham,bˈɑːnhəm,/ˈbɑnəm/,gpt-4o
booger,bˈuːgɚ,/ˈbʊɡɚ/,gpt-4o
booky,bˈʊki,The General American English phonemic transcription for 'booky' is /ˈbʊki/.,gpt-4o
boondoggle,bˌundˈɑːgəl,/ˈbundɑɡəl/,gpt-4o
bootsy,bˈuːtsi,/ˈbutsi/,gpt-4o
bop,bˈɑːp,/bɑp/,gpt-4o
borneo,bˈɔːɹniˌoʊ,/bɔɹnioʊ/,gpt-4o
botch,bˈɑːtʃ,/bɑtʃ/,gpt-4o
boykin,bˈɔɪkɪn,/bɔɪkɪn/,gpt-4o
brampton,bɹˈæmptən,/bræmptən/,gpt-4o
brassy,bɹˈæsi,/bræsi/,gpt-4o
breakings,bɹˈeɪkɪŋz,/ˈbɹeɪkɪŋz/,gpt-4o
breakup,bɹˈeɪkˌʌp,/ˈbɹeɪkˌʌp/,gpt-4o
breezed,bɹˈiːzd,/bɹizd/,gpt-4o
breezes,bɹˈiːzɪz,/bɹizɪz/,gpt-4o
breezing,bɹˈiːzɪŋ,The General American English phonemic transcription for 'breezing' is /ˈbɹizɪŋ/.,gpt-4o
bregenz,bɹˈiːgənz,/bɹeɪˈɡɛnts/,gpt-4o
brest,bɹˈɛst,"The word 'brest' is not a standard English word, but if you are referring to the pronunciation of the proper noun 'Brest' (as in the city in France or Belarus), the General American English phonemic transcription would be /bɹɛst/.",gpt-4o
brews,bɹˈuːz,The General American English phonemic transcription for 'brews' is /bɹuz/.,gpt-4o
briefer,bɹˈiːfɚ,/brifɚ/,gpt-4o
brim,bɹˈɪm,/brɪm/,gpt-4o
brimmed,bɹˈɪmd,/brɪmd/,gpt-4o
brimming,bɹˈɪmɪŋ,/brɪmɪŋ/,gpt-4o
brims,bɹˈɪmz,/brɪmz/,gpt-4o
brine,bɹˈaɪn,/brɑɪn/,gpt-4o
brined,bɹˈaɪnd,The General American English phonemic transcription for 'brined' is /bɹaɪnd/.,gpt-4o
brines,bɹˈaɪnz,/brɑɪnz/,gpt-4o
brining,bɹˈaɪnɪŋ,/brɑɪnɪŋ/,gpt-4o
brits,bɹˈɪts,The General American English phonemic transcription for 'brits' is /bɹɪts/.,gpt-4o
broach,bɹˈoʊtʃ,/bɹoʊtʃ/,gpt-4o
brome,bɹˈoʊm,/bɹoʊm/,gpt-4o
bronco,bɹˈɑːŋkoʊ,/brɑŋkoʊ/,gpt-4o
brooder,bɹˈuːdɚ,/bɹudɚ/,gpt-4o
broody,bɹˈuːdi,/bɹudi/,gpt-4o
brownie,bɹˈaʊni,/bɹaʊni/,gpt-4o
brutus,bɹˈuːtəs,/brutəs/,gpt-4o
brux,bɹˈʌks,/brʌks/,gpt-4o
buffon,bˈʌfən,/bəˈfuːn/,gpt-4o
bulked,bˈʊlkt,/bʌlkt/,gpt-4o
bullock,bˈʊlək,/bʊlək/,gpt-4o
bunco,bˈʌŋkoʊ,/bʌŋkoʊ/,gpt-4o
buoyancy,bˈɔɪənsi,/ˈbɔɪənsi/,gpt-4o
burglary,bˈɚglɚi,/ˈbɝɡləri/,gpt-4o
burley,bˈɚli,/bɝli/,gpt-4o
burra,bˈʊɹə,/bɜɹə/,gpt-4o
busby,bˈʌzbi,The General American English phonemic transcription for 'busby' is /ˈbʌzbi/.,gpt-4o
butthurt,bˈʌthɚt,/bʌtˌhɝt/,gpt-4o
byre,bˈaɪɹ,/baɪɹ/,gpt-4o
cabana,kəbˈænə,/kəˈbænə/,gpt-4o
cabby,kˈæbi,/kæbi/,gpt-4o
caches,kˈæʃɪz,The General American English phonemic transcription for 'caches' is /ˈkæʃɪz/.,gpt-4o
cachet,kˈæʃeɪ,/kæˈʃeɪ/,gpt-4o
cads,kˈæds,/kædz/,gpt-4o
cahokia,kəhˈoʊkiə,The General American English phonemic transcription for 'Cahokia' is /kəˈhoʊkiə/.,gpt-4o
calumet,kˌæljəmˈɛt,/kæljuˈmɛt/,gpt-4o
campy,kˈæmpi,/kæmpi/,gpt-4o
cana,kˈænə,The General American English phonemic transcription for 'cana' is /ˈkeɪnə/.,gpt-4o
canasta,kənˈæstə,/kəˈnæstə/,gpt-4o
cannock,kˈænək,"The word 'Cannock' is typically a proper noun referring to a place in the UK, and its pronunciation might not follow standard GAE patterns. However, if we were to approximate it in GAE, it would be /ˈkænək/.",gpt-4o
canola,kənˈoʊlə,/kəˈnoʊlə/,gpt-4o
cantrip,kˈæntɹɪp,/kænˌtɹɪp/,gpt-4o
capsicum,kˈæpsɪkəm,/kæpsɪkəm/,gpt-4o
caravel,kˈɛɹəvˌɛl,/kæɹəˌvɛl/,gpt-4o
carbimazole,kˌɑɹbəmˈɑːzəˌoʊ,/kɑɹˈbɪməˌzoʊl/,gpt-4o
carborundum,kˌɑɹbɚˈʌndəm,/kɑɹbəˈɹʌndəm/,gpt-4o
cardistry,kˈɑːɹdəstɹi,/kɑɹdɪstɹi/,gpt-4o
carnaroli,kɑɹnɑɹˈoʊli,/kɑɹnəˈɹoʊli/,gpt-4o
carpetbagger,kˈɑːɹpətbˌægɚ,/ˈkɑɹpɪtˌbæɡɚ/,gpt-4o
carrageenan,kˌɑɹidʒˈiːnən,/kæɹəˈɡinən/,gpt-4o
casimir,kˈæsɪmˌiɹ,/kæzəmɪɹ/,gpt-4o
cassie,kˈæsi,/kæsi/,gpt-4o
castrato,kɑstɹˈɑːtoʊ,/kəˈstɹɑtoʊ/,gpt-4o
castries,kˈæstɹiz,The General American English phonemic transcription for 'castries' is /ˈkæstriz/.,gpt-4o
cataclysm,kˈætəklˌɪsəm,/ˈkætəˌklɪzəm/,gpt-4o
catapult,kˈætəpˌʌlt,/ˈkætəˌpʌlt/,gpt-4o
catechumen,kˈætəkˌʌmbən,/kætəˈkjumən/,gpt-4o
caterwauling,kˈætɚwˌɔlɪŋ,/ˈkætɚˌwɑlɪŋ/,gpt-4o
cathepsin,kˈæθəpsən,/kəˈθɛpsɪn/,gpt-4o
cation,kˈæʃən,/kæˈtaɪən/,gpt-4o
catnip,kˈætnɪp,/kætnɪp/,gpt-4o
cattery,kˈætɚi,/ˈkætɚi/,gpt-4o
cavort,kəvˈɔːɹt,/kəˈvɔɹt/,gpt-4o
caz,kˈɑːz,/kæz/,gpt-4o
ccitt,kˈɪts,"The word 'ccitt' does not have a standard pronunciation in General American English, as it typically refers to an acronym (Comité Consultatif International Téléphonique et Télégraphique) rather than a word with a conventional phonemic transcription. Acronyms are usually pronounced as individual letters or as a word if they form one, but 'ccitt' is not commonly pronounced as a word in GAE. If you have a specific pronunciation in mind or context where it is used as a word, please provide more details.",gpt-4o
cedi,sˈiːdi,/ˈsidi/,gpt-4o
cedilla,sɛdˈɪlə,/səˈdɪlə/,gpt-4o
cefepime,sˈɛfəpˌaɪm,/səˈfɛpiːm/,gpt-4o
celesta,sɪlˈɛstə,/səˈlɛstə/,gpt-4o
cense,sˈɛns,The General American English phonemic transcription for 'cense' is /sɛns/.,gpt-4o
censorious,sˌɛnsˈɔːɹiəs,/sɛnˈsɔɹiəs/,gpt-4o
centred,sˈɛntɚd,/ˈsɛntɚd/,gpt-4o
centring,sˈɛntɪŋ,/ˈsɛntɹɪŋ/,gpt-4o
centromere,sˈɛntɹəmɚ,/sɛntɹoʊˌmɪɹ/,gpt-4o
cep,sˈɛp,The General American English phonemic transcription for 'cep' is /sɛp/.,gpt-4o
chaat,ʃˈɑːt,/tʃɑt/,gpt-4o
chalupa,tʃəlˈuːpə,/tʃəˈlupə/,gpt-4o
changchun,tʃˈɑːŋtʃˈʊn,The General American English phonemic transcription for 'changchun' is /ˈtʃæŋˈtʃʌn/.,gpt-4o
changeable,tʃˈeɪndʒəbəl,/ˈtʃeɪndʒəbl/,gpt-4o
chanter,tʃˈæntɚ,/ˈtʃæntɚ/,gpt-4o
chanteuse,tʃæntˈuːz,The General American English phonemic transcription for 'chanteuse' is /ʃænˈtuz/.,gpt-4o
